id,object_ref,category,date,type,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,address,_geom,EGID,price_per_sqm,cat,fill,fillOpacity,color,weight,opacity,radius
3001303220,10104.1.1032,rent,2021-09-30T14:31:09,,3,1190,,,,48,,Rickenstrasse 4,St. Gallen,9014,"Rickenstrasse 4, 9014 St. Gallen",POINT (9.333819389343262 47.407772064208984),10695560,24.791666666666668,f,,0.8,#ffffff,1.5,0.9,65
3001031567,6170.02.0019,rent,2021-09-30T14:31:09,,2,1390,200,1190,,76,1968,Zilstrasse 4a,St. Gallen,9016,"Zilstrasse 4a, 9016 St. Gallen",POINT (9.404163360595703 47.440879821777344),10769530,18.289473684210527,d,,0.8,#ffffff,1.5,0.9,65
3001369751,20120.4.4002,rent,2021-09-30T14:31:09,,GF,1290,150,1140,,61,1981,Tablatstrasse 10c,St. Gallen,9016,"Tablatstrasse 10c, 9016 St. Gallen",POINT (9.41964054107666 47.43726348876953),10767630,21.147540983606557,d,,0.8,#ffffff,1.5,0.9,65
3001042300,7160.01.0009,rent,2021-09-30T14:31:09,,2,1290,170,1120,,64,1969,Zilstrasse 14,St. Gallen,9016,"Zilstrasse 14, 9016 St. Gallen",POINT (9.405451774597168 47.44148254394531),10769480,20.15625,d,,0.8,#ffffff,1.5,0.9,65
3001335808,1069.1006.878261.26fae24f-114a-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:09,,2,1190,220,970,,75,1920,Rorschacher Strasse 229,St. Gallen,9016,"Rorschacher Strasse 229, 9016 St. Gallen",POINT (9.403037071228027 47.435791015625),10762550,15.866666666666667,c,,0.8,#ffffff,1.5,0.9,65
3001253399,10263.02.0102,rent,2021-09-30T14:31:09,,1,960,,,,53,1962,Burenbüchelstrasse 18a,St. Gallen,9016,"Burenbüchelstrasse 18a, 9016 St. Gallen",POINT (9.411065101623535 47.435768127441406),10766400,18.11320754716981,d,,0.8,#ffffff,1.5,0.9,65
3001305225,16482.01.0001,rent,2021-09-30T14:31:09,,GF,650,,,,30,1966,Hafnerstrasse 8,St. Gallen,9000,"Hafnerstrasse 8, 9000 St. Gallen",POINT (9.380929946899414 47.42387771606445),10734980,21.666666666666668,d,,0.8,#ffffff,1.5,0.9,65
3001246726,863663.a0e4315f-f45a-11eb-83fa-005056bdbc06,rent,2021-09-30T14:31:09,,2,1170,180,990,,50,,Achslenweg 8,St. Gallen,9016,"Achslenweg 8, 9016 St. Gallen",POINT (9.409761428833008 47.4349250793457),10766260,23.4,e,,0.8,#ffffff,1.5,0.9,65
3001172304,f70d4e6b-75f1-11eb-9a3b-005056bdbc06,rent,2021-09-30T14:31:09,,2,1050,,,,68,,Lukasstrasse 3,St. Gallen,9008,"Lukasstrasse 3, 9008 St. Gallen",POINT (9.395277976989746 47.439857482910156),10751320,15.441176470588236,c,,0.8,#ffffff,1.5,0.9,65
3001252594,5690.13.2005,rent,2021-09-30T14:31:09,,2,1160,,,,58,2003,Haggenstr. 56,St. Gallen,9014,"Haggenstr. 56, 9014 St. Gallen",POINT (9.33734130859375 47.406227111816406),1902091980,20.0,d,,0.8,#ffffff,1.5,0.9,65
3001190574,854424.2e0abf01-dff3-11eb-84f0-005056bdbc06,rent,2021-09-30T14:31:09,,,1100,,,,65,,Hungerbühlerstrasse 1a,St. Gallen,9014,"Hungerbühlerstrasse 1a, 9014 St. Gallen",POINT (9.333701133728027 47.41047668457031),10690790,16.923076923076923,c,,0.8,#ffffff,1.5,0.9,65
3001101387,1505.06.0340,rent,2021-09-30T14:31:10,,5,1045,,,,82,1986,Rorschacherstrasse 238,St. Gallen,9016,"Rorschacherstrasse 238, 9016 St. Gallen",,,12.74390243902439,b,,0.8,#ffffff,1.5,0.9,65
3001337225,6811.15.0101,rent,2021-09-30T14:31:10,,1,1440,,,,88,2020,Bernhardswiesstrasse 34,St. Gallen,9014,"Bernhardswiesstrasse 34, 9014 St. Gallen",POINT (9.339756965637207 47.40720748901367),1915489930,16.363636363636363,c,,0.8,#ffffff,1.5,0.9,65
3001339504,0535,rent,2021-09-30T14:31:10,,GF,1420,,,,90,2020,Hechtackerstrasse 12g,St. Gallen,9014,"Hechtackerstrasse 12g, 9014 St. Gallen",POINT (9.340051651000977 47.407615661621094),1915489850,15.777777777777779,c,,0.8,#ffffff,1.5,0.9,65
3001252596,5690.05.2001,rent,2021-09-30T14:31:10,,2,1430,,,,80,2003,Haggenstr. 58,St. Gallen,9014,"Haggenstr. 58, 9014 St. Gallen",POINT (9.337691307067871 47.40603256225586),1600062520,17.875,c,,0.8,#ffffff,1.5,0.9,65
3001044707,53013.01.0116,rent,2021-09-30T14:31:10,,1,1640,220,1420,,95,1997,Kublystrasse 22 - 23a,St. Gallen,9016,"Kublystrasse 22 - 23a, 9016 St. Gallen",,,17.263157894736842,c,,0.8,#ffffff,1.5,0.9,65
3001321244,7797.05.0101,rent,2021-09-30T14:31:10,,1,1635,280,1355,,90,1968,Oberzilstrasse 6,St. Gallen,9016,"Oberzilstrasse 6, 9016 St. Gallen",POINT (9.408547401428223 47.441253662109375),10771190,18.166666666666668,d,,0.8,#ffffff,1.5,0.9,65
3001091170,07439.01.0050,rent,2021-09-30T14:31:10,,1,1620,240,1380,,99,1981,Tablatstr. 12,St. Gallen,9016,"Tablatstr. 12, 9016 St. Gallen",POINT (9.420480728149414 47.43769073486328),10768530,16.363636363636363,c,,0.8,#ffffff,1.5,0.9,65
3001152558,54427.01.0101,rent,2021-09-30T14:31:10,,1,1600,200,1400,,80,1985,Rorschacher Strasse 277a,St. Gallen,9016,"Rorschacher Strasse 277a, 9016 St. Gallen",POINT (9.411584854125977 47.44144821166992),23638233,20.0,d,,0.8,#ffffff,1.5,0.9,65
3001312809,5416.12.0041,rent,2021-09-30T14:31:10,,1,1290,,,,94,1967,Zilstrasse 56,St. Gallen,9016,"Zilstrasse 56, 9016 St. Gallen",POINT (9.408631324768066 47.44368362426758),10771060,13.72340425531915,b,,0.8,#ffffff,1.5,0.9,65
3001334114,8904.21.0103,rent,2021-09-30T14:31:10,,1,1575,240,1335,,93,1995,Zilweg 15,St. Gallen,9016,"Zilweg 15, 9016 St. Gallen",POINT (9.409006118774414 47.442710876464844),23642020,16.93548387096774,c,,0.8,#ffffff,1.5,0.9,65
3001353761,6170.01.0005,rent,2021-09-30T14:31:10,,2,1420,200,1220,,76,1968,Zilstrasse 4,St. Gallen,9016,"Zilstrasse 4, 9016 St. Gallen",POINT (9.4041166305542 47.44102478027344),10769520,18.68421052631579,d,,0.8,#ffffff,1.5,0.9,65
3001328999,22101.01.10002,rent,2021-09-30T14:31:10,,GF,1350,,,,77,,Schönbüelpark 12,St. Gallen,9016,"Schönbüelpark 12, 9016 St. Gallen",POINT (9.412208557128906 47.43965530395508),1904256990,17.532467532467532,c,,0.8,#ffffff,1.5,0.9,65
3001259959,8904.41.0102,rent,2021-09-30T14:31:10,,1,1580,265,1315,,92,1995,Brauerstrasse 81,St. Gallen,9016,"Brauerstrasse 81, 9016 St. Gallen",POINT (9.410324096679688 47.44269943237305),23630590,17.17391304347826,c,,0.8,#ffffff,1.5,0.9,65
3001082656,4165.4021,rent,2021-09-30T14:31:11,,2,1070,,,,83,1920,Langgasse 63,St. Gallen,9008,"Langgasse 63, 9008 St. Gallen",POINT (9.389509201049805 47.43846893310547),10752120,12.891566265060241,b,,0.8,#ffffff,1.5,0.9,65
3001369750,20120.4.4062,rent,2021-09-30T14:31:11,,6,1396,170,1226,,61,1981,Tablatstrasse 10c,St. Gallen,9016,"Tablatstrasse 10c, 9016 St. Gallen",POINT (9.41964054107666 47.43726348876953),10767630,22.885245901639344,e,,0.8,#ffffff,1.5,0.9,65
3001366184,unusbasic2,rent,2021-09-30T14:31:11,,,790,,,,30,2021,Brauerstrasse 21 / 23,St. Gallen,9000,"Brauerstrasse 21 / 23, 9000 St. Gallen",,,26.333333333333332,f,,0.8,#ffffff,1.5,0.9,65
3001356526,6170.03.0036,rent,2021-09-30T14:31:11,,1,1400,200,1200,,76,1968,Zilstrasse 6,St. Gallen,9016,"Zilstrasse 6, 9016 St. Gallen",POINT (9.404608726501465 47.44083023071289),10769540,18.42105263157895,d,,0.8,#ffffff,1.5,0.9,65
3001233790,861550.09db43ef-ef73-11eb-83fa-005056bdbc06,rent,2021-09-30T14:31:11,,1,950,140,810,,40,,Rorschacher Strasse 183,St. Gallen,9000,"Rorschacher Strasse 183, 9000 St. Gallen",POINT (9.398592948913574 47.43296432495117),10761980,23.75,e,,0.8,#ffffff,1.5,0.9,65
3001384071,6811.05.0301,rent,2021-09-30T14:31:11,,3,1440,,,,88,2020,Hechtackerstrasse 12d,St. Gallen,9014,"Hechtackerstrasse 12d, 9014 St. Gallen",POINT (9.339369773864746 47.40752410888672),1915489770,16.363636363636363,c,,0.8,#ffffff,1.5,0.9,65
3001362014,6172.03.0201,rent,2021-09-30T14:31:11,,2,750,,,,45,1947,Helvetiastrasse 51 A,St. Gallen,9000,"Helvetiastrasse 51 A, 9000 St. Gallen",,,16.666666666666668,c,,0.8,#ffffff,1.5,0.9,65
3001347260,4020/010201/25.880118.44fc8d14-1532-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:11,,2,850,,,,62,,Bauhofstrasse 4,St. Gallen,9000,"Bauhofstrasse 4, 9000 St. Gallen",POINT (9.360916137695312 47.41611099243164),10698600,13.709677419354838,b,,0.8,#ffffff,1.5,0.9,65
3001347688,880233.38965c7b-1550-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:11,,4,850,,,,26,,Teufener Strasse 10,St. Gallen,9000,"Teufener Strasse 10, 9000 St. Gallen",POINT (9.371077537536621 47.420677185058594),10723130,32.69230769230769,f,,0.8,#ffffff,1.5,0.9,65
3001377056,47644397,rent,2021-09-30T14:31:11,,,620,,,,30,,Zürcherstrasse 240,St. Gallen,9014,"Zürcherstrasse 240, 9014 St. Gallen",,,20.666666666666668,d,,0.8,#ffffff,1.5,0.9,65
3001329780,40892604,rent,2021-09-30T14:31:11,,,1120,,,,70,,Stationsweg 8,St. Gallen,9014,"Stationsweg 8, 9014 St. Gallen",POINT (9.32912540435791 47.407501220703125),10689930,16.0,c,,0.8,#ffffff,1.5,0.9,65
3001316083,06843.02.0208,rent,2021-09-30T14:31:11,,3,2150,,,,171,2005,Heimstr. 12,St. Gallen,9014,"Heimstr. 12, 9014 St. Gallen",POINT (9.337326049804688 47.4145622253418),1900947150,12.573099415204679,b,,0.8,#ffffff,1.5,0.9,65
3001133982,7797.07.0201,rent,2021-09-30T14:31:11,,2,1690,280,1410,,95,1968,Zilweg 10,St. Gallen,9016,"Zilweg 10, 9016 St. Gallen",POINT (9.409198760986328 47.44179916381836),10771300,17.789473684210527,c,,0.8,#ffffff,1.5,0.9,65
3001346929,41059445,rent,2021-09-30T14:31:11,,,1340,,,,80,,Bernhardswiesstrasse 33,St. Gallen,9014,"Bernhardswiesstrasse 33, 9014 St. Gallen",POINT (9.341144561767578 47.40712356567383),10696410,16.75,c,,0.8,#ffffff,1.5,0.9,65
3001302821,158105.01.00403,rent,2021-09-30T14:31:11,,4,1570,,,,141,1980,Reherstr. 19,St. Gallen,9016,"Reherstr. 19, 9016 St. Gallen",POINT (9.415787696838379 47.4371223449707),10767470,11.134751773049645,b,,0.8,#ffffff,1.5,0.9,65
3001260766,28945540,rent,2021-09-30T14:31:11,,,1390,,,,79,,Reherstr.22 c,St. Gallen,9016,"Reherstr.22 c, 9016 St. Gallen",,,17.59493670886076,c,,0.8,#ffffff,1.5,0.9,65
3001354292,54427.03.0201,rent,2021-09-30T14:31:11,,2,1820,280,1540,,98,1985,Rorschacher Strasse 277C,St. Gallen,9016,"Rorschacher Strasse 277C, 9016 St. Gallen",POINT (9.411725044250488 47.44156265258789),23638231,18.571428571428573,d,,0.8,#ffffff,1.5,0.9,65
3001336410,5419.09.0047,rent,2021-09-30T14:31:12,,4,1510,,,,103,1979,Zilweg 11,St. Gallen,9016,"Zilweg 11, 9016 St. Gallen",POINT (9.408564567565918 47.442626953125),10771140,14.660194174757281,c,,0.8,#ffffff,1.5,0.9,65
3001385212,46387355,rent,2021-09-30T14:31:12,,,1560,,,,110,,Martinsbruggstrasse 34,St. Gallen,9016,"Martinsbruggstrasse 34, 9016 St. Gallen",POINT (9.4097261428833 47.436439514160156),10766560,14.181818181818182,c,,0.8,#ffffff,1.5,0.9,65
3001342548,47374447,rent,2021-09-30T14:31:12,,,1250,,,,80,,Hüttenwiesstrasse 9,St. Gallen,9016,"Hüttenwiesstrasse 9, 9016 St. Gallen",POINT (9.401724815368652 47.438697814941406),1906996690,15.625,c,,0.8,#ffffff,1.5,0.9,65
3001305223,16482.01.0003,rent,2021-09-30T14:31:12,,GF,870,,,,46,1966,Hafnerstrasse 8,St. Gallen,9000,"Hafnerstrasse 8, 9000 St. Gallen",POINT (9.380929946899414 47.42387771606445),10734980,18.91304347826087,d,,0.8,#ffffff,1.5,0.9,65
3001333366,27511.03.0004,rent,2021-09-30T14:31:12,,GF,870,,,,32,2022,Ahornstrasse 23b,St. Gallen,9000,"Ahornstrasse 23b, 9000 St. Gallen",POINT (9.347139358520508 47.414615631103516),1918237390,27.1875,f,,0.8,#ffffff,1.5,0.9,65
3001352179,A9HNJ3R_22HCU5N,rent,2021-09-30T14:31:12,,3,865,,,,60,,Rappensteinstrasse 7,St. Gallen,9000,"Rappensteinstrasse 7, 9000 St. Gallen",POINT (9.397700309753418 47.430755615234375),10759130,14.416666666666666,c,,0.8,#ffffff,1.5,0.9,65
3001175690,505.301,rent,2021-09-30T14:31:12,,3,1484,250,1234,,95,1900,Aeplistrasse 5,St. Gallen,9008,"Aeplistrasse 5, 9008 St. Gallen",POINT (9.387185096740723 47.43455123901367),10748120,15.621052631578948,c,,0.8,#ffffff,1.5,0.9,65
3001314341,46235317,rent,2021-09-30T14:31:12,,,990,,,,51,,Rorschacherstrasse 231,St. Gallen,9016,"Rorschacherstrasse 231, 9016 St. Gallen",,,19.41176470588235,d,,0.8,#ffffff,1.5,0.9,65
3001309858,08058.01.0101,rent,2021-09-30T14:31:12,,GF,1000,110,890,,45,1920,Brühlbleichestrasse 10,St. Gallen,9000,"Brühlbleichestrasse 10, 9000 St. Gallen",POINT (9.383402824401855 47.430503845214844),10729390,22.22222222222222,e,,0.8,#ffffff,1.5,0.9,65
3001285654,Falkensteinstrasse 5 - 2 ZWG.870234.1ded9214-0192-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:12,,GF,995,220,775,,57,,Falkensteinstrasse 5,St. Gallen,9000,"Falkensteinstrasse 5, 9000 St. Gallen",POINT (9.391743659973145 47.42999267578125),10760350,17.45614035087719,c,,0.8,#ffffff,1.5,0.9,65
3001219305,859212.e6807ac3-e9ff-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:12,,5,995,140,855,,42,,Burgstrasse 21,St. Gallen,9000,"Burgstrasse 21, 9000 St. Gallen",POINT (9.363144874572754 47.41933822631836),10710510,23.69047619047619,e,,0.8,#ffffff,1.5,0.9,65
3001192364,Falkensteinstrasse 5 2.OG - 001.779598.087d6254-5bd8-11eb-8230-005056bdbc06,rent,2021-09-30T14:31:12,,GF,775,,,,58,,Falkensteinstrasse 5,St. Gallen,9000,"Falkensteinstrasse 5, 9000 St. Gallen",POINT (9.391743659973145 47.42999267578125),10760350,13.362068965517242,b,,0.8,#ffffff,1.5,0.9,65
3001331658,4992.1001,rent,2021-09-30T14:31:12,,-1,870,,,,38,,Rorschacherstrasse 165,St. Gallen,9000,"Rorschacherstrasse 165, 9000 St. Gallen",,,22.894736842105264,e,,0.8,#ffffff,1.5,0.9,65
3000700663,4548.01.0101,rent,2021-09-30T14:31:12,,1,740,,,,47,,Teufenerstrasse 62,St. Gallen,9000,"Teufenerstrasse 62, 9000 St. Gallen",,,15.74468085106383,c,,0.8,#ffffff,1.5,0.9,65
3001315318,874727.0b738b2c-0b0f-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:12,,GF,990,140,850,,42,,Burgstrasse 19,St. Gallen,9000,"Burgstrasse 19, 9000 St. Gallen",POINT (9.36352825164795 47.41939163208008),10710500,23.571428571428573,e,,0.8,#ffffff,1.5,0.9,65
3001029335,4548.01.0202,rent,2021-09-30T14:31:12,,2,790,,,,47,,Teufenerstrasse 62,St. Gallen,9000,"Teufenerstrasse 62, 9000 St. Gallen",,,16.80851063829787,c,,0.8,#ffffff,1.5,0.9,65
3001374163,47613410,rent,2021-09-30T14:31:12,,,1825,,,,115,,Schönbüelpark 7,St. Gallen,9016,"Schönbüelpark 7, 9016 St. Gallen",POINT (9.41225528717041 47.44101333618164),1904256940,15.869565217391305,c,,0.8,#ffffff,1.5,0.9,65
3001382303,47688267,rent,2021-09-30T14:31:12,,,1730,,,,135,,Kesselhaldenstrasse 6,St. Gallen,9016,"Kesselhaldenstrasse 6, 9016 St. Gallen",POINT (9.40322494506836 47.43846893310547),10769120,12.814814814814815,b,,0.8,#ffffff,1.5,0.9,65
3001370273,83565.01.0103,rent,2021-09-30T14:31:12,,1,840,,,,36,,Höhenweg 11,St. Gallen,9000,"Höhenweg 11, 9000 St. Gallen",POINT (9.372541427612305 47.42961502075195),10730850,23.333333333333332,e,,0.8,#ffffff,1.5,0.9,65
3001258284,46798426,rent,2021-09-30T14:31:12,,,1652,,,,120,,Martinsbruggstrasse 35,St. Gallen,9016,"Martinsbruggstrasse 35, 9016 St. Gallen",POINT (9.409819602966309 47.43665313720703),10766590,13.766666666666667,b,,0.8,#ffffff,1.5,0.9,65
3001302459,46160687,rent,2021-09-30T14:31:12,,,1630,,,,80,,Rorschacher Strasse 279a,St. Gallen,9016,"Rorschacher Strasse 279a, 9016 St. Gallen",POINT (9.412031173706055 47.441810607910156),23638242,20.375,d,,0.8,#ffffff,1.5,0.9,65
3001287409,42105.01.10001,rent,2021-09-30T14:31:13,,GF,950,,,,38,,Burgstrasse 134,St. Gallen,9000,"Burgstrasse 134, 9000 St. Gallen",POINT (9.351835250854492 47.417762756347656),23631110,25.0,f,,0.8,#ffffff,1.5,0.9,65
3001330259,2560-9.875828.99a5fe64-0c7b-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:13,,,950,,,,42,2022,Ahornstrasse 60,St. Gallen,9000,"Ahornstrasse 60, 9000 St. Gallen",POINT (9.350454330444336 47.41276550292969),1918620820,22.61904761904762,e,,0.8,#ffffff,1.5,0.9,65
3000780700,xupkr.x371g,rent,2021-09-30T14:31:13,,2,1120,150,970,,85,1980,Oberstrasse 123,St. Gallen,9000,"Oberstrasse 123, 9000 St. Gallen",POINT (9.359126091003418 47.414710998535156),10698430,13.176470588235293,b,,0.8,#ffffff,1.5,0.9,65
3001365731,884419.dca29b65-1ae8-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:13,,4,1100,100,1000,,35,,Linsebühlstrasse 32,St. Gallen,9000,"Linsebühlstrasse 32, 9000 St. Gallen",POINT (9.38195514678955 47.424461364746094),10735510,31.428571428571427,f,,0.8,#ffffff,1.5,0.9,65
3001378045,31.90.887382.5cde7444-1f7e-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:13,,1,950,,,,45,,Torstrasse 20,St. Gallen,9000,"Torstrasse 20, 9000 St. Gallen",POINT (9.377815246582031 47.428035736083984),10728480,21.11111111111111,d,,0.8,#ffffff,1.5,0.9,65
3001146643,142_1_202.800510.10935909-8029-11eb-8e73-005056bdbc06,rent,2021-09-30T14:31:13,,2,900,,,,57,,Paradiesstrasse 29,St. Gallen,9000,"Paradiesstrasse 29, 9000 St. Gallen",POINT (9.362058639526367 47.417762756347656),10709970,15.789473684210526,c,,0.8,#ffffff,1.5,0.9,65
3001366173,unusgrande2,rent,2021-09-30T14:31:13,,,980,,,,42,2021,Brauerstrasse 21 / 23,St. Gallen,9000,"Brauerstrasse 21 / 23, 9000 St. Gallen",,,23.333333333333332,e,,0.8,#ffffff,1.5,0.9,65
3001372850,195901.01.00001,rent,2021-09-30T14:31:13,,GF,990,,,,40,1934,Winkelriedstr. 17,St. Gallen,9000,"Winkelriedstr. 17, 9000 St. Gallen",POINT (9.368680953979492 47.42497253417969),10712430,24.75,f,,0.8,#ffffff,1.5,0.9,65
3001310138,148101.01.00201,rent,2021-09-30T14:31:13,,2,900,,,,62,1958,St. Georgen-Str. 39,St. Gallen,9000,"St. Georgen-Str. 39, 9000 St. Gallen",POINT (9.379013061523438 47.419559478759766),10732940,14.516129032258064,c,,0.8,#ffffff,1.5,0.9,65
3001262175,A8879,rent,2021-09-30T14:31:13,,2,900,,,,70,,Burgstrasse 66,St. Gallen,9000,"Burgstrasse 66, 9000 St. Gallen",POINT (9.357955932617188 47.41739273071289),10702180,12.857142857142858,b,,0.8,#ffffff,1.5,0.9,65
3001002965,011299_1,rent,2021-09-30T14:31:13,,,1090,,,,59,1920,Teufenerstrasse 170,St. Gallen,9000,"Teufenerstrasse 170, 9000 St. Gallen",,,18.47457627118644,d,,0.8,#ffffff,1.5,0.9,65
3001366182,unusgrande,rent,2021-09-30T14:31:13,,,950,,,,36,2021,Brauerstrasse 21 / 23,St. Gallen,9000,"Brauerstrasse 21 / 23, 9000 St. Gallen",,,26.38888888888889,f,,0.8,#ffffff,1.5,0.9,65
3000969216,Helvetiastr 41 06.807929.649217a9-88c4-11eb-a60b-005056bdbc06,rent,2021-09-30T14:31:13,,1,910,,,,45,,Helvetiastrasse 41,St. Gallen,9000,"Helvetiastrasse 41, 9000 St. Gallen",POINT (9.395071983337402 47.43326187133789),10761580,20.22222222222222,d,,0.8,#ffffff,1.5,0.9,65
3000883405,114,rent,2021-09-30T14:31:13,,4,855,,,,60,,Zürcher Strasse 70,St. Gallen,9000,"Zürcher Strasse 70, 9000 St. Gallen",POINT (9.35018253326416 47.41749572753906),10703200,14.25,c,,0.8,#ffffff,1.5,0.9,65
3001167228,23037.02.430010,rent,2021-09-30T14:31:13,,3,1307,,,,93,,Langgasse 155,St. Gallen,9008,"Langgasse 155, 9008 St. Gallen",POINT (9.397712707519531 47.44934844970703),10755360,14.053763440860216,c,,0.8,#ffffff,1.5,0.9,65
3001016630,23036.02.410020,rent,2021-09-30T14:31:13,,1,1290,,,,94,,Langgasse 165,St. Gallen,9008,"Langgasse 165, 9008 St. Gallen",POINT (9.39797592163086 47.45053482055664),23635070,13.72340425531915,b,,0.8,#ffffff,1.5,0.9,65
3001154674,23037.02.400020,rent,2021-09-30T14:31:13,,GF,1350,,,,98,,Langgasse 155,St. Gallen,9008,"Langgasse 155, 9008 St. Gallen",POINT (9.397712707519531 47.44934844970703),10755360,13.775510204081632,b,,0.8,#ffffff,1.5,0.9,65
3001346082,23037.01.400020,rent,2021-09-30T14:31:13,,GF,1310,,,,98,,Langgasse 153,St. Gallen,9008,"Langgasse 153, 9008 St. Gallen",POINT (9.397698402404785 47.44910430908203),23635030,13.36734693877551,b,,0.8,#ffffff,1.5,0.9,65
3001298695,23036.01.410010,rent,2021-09-30T14:31:13,,1,1290,,,,97,,Langgasse 163,St. Gallen,9008,"Langgasse 163, 9008 St. Gallen",POINT (9.397869110107422 47.45030212402344),23635060,13.29896907216495,b,,0.8,#ffffff,1.5,0.9,65
3001281696,11201.02.10001,rent,2021-09-30T14:31:14,,GF,1050,,,,51,,Oberstrasse 81,St. Gallen,9000,"Oberstrasse 81, 9000 St. Gallen",POINT (9.362753868103027 47.41646957397461),10717230,20.58823529411765,d,,0.8,#ffffff,1.5,0.9,65
3000872761,3644.03.0002,rent,2021-09-30T14:31:14,,GF,1180,180,1000,,47,1919,Linsebühlstrasse 16,St. Gallen,9000,"Linsebühlstrasse 16, 9000 St. Gallen",POINT (9.380756378173828 47.42432403564453),10735220,25.106382978723403,f,,0.8,#ffffff,1.5,0.9,65
3001105858,836842.26f5baab-bec8-11eb-bac8-005056bdbc06,rent,2021-09-30T14:31:14,,4,1180,150,1030,,61,,Metallstrasse 12,St. Gallen,9000,"Metallstrasse 12, 9000 St. Gallen",POINT (9.355446815490723 47.420310974121094),10704250,19.34426229508197,d,,0.8,#ffffff,1.5,0.9,65
3000873652,153401.01.00203,rent,2021-09-30T14:31:14,,2,900,,,,71,1920,Tschudistr. 36,St. Gallen,9000,"Tschudistr. 36, 9000 St. Gallen",POINT (9.364093780517578 47.416385650634766),10717420,12.67605633802817,b,,0.8,#ffffff,1.5,0.9,65
