id,object_ref,category,date,type,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,address,_geom,EGID
3001221053,859518.b5ee3428-ea23-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:13,,1,910,,,,,,Röschstrasse 9,St. Gallen,9000,"Röschstrasse 9, 9000 St. Gallen",POINT (9.399956703186035 47.432254791259766),1075808_0
3000768247,58.2..754267.77e7146c-2f15-11eb-b716-005056bdbc06,rent,2021-09-30T14:31:13,,3,910,,,,,,Röschstr. 9,St. Gallen,9000,"Röschstr. 9, 9000 St. Gallen",POINT (9.399956703186035 47.432254791259766),1075808_0
3000969216,Helvetiastr 41 06.807929.649217a9-88c4-11eb-a60b-005056bdbc06,rent,2021-09-30T14:31:13,,1,910,,,,45,,Helvetiastrasse 41,St. Gallen,9000,"Helvetiastrasse 41, 9000 St. Gallen",POINT (9.395071983337402 47.43326187133789),1076158_0
3000883405,114,rent,2021-09-30T14:31:13,,4,855,,,,60,,Zürcher Strasse 70,St. Gallen,9000,"Zürcher Strasse 70, 9000 St. Gallen",POINT (9.35018253326416 47.41749572753906),1070320_0
3001167228,23037.02.430010,rent,2021-09-30T14:31:13,,3,1307,,,,93,,Langgasse 155,St. Gallen,9008,"Langgasse 155, 9008 St. Gallen",POINT (9.397712707519531 47.44934844970703),1075536_0
3001016630,23036.02.410020,rent,2021-09-30T14:31:13,,1,1290,,,,94,,Langgasse 165,St. Gallen,9008,"Langgasse 165, 9008 St. Gallen",POINT (9.39797592163086 47.45053482055664),2363507_0
3001154674,23037.02.400020,rent,2021-09-30T14:31:13,,GF,1350,,,,98,,Langgasse 155,St. Gallen,9008,"Langgasse 155, 9008 St. Gallen",POINT (9.397712707519531 47.44934844970703),1075536_0
3001183467,9008,rent,2021-09-30T14:31:13,,GF,1440,,,,,,Goethestrasse 24,St. Gallen,9008,"Goethestrasse 24, 9008 St. Gallen",POINT (9.381213188171387 47.43441390991211),1073168_0
3001282742,5648.goldinger.SM98.1110,rent,2021-09-30T14:31:13,,4,840,,,,,,Lämmlisbrunnenstrasse 16,St. Gallen,9000,"Lämmlisbrunnenstrasse 16, 9000 St. Gallen",POINT (9.38089656829834 47.42457580566406),2363483_0
3001347504,174.70.4im2ogssll,rent,2021-09-30T14:31:13,,2,1340,,,,,,Langgasse 70,St. Gallen,9008,"Langgasse 70, 9008 St. Gallen",POINT (9.390488624572754 47.438804626464844),1074945_0
3001347502,174.70.4im2ogg,rent,2021-09-30T14:31:13,,2,1340,,,,,,Langgasse 70,St. Gallen,9008,"Langgasse 70, 9008 St. Gallen",POINT (9.390488624572754 47.438804626464844),1074945_0
3001346082,23037.01.400020,rent,2021-09-30T14:31:13,,GF,1310,,,,98,,Langgasse 153,St. Gallen,9008,"Langgasse 153, 9008 St. Gallen",POINT (9.397698402404785 47.44910430908203),2363503_0
3001298695,23036.01.410010,rent,2021-09-30T14:31:13,,1,1290,,,,97,,Langgasse 163,St. Gallen,9008,"Langgasse 163, 9008 St. Gallen",POINT (9.397869110107422 47.45030212402344),2363506_0
3001371467,162.121b.ssll25im3,rent,2021-09-30T14:31:13,,3,960,,,,,,Teufenerstr. 121 b,St. Gallen,9000,"Teufenerstr. 121 b, 9000 St. Gallen",,
3001347474,158.88.35im2oGesc,rent,2021-09-30T14:31:13,,2,980,,,,,,Teufenerstr. 88,St. Gallen,9000,"Teufenerstr. 88, 9000 St. Gallen",,
3001281696,11201.02.10001,rent,2021-09-30T14:31:14,,GF,1050,,,,51,,Oberstrasse 81,St. Gallen,9000,"Oberstrasse 81, 9000 St. Gallen",POINT (9.362753868103027 47.41646957397461),1071723_0
3000872761,3644.03.0002,rent,2021-09-30T14:31:14,,GF,1180,180,1000,,47,1919,Linsebühlstrasse 16,St. Gallen,9000,"Linsebühlstrasse 16, 9000 St. Gallen",POINT (9.380756378173828 47.42432403564453),1073522_0
3001105858,836842.26f5baab-bec8-11eb-bac8-005056bdbc06,rent,2021-09-30T14:31:14,,4,1180,150,1030,,61,,Metallstrasse 12,St. Gallen,9000,"Metallstrasse 12, 9000 St. Gallen",POINT (9.355446815490723 47.420310974121094),1070425_0
3000873652,153401.01.00203,rent,2021-09-30T14:31:14,,2,900,,,,71,1920,Tschudistr. 36,St. Gallen,9000,"Tschudistr. 36, 9000 St. Gallen",POINT (9.364093780517578 47.416385650634766),1071742_0
3001209450,9602.21c,rent,2021-09-30T14:31:14,,2,1008,,,,90,1920,Teufenerstrasse 68,St. Gallen,9000,"Teufenerstrasse 68, 9000 St. Gallen",,
3001185776,7801.05.0001,rent,2021-09-30T14:31:14,,GF,1170,220,950,,56,1963,Dreilindenhang 10,St. Gallen,9000,"Dreilindenhang 10, 9000 St. Gallen",POINT (9.383968353271484 47.422969818115234),1073340_0
3001334788,53420.01.0301,rent,2021-09-30T14:31:14,,3,1030,,,,,1920,Marktplatz 20,St. Gallen,9000,"Marktplatz 20, 9000 St. Gallen",POINT (9.374942779541016 47.42618179321289),1072723_0
3001327633,08059.01.0103,rent,2021-09-30T14:31:14,,2,1150,140,1010,,47,1920,Linsebühlstrasse 35,St. Gallen,9000,"Linsebühlstrasse 35, 9000 St. Gallen",POINT (9.38196849822998 47.42459487915039),1073553_0
3001284021,A8365,rent,2021-09-30T14:31:14,,,1005,,,,39,,Bürglistrasse 2,St. Gallen,9000,"Bürglistrasse 2, 9000 St. Gallen",POINT (9.38341999053955 47.42958450317383),1072915_0
3001055869,Bedastrasse.11.10,rent,2021-09-30T14:31:14,,3,990,,,,45,,Bedastrasse 11,St. Gallen,9000,"Bedastrasse 11, 9000 St. Gallen",POINT (9.390883445739746 47.42866134643555),1076006_0
3001328645,37011.01.420030,rent,2021-09-30T14:31:14,,2,960,,,,60,1920,Badstrasse 8,St. Gallen,9000,"Badstrasse 8, 9000 St. Gallen",POINT (9.352869987487793 47.41908645629883),1070356_0
3001328644,37011.01.410030,rent,2021-09-30T14:31:14,,1,960,,,,60,1920,Badstrasse 8,St. Gallen,9000,"Badstrasse 8, 9000 St. Gallen",POINT (9.352869987487793 47.41908645629883),1070356_0
3001292818,258.599.59,rent,2021-09-30T14:31:14,,GF,960,,,,,,Zürcherstrasse 68,St. Gallen,9000,"Zürcherstrasse 68, 9000 St. Gallen",,
3001371439,162.121b.25im3oggSLL,rent,2021-09-30T14:31:14,,3,960,,,,,,Teufenerstr. 121 b,St. Gallen,9000,"Teufenerstr. 121 b, 9000 St. Gallen",,
3001327306,(6653123),rent,2021-09-30T14:31:14,,GF,1140,160,980,,48,,Glaserstrasse 3A,St. Gallen,9000,"Glaserstrasse 3A, 9000 St. Gallen",POINT (9.354249954223633 47.41887664794922),1070264_0
3000422289,ZXW2519000,rent,2021-09-30T14:31:14,,1,960,,,,,,Teufenerstrasse 121b,St. Gallen,9000,"Teufenerstrasse 121b, 9000 St. Gallen",,
3001326790,43824090,rent,2021-09-30T14:31:14,,,500,,,,,,Heiligkreuzstrasse 53a,St. Gallen,9008,"Heiligkreuzstrasse 53a, 9008 St. Gallen",POINT (9.393767356872559 47.44026565551758),1075040_0
3001385255,56.951.5,rent,2021-09-30T14:31:14,,1,1430,,,,96,,Langgasse 159,St. Gallen,9008,"Langgasse 159, 9008 St. Gallen",POINT (9.397486686706543 47.449947357177734),190209242_0
3001367073,39414342,rent,2021-09-30T14:31:14,,,1190,,,,65,,Langgasse 61,St. Gallen,9008,"Langgasse 61, 9008 St. Gallen",POINT (9.389349937438965 47.4383544921875),1075211_0
3001347479,162.121b.25im3ogg,rent,2021-09-30T14:31:14,,3,960,,,,,,Teufenerstr. 121 b,St. Gallen,9000,"Teufenerstr. 121 b, 9000 St. Gallen",,
3001385125,20210818-01.869689.c57b04f4-00b9-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:14,,,2400,,,,,,Sonnenhaldenstrasse 38,St. Gallen,9008,"Sonnenhaldenstrasse 38, 9008 St. Gallen",POINT (9.387516021728516 47.44025421142578),1075391_0
3001347475,158.88.35im2oGsll,rent,2021-09-30T14:31:14,,2,980,,,,,,Teufenerstr. 88,St. Gallen,9000,"Teufenerstr. 88, 9000 St. Gallen",,
3001246535,08083.02.0242,rent,2021-09-30T14:31:14,,4,1820,,,,125,1988,Langgasse 11,St. Gallen,9008,"Langgasse 11, 9008 St. Gallen",POINT (9.384760856628418 47.434608459472656),1074761_0
3001295624,5171.05.0104,rent,2021-09-30T14:31:15,,1,2232,342,1890,,134,2012,Langgasse 12,St. Gallen,9008,"Langgasse 12, 9008 St. Gallen",POINT (9.385229110717773 47.434513092041016),190485392_2
3001350678,08083.01.0131,rent,2021-09-30T14:31:15,,3,1695,,,,117,1988,Langgasse 9,St. Gallen,9008,"Langgasse 9, 9008 St. Gallen",POINT (9.384641647338867 47.43449783325195),1074760_0
3001198152,44.53.4501.680424.b1ec94ce-b076-11ea-97df-005056bdbc06,rent,2021-09-30T14:31:15,,4,2390,250,2140,,127,2017,Heiligkreuzstrasse 53,St. Gallen,9008,"Heiligkreuzstrasse 53, 9008 St. Gallen",POINT (9.3939847946167 47.440406799316406),191521871_0
3001252875,"SG-Hirtenstrasse 6, 4-ZWG 1.OG links.864915.b6d3c342-f67c-11eb-8985-005056bdbc06",rent,2021-09-30T14:31:15,,1,1740,,,,,,Hirtenstrasse 6,St. Gallen,9008,"Hirtenstrasse 6, 9008 St. Gallen",POINT (9.384481430053711 47.440399169921875),1075400_0
3001339065,15601.14.878853.5bdb5c07-1233-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:15,,4,2390,210,2180,,130,,Dufourstrasse 7,St. Gallen,9008,"Dufourstrasse 7, 9008 St. Gallen",POINT (9.384024620056152 47.43482208251953),1074746_0
3001378634,01139.02.0001,rent,2021-09-30T14:31:15,,1,1040,,,,,1951,Zürcher Strasse 34,St. Gallen,9000,"Zürcher Strasse 34, 9000 St. Gallen",POINT (9.354260444641113 47.41946792602539),1070413_0
3001384902,169-1.uze.4100-2001,rent,2021-09-30T14:31:15,,,1060,,,,50,,Teufenerstrasse 95,St. Gallen,9000,"Teufenerstrasse 95, 9000 St. Gallen",,
3000915459,10296.1.1007,rent,2021-09-30T14:31:15,,2,1060,,,,,,Andreasstrasse 2,St. Gallen,9000,"Andreasstrasse 2, 9000 St. Gallen",POINT (9.3558349609375 47.42082977294922),1070457_0
3001328030,1032.092021.848307.74236ffa-d3ec-11eb-92cc-005056bdbc06,rent,2021-09-30T14:31:15,,3,200,,,,,,St. Jakobstrasse 48,St. Gallen,9000,"St. Jakobstrasse 48, 9000 St. Gallen",,
3001384889,264-1.uze.4100-2013,rent,2021-09-30T14:31:15,,1,1050,,,,55,,Teufenerstrasse 95,St. Gallen,9000,"Teufenerstrasse 95, 9000 St. Gallen",,
3001380896,SM1008.1106.888276.4a07c712-2068-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:15,,3,1230,140,1090,,48,,Teufenerstrasse 52,St. Gallen,9000,"Teufenerstrasse 52, 9000 St. Gallen",,
3001207025,10270.77.1014,rent,2021-09-30T14:31:15,,3,990,,,,,,Schönaustrasse 77,St. Gallen,9000,"Schönaustrasse 77, 9000 St. Gallen",POINT (9.348145484924316 47.41728210449219),1070489_0
3001136610,16186.02.0102,rent,2021-09-30T14:31:15,,1,1120,,,,,,Linsebühlstrasse 50,St. Gallen,9000,"Linsebühlstrasse 50, 9000 St. Gallen",POINT (9.382699966430664 47.424686431884766),160003318_2
3001366896,8902.04.0038,rent,2021-09-30T14:31:15,,2,1010,,,,74,1983,Linsebühlstrasse 99,St. Gallen,9000,"Linsebühlstrasse 99, 9000 St. Gallen",POINT (9.385355949401855 47.42599105834961),1073639_0
3001333308,1002.092021.828321.b36855e4-ada7-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:15,,GF,1100,,,,46,,Rosenbergstrasse 64,St. Gallen,9000,"Rosenbergstrasse 64, 9000 St. Gallen",POINT (9.367177963256836 47.423362731933594),1071191_0
3001077557,7835.01.0203,rent,2021-09-30T14:31:15,,2,990,,,,61,1952,Grossackerstr. 10,St. Gallen,9000,"Grossackerstr. 10, 9000 St. Gallen",POINT (9.392701148986816 47.429264068603516),1075967_0
3001356441,A88952,rent,2021-09-30T14:31:15,,,1055,,,,55,1973,Redingstrasse 3,St. Gallen,9000,"Redingstrasse 3, 9000 St. Gallen",POINT (9.371788024902344 47.42729949951172),1071318_0
3001078279,146.1.42.834226.51285f4c-b92f-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:15,,4,1050,,,,,,Linsebühlstrasse 18,St. Gallen,9000,"Linsebühlstrasse 18, 9000 St. Gallen",POINT (9.381048202514648 47.42434310913086),1073523_0
3001366789,dccuo.i4v4u,rent,2021-09-30T14:31:15,,2,1200,,,,,,Zimmerstrasse 09,St. Gallen,9000,"Zimmerstrasse 09, 9000 St. Gallen",,
3001270299,16401.02.410020,rent,2021-09-30T14:31:15,,1,1200,200,1000,,74,1951,Falkensteinstrasse 10,St. Gallen,9000,"Falkensteinstrasse 10, 9000 St. Gallen",POINT (9.39220905303955 47.429901123046875),1075963_0
3001362034,IT3SG - Harfenbergstrasse 13 - 001.883369.90711f79-1a11-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:15,,5,990,,,,,,Harfenbergstrasse 13,St. Gallen,9000,"Harfenbergstrasse 13, 9000 St. Gallen",POINT (9.380788803100586 47.42356872558594),1073501_0
3001145713,CALOST.CALOST.CALOST,rent,2021-09-30T14:31:15,,2,1200,100,1100,,70,,Oststr. 7,St. Gallen,9000,"Oststr. 7, 9000 St. Gallen",POINT (9.392256736755371 47.430938720703125),1076063_0
3001331624,5487-2.goldinger.SM264.1208,rent,2021-09-30T14:31:16,,3,1560,,,,71,,Langgasse 29,St. Gallen,9008,"Langgasse 29, 9008 St. Gallen",POINT (9.38662338256836 47.43600082397461),190764351_0
3001352407,08083.03.0351,rent,2021-09-30T14:31:16,,5,1515,,,,108,1988,Langgasse 13,St. Gallen,9008,"Langgasse 13, 9008 St. Gallen",POINT (9.384833335876465 47.434669494628906),1074762_0
3001332149,51811.02.0005,rent,2021-09-30T14:31:16,,GF,1490,,,,100,1998,Espentobelstrasse 5a,St. Gallen,9008,"Espentobelstrasse 5a, 9008 St. Gallen",POINT (9.39692211151123 47.440773010253906),2717519_0
3001174557,22112.01.10400,rent,2021-09-30T14:31:16,,3,1060,,,,52,,Felsenstrasse 78,St. Gallen,9000,"Felsenstrasse 78, 9000 St. Gallen",POINT (9.37182903289795 47.419639587402344),1072175_0
3001348433,23029.03.420030,rent,2021-09-30T14:31:16,,2,1660,210,1450,,92,1976,Sonnrainweg 8,St. Gallen,9008,"Sonnrainweg 8, 9008 St. Gallen",POINT (9.397647857666016 47.448081970214844),1075539_0
3001077672,23036.01.410020,rent,2021-09-30T14:31:16,,1,1270,,,,94,,Langgasse 163,St. Gallen,9008,"Langgasse 163, 9008 St. Gallen",POINT (9.397869110107422 47.45030212402344),2363506_0
3001095694,7331.01.0014,rent,2021-09-30T14:31:16,,3,1320,,,,88,1972,Langgasse 108/110,St. Gallen,9008,"Langgasse 108/110, 9008 St. Gallen",,
3000826878,10296.1.1001.1,rent,2021-09-30T14:31:16,,GF,1010,,,,,,Andreasstr. 2,St. Gallen,9000,"Andreasstr. 2, 9000 St. Gallen",POINT (9.3558349609375 47.42082977294922),1070457_0
3001313674,51811.02.0202,rent,2021-09-30T14:31:16,,2,1350,,,,100,1998,Espentobelstrasse 5a,St. Gallen,9008,"Espentobelstrasse 5a, 9008 St. Gallen",POINT (9.39692211151123 47.440773010253906),2717519_0
3001025743,128,rent,2021-09-30T14:31:16,,1,1070,,,,85,,Vonwilstrasse 16,St. Gallen,9000,"Vonwilstrasse 16, 9000 St. Gallen",POINT (9.359067916870117 47.41735076904297),1070168_0
3000861228,23030.02.410010,rent,2021-09-30T14:31:16,,1,1540,190,1350,,84,1976,Sonnrainweg 12,St. Gallen,9008,"Sonnrainweg 12, 9008 St. Gallen",POINT (9.397663116455078 47.44770050048828),1075528_0
3000830705,23029.02.410010,rent,2021-09-30T14:31:16,,1,1540,190,1350,,84,1976,Sonnrainweg 6,St. Gallen,9008,"Sonnrainweg 6, 9008 St. Gallen",POINT (9.397636413574219 47.448272705078125),1075538_0
3001303122,196701.02.00111,rent,2021-09-30T14:31:16,,1,1100,,,,,1920,Treuackerstr. 15,St. Gallen,9000,"Treuackerstr. 15, 9000 St. Gallen",POINT (9.364449501037598 47.41574478149414),1071647_0
3000879659,2050117.01.000008,rent,2021-09-30T14:31:16,,6,1070,,,,50,,Gebäude Wassergasse 22,St. Gallen,9000,"Gebäude Wassergasse 22, 9000 St. Gallen",,
3000884589,2050118.02.000020,rent,2021-09-30T14:31:16,,4,1070,,,,54,,Gebäude Gartenstrasse 15,St. Gallen,9000,"Gebäude Gartenstrasse 15, 9000 St. Gallen",,
3001364396,100005.884000.41d1a78b-1ae7-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:16,,2,1110,,,,60,,Steingrüeblistrasse 44,St. Gallen,9000,"Steingrüeblistrasse 44, 9000 St. Gallen",POINT (9.390692710876465 47.42665100097656),1073692_0
3001385761,20005.3.3011,rent,2021-09-30T14:31:16,,1,1098,,,,60,2014,Andreasstrasse 11,St. Gallen,9000,"Andreasstrasse 11, 9000 St. Gallen",POINT (9.354572296142578 47.42129898071289),190764390_0
3001364371,010001.883996.738dd6d5-1ae5-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:16,,GF,1100,,,,60,,Steingrüeblistrasse 44,St. Gallen,9000,"Steingrüeblistrasse 44, 9000 St. Gallen",POINT (9.390692710876465 47.42665100097656),1073692_0
3001251507,1071.189.1304.864701.8c8a8e93-f5f3-11eb-8985-005056bdbc06,rent,2021-09-30T14:31:16,,3,1150,,,,56,,Rorschacherstrasse 216,St. Gallen,9000,"Rorschacherstrasse 216, 9000 St. Gallen",,
3001240014,5670.01.0401,rent,2021-09-30T14:31:16,,4,1050,,,,65,1850,Kreuzbleichestrasse 8,St. Gallen,9000,"Kreuzbleichestrasse 8, 9000 St. Gallen",POINT (9.356379508972168 47.42011642456055),1070294_0
3000827438,ZX35DG9000,rent,2021-09-30T14:31:16,,,1080,,,,,,Teufenerstrasse 88,St. Gallen,9000,"Teufenerstrasse 88, 9000 St. Gallen",,
3001345530,1629.01.0006,rent,2021-09-30T14:31:16,,2,1110,,,,48,1900,Brühlgasse 50,St. Gallen,9000,"Brühlgasse 50, 9000 St. Gallen",POINT (9.378700256347656 47.424678802490234),1072658_0
3001328643,37011.01.440020,rent,2021-09-30T14:31:16,,4,1050,,,,67,1920,Badstrasse 8,St. Gallen,9000,"Badstrasse 8, 9000 St. Gallen",POINT (9.352869987487793 47.41908645629883),1070356_0
3001149213,A97F43Z_2XC5N4H,rent,2021-09-30T14:31:16,,3,1050,,,,35,,St. Georgen Strasse 20,St. Gallen,9000,"St. Georgen Strasse 20, 9000 St. Gallen",POINT (9.380512237548828 47.42280960083008),1073463_0
3001336193,210909_L4_2.5_2021.795316.00fa2d2a-7688-11eb-9a3b-005056bdbc06,rent,2021-09-30T14:31:17,,2,1100,,,,53,,Langweidstrasse 4,St. Gallen,9000,"Langweidstrasse 4, 9000 St. Gallen",POINT (9.355183601379395 47.41232681274414),1069923_0
3000968320,07930.01.0010,rent,2021-09-30T14:31:17,,4,1250,220,1030,,68,1956,Wiesentalstr. 12,St. Gallen,9000,"Wiesentalstr. 12, 9000 St. Gallen",POINT (9.396374702453613 47.43292236328125),1076155_0
3001277110,1071.189.1402.868677.4787d2f2-ff32-11eb-bf79-005056bdbc06,rent,2021-09-30T14:31:17,,4,1100,,,,55,,Rorschacherstrasse 216,St. Gallen,9000,"Rorschacherstrasse 216, 9000 St. Gallen",,
3001154061,OBSTSG,rent,2021-09-30T14:31:17,,3,1000,,,,,,Oberstrasse 40,St. Gallen,9000,"Oberstrasse 40, 9000 St. Gallen",POINT (9.365479469299316 47.41773223876953),1071764_0
3001136362,3587.goldinger.SM408.1108_1,rent,2021-09-30T14:31:17,,2,1030,,,,,,Fähnernstrasse 3,St. Gallen,9000,"Fähnernstrasse 3, 9000 St. Gallen",POINT (9.362982749938965 47.41105270385742),1071458_0
3001322916,5710.02.1003,rent,2021-09-30T14:31:17,,1,1050,,,,73,1966,Grütlistr. 31,St. Gallen,9000,"Grütlistr. 31, 9000 St. Gallen",POINT (9.405685424804688 47.43303680419922),1076542_0
3000946773,05902.01.0005,rent,2021-09-30T14:31:17,,2,1540,280,1260,,85,1959,Langgasse 92,St. Gallen,9008,"Langgasse 92, 9008 St. Gallen",POINT (9.392402648925781 47.440391540527344),1075154_0
3000929497,3015532,rent,2021-09-30T14:31:17,,3,1080,,,,80,,Eisengasse 3,St. Gallen,9000,"Eisengasse 3, 9000 St. Gallen",POINT (9.382718086242676 47.42533874511719),1073608_0
3001279201,12103.02.10204,rent,2021-09-30T14:31:17,,2,1520,300,1220,,94,,Sonnenhaldenstrasse 10a,St. Gallen,9008,"Sonnenhaldenstrasse 10a, 9008 St. Gallen",POINT (9.391279220581055 47.44174575805664),1075166_0
3001317841,23035.02.430010,rent,2021-09-30T14:31:17,,3,1270,,,,72,,Iddastrasse 30a,St. Gallen,9008,"Iddastrasse 30a, 9008 St. Gallen",POINT (9.388022422790527 47.43756866455078),2363390_0
3001321210,1696.01.0301,rent,2021-09-30T14:31:17,,3,1290,,,,77,1953,Langgasse 36,St. Gallen,9008,"Langgasse 36, 9008 St. Gallen",POINT (9.38742446899414 47.4360466003418),1074852_0
3001367439,5761.goldinger.SM92.4102,rent,2021-09-30T14:31:17,,1,1240,,,,83,,Iddastrasse 52,St. Gallen,9008,"Iddastrasse 52, 9008 St. Gallen",POINT (9.389970779418945 47.439720153808594),1075201_0
3001323597,47232564,rent,2021-09-30T14:31:17,,,640,,,,,,Achslenstrasse 5,St. Gallen,9016,"Achslenstrasse 5, 9016 St. Gallen",POINT (9.413859367370605 47.43266296386719),1076513_0
3001134003,2380.1.10150,rent,2021-09-30T14:31:17,,2,1293,,,,82,,Iddastr. 19,St. Gallen,9008,"Iddastr. 19, 9008 St. Gallen",POINT (9.38644790649414 47.436710357666016),1075257_0
3000998009,TG2199.TG2199.TG2199,rent,2021-09-30T14:31:17,,3,1080,,,,66,,Teufenerstrasse 41,St. Gallen,9000,"Teufenerstrasse 41, 9000 St. Gallen",,
3001271253,Lukasstrasse 41 - 4.5 Zi-Wg 1. OG West 1,rent,2021-09-30T14:31:17,,1,1840,,,,110,2012,Lukasstrasse 41,St. Gallen,9016,"Lukasstrasse 41, 9016 St. Gallen",POINT (9.400908470153809 47.438880920410156),190607614_0
3001142713,1505.03.0202,rent,2021-09-30T14:31:17,,2,1430,,,,111,1986,Grünaustrasse 30,St. Gallen,9016,"Grünaustrasse 30, 9016 St. Gallen",POINT (9.404448509216309 47.43593978881836),1076535_0
3001111355,5419.07.0075,rent,2021-09-30T14:31:17,,2,1450,,,,100,1979,Zilweg 7,St. Gallen,9016,"Zilweg 7, 9016 St. Gallen",POINT (9.408350944519043 47.44231033325195),1077112_0
3001385379,5181.09.0201,rent,2021-09-30T14:31:17,,2,1919,259,1660,,114,2009,Vogelherdstr. 17,St. Gallen,9016,"Vogelherdstr. 17, 9016 St. Gallen",POINT (9.419668197631836 47.43663024902344),190212352_0
3001318062,02947.02.2201,rent,2021-09-30T14:31:17,,2,1520,,,,88,2017,Favrestrasse 19,St. Gallen,9016,"Favrestrasse 19, 9016 St. Gallen",POINT (9.411964416503906 47.437198638916016),191569754_0
3001042251,1212.01.0301,rent,2021-09-30T14:31:17,,3,1490,,,,102,1970,Achslenstr. 5,St. Gallen,9016,"Achslenstr. 5, 9016 St. Gallen",POINT (9.413859367370605 47.43266296386719),1076513_0
3001340281,42201.02.10305,rent,2021-09-30T14:31:17,,3,1160,,,,75,,Zürcherstrasse 57,St. Gallen,9000,"Zürcherstrasse 57, 9000 St. Gallen",,
3001336208,210909_2 Zi Whg._2041.867469.d2609d3e-fc08-11eb-8985-005056bdbc06,rent,2021-09-30T14:31:17,,4,1300,150,1150,,45,,Langweidstrasse 8,St. Gallen,9000,"Langweidstrasse 8, 9000 St. Gallen",POINT (9.355901718139648 47.41239547729492),1069925_0
3001145712,CALOST2.CALOST2.CALOST2,rent,2021-09-30T14:31:17,,1,1300,100,1200,,70,,Oststr. 7,St. Gallen,9000,"Oststr. 7, 9000 St. Gallen",POINT (9.392256736755371 47.430938720703125),1076063_0
3001347559,189.1.35im3oGG,rent,2021-09-30T14:31:17,,3,1200,,,,65,,Brauerstrasse 1,St. Gallen,9000,"Brauerstrasse 1, 9000 St. Gallen",POINT (9.399443626403809 47.43355178833008),1076225_0
3001377733,SM1034.6203.887337.012d6523-1f73-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:17,,3,1100,,,,63,,Brühlgasse 28,St. Gallen,9000,"Brühlgasse 28, 9000 St. Gallen",POINT (9.37828540802002 47.425228118896484),1072615_5
3001350437,07930.02.0024,rent,2021-09-30T14:31:17,,3,1300,220,1080,,69,1956,Wiesentalstr. 14,St. Gallen,9000,"Wiesentalstr. 14, 9000 St. Gallen",POINT (9.396584510803223 47.43294906616211),1076156_0
3001197625,2850.4011,rent,2021-09-30T14:31:17,,1,1000,,,,,1910,Glaserstrasse 3,St. Gallen,9000,"Glaserstrasse 3, 9000 St. Gallen",POINT (9.354390144348145 47.4189567565918),1070265_0
3001383681,Bedastrasse.11.9,rent,2021-09-30T14:31:17,,2,1140,,,,70,,Bedastrasse 11,St. Gallen,9000,"Bedastrasse 11, 9000 St. Gallen",POINT (9.390883445739746 47.42866134643555),1076006_0
3001320785,07009.05.5032,rent,2021-09-30T14:31:17,,3,1110,,,,80,,Speicherstr. 29,St. Gallen,9000,"Speicherstr. 29, 9000 St. Gallen",POINT (9.385292053222656 47.424808502197266),1073408_0
3001206690,3221630,rent,2021-09-30T14:31:18,,1,1170,,,,64,,Treuackerstrasse 25,St. Gallen,9000,"Treuackerstrasse 25, 9000 St. Gallen",POINT (9.363578796386719 47.415435791015625),1071652_0
3001067269,54805.01.0103,rent,2021-09-30T14:31:18,,1,1290,240,1050,,75,1959,Teufenerstrasse 128,St. Gallen,9000,"Teufenerstrasse 128, 9000 St. Gallen",,
3001114753,54632.01.0301,rent,2021-09-30T14:31:18,,3,940,,,,,1919,Speicherstr. 16,St. Gallen,9000,"Speicherstr. 16, 9000 St. Gallen",POINT (9.383695602416992 47.424407958984375),1073419_0
3001369684,31.70.827770.6f540b39-acd2-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:18,,2,1070,,,,75,,Torstrasse 20,St. Gallen,9000,"Torstrasse 20, 9000 St. Gallen",POINT (9.377815246582031 47.428035736083984),1072848_0
3000875562,10087.1.1011,rent,2021-09-30T14:31:18,,1,1060,,,,72,,Teufenerstrasse 117,St. Gallen,9000,"Teufenerstrasse 117, 9000 St. Gallen",,
3001364411,010007.884002.7ff4f53a-1ae7-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:18,,3,1130,,,,60,,Steingrüeblistrasse 44,St. Gallen,9000,"Steingrüeblistrasse 44, 9000 St. Gallen",POINT (9.390692710876465 47.42665100097656),1073692_0
3001318294,3644.01.0201,rent,2021-09-30T14:31:18,,2,1290,180,1110,,75,1919,Linsebühlstrasse 12,St. Gallen,9000,"Linsebühlstrasse 12, 9000 St. Gallen",POINT (9.3804931640625 47.42429733276367),1073518_0
3001298561,2168435.872212.abf75476-05bf-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:18,,3,1070,,,,,1900,Ilgenstrasse 15,St. Gallen,9000,"Ilgenstrasse 15, 9000 St. Gallen",POINT (9.361400604248047 47.418479919433594),1071006_0
