id,object_ref,category,date,flatType,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,lat,lng,wkt,gwr_egid,match_accuracy,egid,ren_potential,LR_DAY,LR_NIGHT,ES,COMM_USE_D,EXP_LIM_D,EXP_LIM_N,EXP_LIM,noise_below,quartier_nummer,quartier_kreis,quartier_quartiergr,quartier_statistisc
3001224338,8612.04.0328,rent,2021-10-12 19:09:01,,2,1010,135.0,875.0,,50.0,1974.0,Hardungstrasse 63a,St. Gallen,9011.0,47.4254302978516,9.40409088134766,POINT (9.404090881347656 47.42543029785156),1076404.0,0.0,1076404.0,True,56.0,43.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,304.0,Osten,Notkersegg,Notkersegg
3001225087,10165.01.0001,rent,2021-10-13 07:37:04,,GF,1400,,,,67.0,2006.0,Turnerstrasse 32,St. Gallen,9000.0,47.4180221557617,9.35484027862549,POINT (9.354840278625488 47.41802215576172),190192738.0,0.106666666666667,190192738.0,False,57.0,43.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113.0,Westen,Lachen,Vonwil-Lachen-Schoren
3001226202,03159.01.0121,rent,2021-10-12 20:48:13,,2,1590,200.0,1390.0,,66.0,1920.0,Goliathgasse 37,St. Gallen,9000.0,47.4279747009277,9.37712287902832,POINT (9.37712287902832 47.427974700927734),1072768.0,0.153846153846154,1072768.0,False,64.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,206.0,Centrum,Innenstadt,Altstadt
3001233790,861550.09db43ef-ef73-11eb-83fa-005056bdbc06,rent,2021-10-12 19:05:11,,1,950,140.0,810.0,,40.0,,Rorschacher Strasse 183,St. Gallen,9000.0,47.4329643249512,9.39859294891357,POINT (9.398592948913574 47.43296432495117),1076198.0,0.230769230769231,1076198.0,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001234640,16841.01.0302,rent,2021-10-13 07:37:02,,3,1250,,,,,1990.0,Felsenstrasse 88,St. Gallen,9000.0,47.4192237854004,9.37095546722412,POINT (9.370955467224121 47.41922378540039),2363199.0,,2363199.0,False,57.0,45.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,204.0,Centrum,St.Georgen,St.Georgen-Bernegg
3001234723,5026.03.0023,rent,2021-10-12 20:14:50,,2,1310,,,,70.0,2006.0,Oberstrasse 255,St. Gallen,9014.0,47.408634185791,9.34397888183594,POINT (9.343978881835938 47.408634185791016),160010377.0,0.0,160010377.0,False,,,,,,,,True,111.0,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001235438,54813.01.0001,rent,2021-10-12 19:08:57,,1,1690,260.0,1430.0,,105.0,1963.0,Tannenstrasse 32,St. Gallen,9010.0,47.4357986450195,9.3785228729248,POINT (9.378522872924805 47.43579864501953),1073257.0,0.3125,1073257.0,True,,,,,,,,True,207.0,Centrum,St.Jakob,St.Jakob
3001236200,175.1.1051a,rent,2021-10-12 19:52:17,,5,1290,,,,120.0,,Geltenwilenstrasse 23,St. Gallen,9000.0,47.418327331543,9.3671875,POINT (9.3671875 47.41832733154297),1072277.0,0.0,1072277.0,False,68.0,60.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,205.0,Centrum,Innenstadt,St.Leonhard-Ost
3001237750,1030.01.100001,rent,2021-10-12 19:52:19,,GF,1500,,,,98.0,,Gottfried-Keller-Strasse 12,St. Gallen,9000.0,47.4202613830566,9.37479496002197,POINT (9.374794960021973 47.42026138305664),1072245.0,0.0101010101010101,1072245.0,False,55.0,42.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,204.0,Centrum,St.Georgen,St.Georgen-Bernegg
3001237758,54807.01.0101,rent,2021-10-12 20:46:54,,1,1390,200.0,1190.0,,75.0,1919.0,Tschudistr. 15,St. Gallen,9000.0,47.4173316955566,9.36606597900391,POINT (9.366065979003906 47.41733169555664),1071683.0,0.0,1071683.0,False,,,,,,,,True,203.0,Centrum,Riethüsli,Riethüsli
3001237759,53002.01.0301,rent,2021-10-12 20:46:54,,3,1170,,,,80.0,1908.0,Krontalstr. 13,St. Gallen,9000.0,47.4327812194824,9.39970684051514,POINT (9.399706840515137 47.43278121948242),1075809.0,0.0,1075809.0,False,,,,,,,,True,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001240014,5670.01.0401,rent,2021-10-13 09:12:53,,4,1260,210.0,1050.0,,65.0,1850.0,Kreuzbleichestrasse 8,St. Gallen,9000.0,47.4201164245605,9.35637950897217,POINT (9.356379508972168 47.42011642456055),1070294.0,0.458333333333333,1070294.0,False,59.0,52.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,113.0,Westen,Lachen,Vonwil-Lachen-Schoren
3001244413,863302.d4c7b173-f38d-11eb-83fa-005056bdbc06,rent,2021-10-13 08:56:05,,GF,570,,,,12.0,,Waldstrasse 5,St. Gallen,9008.0,47.4424133300781,9.39263439178467,POINT (9.392634391784668 47.442413330078125),1075173.0,0.84,1075173.0,False,,,,,,,,True,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001246535,08083.02.0242,rent,2021-10-12 19:38:43,,4,1820,,,,125.0,1988.0,Langgasse 11,St. Gallen,9008.0,47.4346084594727,9.38476085662842,POINT (9.384760856628418 47.434608459472656),1074761.0,0.0310077519379846,1074761.0,True,64.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001246726,863663.a0e4315f-f45a-11eb-83fa-005056bdbc06,rent,2021-10-13 08:39:52,,2,1170,180.0,990.0,,50.0,,Achslenweg 8,St. Gallen,9016.0,47.4349250793457,9.40976142883301,POINT (9.409761428833008 47.4349250793457),1076626.0,0.0196078431372549,1076626.0,False,,,,,,,,True,307.0,Osten,Neudorf,Achslen-Wilen
3001251045,SG-Müller-Friedbergstrasse 11.864611.d81f81f8-f5cc-11eb-8985-005056bdbc06,rent,2021-10-12 20:48:12,,GF,1390,,,,,,Müller-Friedberg-Strasse 11,St. Gallen,9000.0,47.428825378418,9.37507438659668,POINT (9.37507438659668 47.42882537841797),1073054.0,,1073054.0,True,59.0,44.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,207.0,Centrum,St.Jakob,St.Jakob
3001252594,5690.13.2005,rent,2021-10-12 23:09:56,,2,1160,,,,58.0,2003.0,Haggenstr. 56,St. Gallen,9014.0,47.4062271118164,9.33734130859375,POINT (9.33734130859375 47.406227111816406),190209198.0,0.0,190209198.0,False,60.0,48.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,110.0,Westen,Bruggen,Boppartshof-Hinterberg
3001252596,5690.05.2001,rent,2021-10-12 19:07:47,,2,1430,,,,80.0,2003.0,Haggenstr. 58,St. Gallen,9014.0,47.4060325622559,9.33769130706787,POINT (9.337691307067871 47.40603256225586),160006252.0,0.111111111111111,160006252.0,False,58.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,110.0,Westen,Bruggen,Boppartshof-Hinterberg
3001252875,"SG-Hirtenstrasse 6, 4-ZWG 1.OG links.864915.b6d3c342-f67c-11eb-8985-005056bdbc06",rent,2021-10-12 19:38:43,,1,1740,,,,,,Hirtenstrasse 6,St. Gallen,9008.0,47.4403991699219,9.38448143005371,POINT (9.384481430053711 47.440399169921875),1075400.0,,1075400.0,True,,,,,,,,True,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001253414,Multergasse65OG,rent,2021-10-13 08:18:28,,4,3360,350.0,3010.0,,150.0,,Multergasse 6,St. Gallen,9000.0,47.4246520996094,9.37599945068359,POINT (9.375999450683594 47.424652099609375),2363656.0,0.25,2363656.0,False,,,,,,,,True,206.0,Centrum,Innenstadt,Altstadt
3001253435,901601.1.20071061,rent,2021-10-13 08:39:50,,6,1270,200.0,1070.0,,,1966.0,Rehetobelstrasse 71,St. Gallen,9016.0,47.433292388916,9.41182422637939,POINT (9.411824226379395 47.433292388916016),,,,,,,,,,,,,,,,
3001259571,1401.4ZWG,rent,2021-10-13 07:27:31,,4,1320,,,,,,Flurhofstrasse 16,St. Gallen,9000.0,47.427059173584,9.38951015472412,POINT (9.389510154724121 47.427059173583984),1073701.0,,1073701.0,False,,,,,,,,True,208.0,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001259959,8904.41.0102,rent,2021-10-12 19:07:41,,1,1580,265.0,1315.0,,92.0,1995.0,Brauerstrasse 81,St. Gallen,9016.0,47.442699432373,9.41032409667969,POINT (9.410324096679688 47.44269943237305),2363059.0,0.0,2363059.0,False,54.0,47.0,ES II,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,308.0,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001260432,10104.1.1012,rent,2021-10-12 23:09:56,,1,1190,,,,48.0,,Rickenstrasse 4,St. Gallen,9014.0,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556.0,0.0,1069556.0,False,,,,,,,,True,110.0,Westen,Bruggen,Boppartshof-Hinterberg
3001260433,10033.1.1012,rent,2021-10-12 19:05:05,,1,870,80.0,790.0,,30.0,1924.0,Buchentalstrasse 5,St. Gallen,9000.0,47.4334945678711,9.39832019805908,POINT (9.398320198059082 47.433494567871094),1076203.0,0.0,1076203.0,False,62.0,50.0,ES II,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001261017,3935.3032,rent,2021-10-12 19:05:09,,3,1080,,,,57.0,1920.0,Kolumbanstrasse 36,St. Gallen,9008.0,47.4381294250488,9.39186096191406,POINT (9.391860961914062 47.43812942504883),1074968.0,0.0806451612903226,1074968.0,False,,,,,,,,True,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001262175,A8879,rent,2021-10-12 23:30:45,,2,900,,,,70.0,,Burgstrasse 66,St. Gallen,9000.0,47.4173927307129,9.35795593261719,POINT (9.357955932617188 47.41739273071289),1070218.0,0.0606060606060606,1070218.0,False,61.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113.0,Westen,Lachen,Vonwil-Lachen-Schoren
3001262720,4bs5d.os1e3,rent,2021-10-12 19:52:22,,1,1650,250.0,1400.0,,104.0,1894.0,Wildeggstrasse 25,St. Gallen,9000.0,47.4238510131836,9.38372230529785,POINT (9.383722305297852 47.423851013183594),1073429.0,0.04,1073429.0,False,60.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,208.0,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001264914,Domänenstrasse.2.9,rent,2021-10-12 19:53:37,,4,1000,,,,75.0,,Domänenstrasse 2,St. Gallen,9008.0,47.4405937194824,9.39426136016846,POINT (9.394261360168457 47.44059371948242),1075136.0,0.209677419354839,1075136.0,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001270299,16401.02.410020,rent,2021-10-12 19:38:47,,1,1200,200.0,1000.0,,74.0,1951.0,Falkensteinstrasse 10,St. Gallen,9000.0,47.4299011230469,9.39220905303955,POINT (9.39220905303955 47.429901123046875),1075963.0,0.0,1075963.0,False,52.0,42.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001251815,7145.2531,rent,2021-10-12 23:29:26,,3,1460,,,,60.0,2018.0,St. Georgenstrasse 159a,St. Gallen,9011.0,,,POINT(9.39127451203533 47.414911714365),191606858.0,0.0476190476190477,191606858.0,False,54.0,39.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,209.0,Centrum,St.Georgen,St.Georgen-Bach
3001260766,28945540,rent,2021-10-12 23:30:41,,,1390,,,,79.0,,Reherstr.22 c,St. Gallen,9016.0,,,POINT(9.41759790776567 47.4373611282808),,,,,,,,,,,,,,,,
3001262225,1060.174.1101.866335.31df7996-f9cb-11eb-8985-005056bdbc06,rent,2021-10-12 19:54:50,,GF,840,,,,56.0,,Teufenerstrasse 72,St. Gallen,9012.0,,,POINT(9.36932501741954 47.4057798649364),,,,,,,,,,,,,,,,
3001265958,54613.01.0501,rent,2021-10-12 19:07:38,,5,660,,,,70.0,1919.0,Sägegässli 20,St. Gallen,9000.0,,,POINT(9.38340142334562 47.4250760151038),1073587.0,0.0,1073587.0,False,,,,,,,,True,208.0,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001274608,1C91,rent,2021-10-12 20:45:45,,1,1530,,,,92.0,2012.0,Zweibruggenmühlestrasse 7,St. Gallen,9014.0,47.4072647094727,9.32735157012939,POINT (9.327351570129395 47.407264709472656),190608318.0,0.0337078651685394,190608318.0,False,57.0,49.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,109.0,Westen,Bruggen,Bruggen-Zürcherstrasse
3001277024,1020.181.1103.868616.a302c171-ff2c-11eb-bf79-005056bdbc06,rent,2021-10-13 07:27:25,,1,1210,,,,70.0,,Unterer Graben 39,St. Gallen,9000.0,47.4283866882324,9.37582015991211,POINT (9.37582015991211 47.42838668823242),1073030.0,0.0277777777777778,1073030.0,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,207.0,Centrum,St.Jakob,St.Jakob
3001279168,55415.03.0103,rent,2021-10-12 19:07:48,,1,1370,,,,73.0,2019.0,Haggenstr. 86,St. Gallen,9014.0,47.4040832519531,9.33809375762939,POINT (9.338093757629395 47.404083251953125),191671474.0,0.0,191671474.0,False,,,,,,,,True,110.0,Westen,Bruggen,Boppartshof-Hinterberg
3001279170,53209.01.0201,rent,2021-10-12 19:06:28,,2,1500,,,,,1953.0,Leimatstr. 26,St. Gallen,9000.0,47.4325866699219,9.38094425201416,POINT (9.38094425201416 47.432586669921875),1073177.0,,1073177.0,False,52.0,45.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,207.0,Centrum,St.Jakob,St.Jakob
3001279201,12103.02.10204,rent,2021-10-12 23:17:47,,2,1520,300.0,1220.0,,94.0,,Sonnenhaldenstrasse 10a,St. Gallen,9008.0,47.4417457580566,9.39127922058105,POINT (9.391279220581055 47.44174575805664),1075166.0,0.104761904761905,1075166.0,True,,,,,,,,True,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001279203,12103.01.10100,rent,2021-10-12 19:05:09,,1,1000,,,,57.0,,Sonnenhaldenstrasse 8,St. Gallen,9008.0,47.4416007995605,9.39217567443848,POINT (9.392175674438477 47.44160079956055),1075164.0,0.0363636363636364,1075164.0,True,60.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001279734,TG1811.TG1811.TG1811,rent,2021-10-12 23:09:55,,4,1040,,,,97.0,,Kräzernstrasse 10,St. Gallen,9014.0,47.4073371887207,9.32496070861816,POINT (9.324960708618164 47.4073371887207),1068944.0,0.191666666666667,1068944.0,False,64.0,56.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,109.0,Westen,Bruggen,Bruggen-Zürcherstrasse
3001279823,45792169,rent,2021-10-12 19:50:32,,,1490,,,,80.0,,Solitüdenstrasse 1,St. Gallen,9012.0,47.4126167297363,9.36404991149902,POINT (9.364049911499023 47.41261672973633),1071466.0,0.0697674418604651,1071466.0,True,65.0,57.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203.0,Centrum,Riethüsli,Riethüsli
3001279899,46947344,rent,2021-10-12 23:28:11,,,1350,,,,90.0,,Sömmerlistrasse,St. Gallen,9000.0,47.4184989929199,9.35178279876709,POINT (9.35178279876709 47.41849899291992),1070333.0,0.0588235294117647,1070333.0,False,56.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113.0,Westen,Lachen,Vonwil-Lachen-Schoren
3001281270,1058.01.1033,rent,2021-10-12 19:59:59,,3,800,,,,75.0,,Kolumbanstrasse 47,St. Gallen,9008.0,47.4394798278809,9.39236450195312,POINT (9.392364501953125 47.43947982788086),1075030.0,0.056338028169014,1075030.0,False,52.0,45.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001281696,11201.02.10001,rent,2021-10-12 19:38:49,,GF,1050,,,,51.0,,Oberstrasse 81,St. Gallen,9000.0,47.4164695739746,9.36275386810303,POINT (9.362753868103027 47.41646957397461),1071723.0,0.49,1071723.0,False,65.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,203.0,Centrum,Riethüsli,Riethüsli
3001281709,53804.03.0101,rent,2021-10-12 19:07:36,,2,890,140.0,750.0,,50.0,1962.0,Berneggstr. 54,St. Gallen,9000.0,47.4187965393066,9.37232875823975,POINT (9.372328758239746 47.41879653930664),1072163.0,0.333333333333333,1072163.0,False,56.0,43.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,204.0,Centrum,St.Georgen,St.Georgen-Bernegg
3001281712,53804.02.0203,rent,2021-10-12 19:07:37,,3,890,140.0,750.0,,50.0,1962.0,Berneggstr. 52,St. Gallen,9000.0,47.419017791748,9.37270641326904,POINT (9.372706413269043 47.41901779174805),,,,,,,,,,,,,,,,
3001282418,46039422,rent,2021-10-12 23:28:14,,,1200,,,,,,Zimmerstrasse 9,St. Gallen,9000.0,47.4163360595703,9.36120128631592,POINT (9.361201286315918 47.41633605957031),1071802.0,,1071802.0,False,51.0,41.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,203.0,Centrum,Riethüsli,Riethüsli
3001282742,5648.goldinger.SM98.1110,rent,2021-10-12 21:06:30,,4,840,,,,,,Lämmlisbrunnenstrasse 16,St. Gallen,9000.0,47.4245758056641,9.38089656829834,POINT (9.38089656829834 47.42457580566406),2363483.0,,2363483.0,False,64.0,53.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208.0,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001282886,SM900.869729.f4ae51ea-00c9-11ec-bf79-005056bdbc06,rent,2021-10-12 20:47:03,,2,1172,,,,,,Ulmenstrasse 3,St. Gallen,9000.0,47.419807434082,9.35426044464111,POINT (9.354260444641113 47.41980743408203),1070411.0,,1070411.0,False,56.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113.0,Westen,Lachen,Vonwil-Lachen-Schoren
3001284556,54801.01.0301,rent,2021-10-12 19:08:55,,3,860,,,,70.0,1919.0,Taubenstr. 4,St. Gallen,9008.0,47.4360466003418,9.38796520233154,POINT (9.387965202331543 47.4360466003418),1074862.0,0.0,1074862.0,False,,,,,,,,True,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001285527,870214.80720560-018b-11ec-bf79-005056bdbc06,rent,2021-10-12 19:53:36,,1,1170,190.0,980.0,,65.0,,Langgasse 139,St. Gallen,9008.0,47.4445838928223,9.39579772949219,POINT (9.395797729492188 47.444583892822266),1075481.0,0.1875,1075481.0,False,61.0,53.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001285652,tdiju.w6f0k,rent,2021-10-12 20:00:03,,3,700,,,,65.0,,Oberstrasse 123,St. Gallen,9000.0,47.4147109985352,9.35912609100342,POINT (9.359126091003418 47.414710998535156),1069843.0,0.326530612244898,1069843.0,False,64.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,111.0,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001285654,Falkensteinstrasse 5 - 2 ZWG.870234.1ded9214-0192-11ec-bf79-005056bdbc06,rent,2021-10-12 19:38:34,,GF,995,220.0,775.0,,57.0,,Falkensteinstrasse 5,St. Gallen,9000.0,47.4299926757812,9.39174365997314,POINT (9.391743659973145 47.42999267578125),1076035.0,0.05,1076035.0,False,,,,,,,,True,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001285655,SG-Singenbergstrasse8-001.870238.eee50ed6-ef82-11eb-83fa-005056bdbc06,rent,2021-10-12 19:05:13,,3,790,,,,,,Singenbergstrasse 8,St. Gallen,9000.0,47.427433013916,9.38461780548096,POINT (9.384617805480957 47.427433013916016),1073669.0,,1073669.0,False,62.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208.0,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001286025,132501.05.00201,rent,2021-10-13 07:27:28,,2,1120,,,,78.0,1965.0,Flurhofstr. 153,St. Gallen,9000.0,47.4323043823242,9.40336227416992,POINT (9.403362274169922 47.43230438232422),1075743.0,0.178947368421053,1075743.0,True,50.0,36.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001286515,01142.01.0008,rent,2021-10-12 19:08:56,,3,890,,,,53.0,1920.0,Tannenstrasse 36,St. Gallen,9010.0,47.435977935791,9.37874412536621,POINT (9.378744125366211 47.435977935791016),1074315.0,0.177777777777778,1074315.0,False,,,,,,,,True,301.0,Osten,Rotmonten,Rotmonten
3001287409,42105.01.10001,rent,2021-10-12 20:00:03,,GF,950,,,,38.0,,Burgstrasse 134,St. Gallen,9000.0,47.4177627563477,9.35183525085449,POINT (9.351835250854492 47.417762756347656),2363111.0,,2363111.0,False,58.0,50.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,113.0,Westen,Lachen,Vonwil-Lachen-Schoren
3001289983,47008249,rent,2021-10-12 23:28:11,,,1400,,,,80.0,,Fidesstrasse 12,St. Gallen,9000.0,47.4321784973145,9.39260673522949,POINT (9.392606735229492 47.43217849731445),1076056.0,0.0,1076056.0,False,,,,,,,,True,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001292440,Bunnen8.10804,rent,2021-10-12 19:51:07,,GF,705,,,,34.0,,Brunnenbergstrasse 8,St. Gallen,9000.0,47.423999786377,9.38297367095947,POINT (9.382973670959473 47.42399978637695),1073479.0,,1073479.0,False,53.0,42.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,208.0,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001294665,11.501.208,rent,2021-10-13 08:18:32,,,1940,200.0,1740.0,,,,Dietlistrasse 61,St. Gallen,9000.0,47.4274024963379,9.36503028869629,POINT (9.365030288696289 47.42740249633789),1070876.0,,1070876.0,True,,,,,,,,True,201.0,Centrum,Rosenberg,Hölzli-Joosrüti
3001294674,pxk32.y0sfc,rent,2021-10-13 09:05:56,,2,1350,,,,70.0,,Falkensteinstrasse 34,St. Gallen,9000.0,47.4304351806641,9.39448547363281,POINT (9.394485473632812 47.43043518066406),,,,,,,,,,,,,,,,
3001295318,871539.dc3dea6b-04da-11ec-bf79-005056bdbc06,rent,2021-10-12 19:08:54,,2,1055,180.0,875.0,,50.0,,Langgasse 44,St. Gallen,9008.0,47.436882019043,9.38813591003418,POINT (9.38813591003418 47.43688201904297),1074937.0,0.111111111111111,1074937.0,True,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302.0,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001295565,5412.13.0107,rent,2021-10-12 19:07:49,,1,1500,270.0,1230.0,,75.0,1973.0,Oberstrasse 293 C,St. Gallen,9014.0,47.4038543701172,9.34081935882568,POINT (9.340819358825684 47.40385437011719),2363725.0,0.0,2363725.0,True,,,,,,,,True,111.0,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001296047,20043.05.430080,rent,2021-10-13 07:19:27,,3,2100,,,,116.0,2007.0,Waisenhausstrasse 5,St. Gallen,9000.0,47.4242172241211,9.37339401245117,POINT (9.373394012451172 47.424217224121094),160013463.0,0.0,160013463.0,False,58.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,205.0,Centrum,Innenstadt,St.Leonhard-Ost
3001296351,54625.01.0201,rent,2021-10-12 20:48:13,,2,1390,,,,80.0,,Spisergasse 29,St. Gallen,9000.0,47.4246368408203,9.37842750549316,POINT (9.378427505493164 47.42463684082031),1072626.0,0.142857142857143,1072626.0,False,,,,,,,,True,206.0,Centrum,Innenstadt,Altstadt
3001297995,3260082,rent,2021-10-12 19:08:56,,,1100,,,,40.0,,Kirchlistrasse 1,St. Gallen,9010.0,47.4400367736816,9.37997150421143,POINT (9.379971504211426 47.44003677368164),1074437.0,0.6,1074437.0,False,57.0,42.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301.0,Osten,Rotmonten,Rotmonten
3001298528,pub92.81czd,rent,2021-10-12 19:59:59,,GF,950,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,
3001379190,1239232,rent,2021-10-13 11:00:23,,2,1890,250.0,1640.0,,120.0,,,,,,,,,,,,,,,,,,,,,,,
3001277119,1071.189.1401.868678.8a7a179c-ff32-11eb-bf79-005056bdbc06,rent,2021-10-13 07:22:04,,4,1250,,,,63.0,,Rorschacherstrasse 216,St. Gallen,9000.0,,,POINT(9.40202001032813 47.4345678286903),,,,,,,,,,,,,,,,
3001280772,174.uze.4100-1032,rent,2021-10-12 19:52:20,,3,1420,,,,,,Teufenerstrasse 93,St. Gallen,9000.0,,,POINT(9.36497353745276 47.4151732465171),1071628.0,,1071628.0,False,69.0,61.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203.0,Centrum,Riethüsli,Riethüsli
3001289986,47008531,rent,2021-10-12 23:28:16,,,1930,,,,140.0,,Rorschacherstrasse 196a,St. Gallen,9000.0,,,POINT(9.40038974475457 47.4335068855517),,,,,,,,,,,,,,,,
3001289987,47008700,rent,2021-10-13 07:19:29,,,1490,,,,85.0,,Rorschacherstrasse 206,St. Gallen,9000.0,,,POINT(9.40112884383986 47.4341331181901),1075798.0,0.15,1075798.0,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303.0,Osten,St.Fiden,St.Fiden-Krontal
3001292565,Linsen68.16841,rent,2021-10-12 19:04:59,,1,475,,,,,,Linsenbühlstrasse 68,St. Gallen,9000.0,,,POINT(9.3834475202477 47.424886305222),1073558.0,,1073558.0,False,58.0,44.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,208.0,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001294335,34497600,rent,2021-10-12 19:50:33,,,1890,,,,120.0,,Zürcherstrasse 438,St. Gallen,9015.0,,,POINT(9.30867544829924 47.4074522546524),,,,,,,,,,,,,,,,
3001297070,47054477,rent,2021-10-13 08:18:30,,,530,,,,,,Guisanstrasse,St. Gallen,9000.0,,,POINT(9.37335892611289 47.4307236394326),1070934.0,,1070934.0,False,,,,,,,,True,201.0,Centrum,Rosenberg,Hölzli-Joosrüti
3001298561,2168435.872212.abf75476-05bf-11ec-bf79-005056bdbc06,rent,2021-10-13 09:12:38,,3,1290,220.0,1070.0,,,1900.0,Ilgenstrasse 15,St. Gallen,9000.0,47.4184799194336,9.36140060424805,POINT (9.361400604248047 47.418479919433594),1071006.0,,1071006.0,False,,,,,,,,True,202.0,Centrum,Rosenberg,Rosenberg-Kreubleiche
