id,object_ref,category,date,flatType,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,lat,lng,wkt,gwr_egid,match_accuracy
3001285655,SG-Singenbergstrasse8-001.870238.eee50ed6-ef82-11eb-83fa-005056bdbc06,rent,2021-10-12T19:05:13,,3,790,,,,,,Singenbergstrasse 8,St. Gallen,9000,47.427433013916,9.38461780548096,POINT (9.384617805480957 47.427433013916016),1073669,
3001286025,132501.05.00201,rent,2021-10-13T07:27:28,,2,1120,,,,78,1965,Flurhofstr. 153,St. Gallen,9000,47.4323043823242,9.40336227416992,POINT (9.403362274169922 47.43230438232422),1075743,0.178947368421053
3001286515,01142.01.0008,rent,2021-10-12T19:08:56,,3,890,,,,53,1920,Tannenstrasse 36,St. Gallen,9010,47.435977935791,9.37874412536621,POINT (9.378744125366211 47.435977935791016),1074315,0.177777777777778
3001287409,42105.01.10001,rent,2021-10-12T20:00:03,,GF,950,,,,38,,Burgstrasse 134,St. Gallen,9000,47.4177627563477,9.35183525085449,POINT (9.351835250854492 47.417762756347656),2363111,
3001289983,47008249,rent,2021-10-12T23:28:11,,,1400,,,,80,,Fidesstrasse 12,St. Gallen,9000,47.4321784973145,9.39260673522949,POINT (9.392606735229492 47.43217849731445),1076056,0.0
3001292440,Bunnen8.10804,rent,2021-10-12T19:51:07,,GF,705,,,,34,,Brunnenbergstrasse 8,St. Gallen,9000,47.423999786377,9.38297367095947,POINT (9.382973670959473 47.42399978637695),1073479,
3001294665,11.501.208,rent,2021-10-13T08:18:32,,,1940,200,1740,,,,Dietlistrasse 61,St. Gallen,9000,47.4274024963379,9.36503028869629,POINT (9.365030288696289 47.42740249633789),1070876,
3001294674,pxk32.y0sfc,rent,2021-10-13T09:05:56,,2,1350,,,,70,,Falkensteinstrasse 34,St. Gallen,9000,47.4304351806641,9.39448547363281,POINT (9.394485473632812 47.43043518066406),,
3001295318,871539.dc3dea6b-04da-11ec-bf79-005056bdbc06,rent,2021-10-12T19:08:54,,2,1055,180,875,,50,,Langgasse 44,St. Gallen,9008,47.436882019043,9.38813591003418,POINT (9.38813591003418 47.43688201904297),1074937,0.111111111111111
3001295565,5412.13.0107,rent,2021-10-12T19:07:49,,1,1500,270,1230,,75,1973,Oberstrasse 293 C,St. Gallen,9014,47.4038543701172,9.34081935882568,POINT (9.340819358825684 47.40385437011719),2363725,0.0
3001296047,20043.05.430080,rent,2021-10-13T07:19:27,,3,2100,,,,116,2007,Waisenhausstrasse 5,St. Gallen,9000,47.4242172241211,9.37339401245117,POINT (9.373394012451172 47.424217224121094),160013463,0.0
3001296351,54625.01.0201,rent,2021-10-12T20:48:13,,2,1390,,,,80,,Spisergasse 29,St. Gallen,9000,47.4246368408203,9.37842750549316,POINT (9.378427505493164 47.42463684082031),1072626,0.142857142857143
3001297995,3260082,rent,2021-10-12T19:08:56,,,1100,,,,40,,Kirchlistrasse 1,St. Gallen,9010,47.4400367736816,9.37997150421143,POINT (9.379971504211426 47.44003677368164),1074437,0.6
3001298528,pub92.81czd,rent,2021-10-12T19:59:59,,GF,950,,,,28,,,,,,,,,
3001379190,1239232,rent,2021-10-13T11:00:23,,2,1890,250,1640,,120,,,,,,,,,
3001277119,1071.189.1401.868678.8a7a179c-ff32-11eb-bf79-005056bdbc06,rent,2021-10-13T07:22:04,,4,1250,,,,63,,Rorschacherstrasse 216,St. Gallen,9000,,,POINT(9.40202001032813 47.4345678286903),,
3001280772,174.uze.4100-1032,rent,2021-10-12T19:52:20,,3,1420,,,,,,Teufenerstrasse 93,St. Gallen,9000,,,POINT(9.36497353745276 47.4151732465171),1071628,
3001289986,47008531,rent,2021-10-12T23:28:16,,,1930,,,,140,,Rorschacherstrasse 196a,St. Gallen,9000,,,POINT(9.40038974475457 47.4335068855517),,
3001289987,47008700,rent,2021-10-13T07:19:29,,,1490,,,,85,,Rorschacherstrasse 206,St. Gallen,9000,,,POINT(9.40112884383986 47.4341331181901),1075798,0.15
3001292565,Linsen68.16841,rent,2021-10-12T19:04:59,,1,475,,,,,,Linsenbühlstrasse 68,St. Gallen,9000,,,POINT(9.3834475202477 47.424886305222),1073558,
3001294335,34497600,rent,2021-10-12T19:50:33,,,1890,,,,120,,Zürcherstrasse 438,St. Gallen,9015,,,POINT(9.30867544829924 47.4074522546524),,
3001297070,47054477,rent,2021-10-13T08:18:30,,,530,,,,,,Guisanstrasse,St. Gallen,9000,,,POINT(9.37335892611289 47.4307236394326),1070934,
3001298561,2168435.872212.abf75476-05bf-11ec-bf79-005056bdbc06,rent,2021-10-13T09:12:38,,3,1290,220,1070,,,1900,Ilgenstrasse 15,St. Gallen,9000,47.4184799194336,9.36140060424805,POINT (9.361400604248047 47.418479919433594),1071006,
3001298694,23037.01.400010,rent,2021-10-12T20:45:38,,GF,1090,,,,77,,Langgasse 153,St. Gallen,9008,47.449104309082,9.39769840240479,POINT (9.397698402404785 47.44910430908203),2363503,0.0
3001298695,23036.01.410010,rent,2021-10-12T23:30:40,,1,1290,,,,97,,Langgasse 163,St. Gallen,9008,47.4503021240234,9.39786911010742,POINT (9.397869110107422 47.45030212402344),2363506,0.0210526315789474
3001300116,1ed12ff9-05bb-11ec-bf79-005056bdbc06,rent,2021-10-13T09:12:34,,2,1350,170,1180,,,,Helvetiastrasse 35,St. Gallen,9000,47.4321441650391,9.39476776123047,POINT (9.394767761230469 47.43214416503906),1076136,
3001300461,5497.01.0301,rent,2021-10-12T20:47:06,,3,1150,,,,55,1500,Brühlgasse 30,St. Gallen,9000,47.425220489502,9.37834548950195,POINT (9.378345489501953 47.42522048950195),2363071,0.0517241379310345
3001300521,A86871,rent,2021-10-12T20:48:12,,2,1600,150,1450,,87,1906,Teufener Strasse 123,St. Gallen,9000,47.4134178161621,9.36389064788818,POINT (9.363890647888184 47.41341781616211),1071598,0.0645161290322581
3001302459,46160687,rent,2021-10-12T19:38:38,,,1630,,,,80,,Rorschacher Strasse 279a,St. Gallen,9016,47.4418106079102,9.41203117370605,POINT (9.412031173706055 47.441810607910156),,
3001302822,158105.01.00602,rent,2021-10-12T21:06:37,,6,1470,,,,123,1980,Reherstr. 19,St. Gallen,9016,47.4371223449707,9.41578769683838,POINT (9.415787696838379 47.4371223449707),1076747,0.0
3001302972,10104.1.1001,rent,2021-10-12T23:09:54,,GF,1090,,,,38,,Rickenstrasse 4,St. Gallen,9014,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556,0.0
3001302995,7715.1052,rent,2021-10-13T07:37:06,,5,1450,,,,100,,Tigerbergstrasse 2,St. Gallen,9000,47.4277496337891,9.37399578094482,POINT (9.373995780944824 47.42774963378906),1073081,0.098901098901099
3001302996,2832.4532,rent,2021-10-13T07:28:45,,3,1410,,,,110,1900,Grenzstrasse 2,St. Gallen,9000,47.4178924560547,9.35950660705566,POINT (9.359506607055664 47.41789245605469),1070170,0.1
3001303121,196704.01.00221,rent,2021-10-13T07:22:03,,2,1200,,,,,1920,Treuackerstr. 33,St. Gallen,9000,47.4152946472168,9.36314582824707,POINT (9.36314582824707 47.4152946472168),1071659,
3001303122,196701.02.00111,rent,2021-10-13T09:12:36,,1,1275,175,1100,,,1920,Treuackerstr. 15,St. Gallen,9000,47.4157447814941,9.3644495010376,POINT (9.364449501037598 47.41574478149414),1071647,
3001303220,10104.1.1032,rent,2021-10-12T23:09:55,,3,1190,,,,48,,Rickenstrasse 4,St. Gallen,9014,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556,0.0
3001303637,Domänenstrasse.2.2,rent,2021-10-12T19:53:34,,GF,1035,,,,68,,Domänenstrasse 2,St. Gallen,9008,47.4405937194824,9.39426136016846,POINT (9.394261360168457 47.44059371948242),1075136,0.096774193548387
3001304976,..217147.873126.09acb81c-073b-11ec-8c59-005056bdbc06,rent,2021-10-12T20:47:01,,,1370,220,1150,,85,1968,Ruhsitzstrasse 29,St. Gallen,9000,47.4122886657715,9.35439109802246,POINT (9.354391098022461 47.412288665771484),1069746,
3001305223,16482.01.0003,rent,2021-10-12T19:05:17,,GF,870,,,,46,1966,Hafnerstrasse 8,St. Gallen,9000,47.4238777160645,9.38092994689941,POINT (9.380929946899414 47.42387771606445),,
3001305224,16482.01.0102,rent,2021-10-12T20:46:56,,1,1230,,,,70,1966,Hafnerstrasse 8,St. Gallen,9000,47.4238777160645,9.38092994689941,POINT (9.380929946899414 47.42387771606445),1073498,0.0140845070422535
3001305225,16482.01.0001,rent,2021-10-12T19:53:39,,GF,650,,,,30,1966,Hafnerstrasse 8,St. Gallen,9000,47.4238777160645,9.38092994689941,POINT (9.380929946899414 47.42387771606445),,
3001306042,159,rent,2021-10-13T07:27:24,,GF,1200,,,,80,,Ruhbergstrasse 63,St. Gallen,9000,47.4155731201172,9.36490821838379,POINT (9.364908218383789 47.41557312011719),1071644,0.142857142857143
3001309010,33,rent,2021-10-12T20:46:54,,2,1390,200,1190,,82,,Lindenstr. 33,St. Gallen,9000,47.4322128295898,9.38853549957275,POINT (9.388535499572754 47.432212829589844),1076083,0.0249999999999999
3001309858,08058.01.0101,rent,2021-10-12T19:05:18,,GF,1000,110,890,,45,1920,Brühlbleichestrasse 10,St. Gallen,9000,47.4305038452148,9.38340282440186,POINT (9.383402824401855 47.430503845214844),1072939,0.125
3001309907,"SG-Lämmlisbrunnenstrasse 43, 4-ZWG 4.OG - 1041.873678.020646c8-097a-11ec-8c59-005056bdbc06",rent,2021-10-12T19:06:24,,4,1630,,,,,,Lämmlisbrunnenstrasse 43,St. Gallen,9000,47.4254913330078,9.38183498382568,POINT (9.381834983825684 47.42549133300781),1073528,
3001310138,148101.01.00201,rent,2021-10-12T23:30:44,,2,900,,,,62,1958,St. Georgen-Str. 39,St. Gallen,9000,47.4195594787598,9.37901306152344,POINT (9.379013061523438 47.419559478759766),,
3001310297,9008-Langgasse91-45-4-m,rent,2021-10-13T08:17:16,,2,1390,,,,110,1900,Langgasse 91,St. Gallen,9008,47.4401397705078,9.39169311523438,POINT (9.391693115234375 47.44013977050781),1075180,0.12
3001310505,23030.02.420030,rent,2021-10-12T20:00:00,,2,761,60,701,,24,1976,Sonnrainweg 12,St. Gallen,9008,47.4477005004883,9.39766311645508,POINT (9.397663116455078 47.44770050048828),1075528,0.2
3001310526,3266801,rent,2021-10-12T19:06:29,,1,1780,,,,125,,Landhausstrasse 9,St. Gallen,9000,47.4129066467285,9.35278511047363,POINT (9.352785110473633 47.412906646728516),1069785,0.0416666666666667
3001311443,46198427,rent,2021-10-13T08:39:59,,,925,,,,106,,Gübsenstrasse 90,St. Gallen,9015,47.4002265930176,9.30102443695068,POINT (9.301024436950684 47.40022659301758),191699034,0.0
3001311883,874053.750dc157-0a31-11ec-8c59-005056bdbc06,rent,2021-10-12T19:05:07,,4,840,120,720,,40,,Rorschacher Strasse 183,St. Gallen,9000,47.4329643249512,9.39859294891357,POINT (9.398592948913574 47.43296432495117),1076198,0.230769230769231
3001312809,5416.12.0041,rent,2021-10-12T19:07:41,,1,1290,,,,94,1967,Zilstrasse 56,St. Gallen,9016,47.4436836242676,9.40863132476807,POINT (9.408631324768066 47.44368362426758),1077106,0.0
3001312835,3268169,rent,2021-10-13T07:22:04,,3,1480,250,1230,,75,1901,Kamorstrasse 14,St. Gallen,9000,47.4190788269043,9.35215282440186,POINT (9.352152824401855 47.4190788269043),1070346,0.23469387755102
3001312841,3268220,rent,2021-10-13T07:19:28,,1,1980,,,,140,,Obere Felsenstrasse 2,St. Gallen,9000,47.4189987182617,9.37156295776367,POINT (9.371562957763672 47.41899871826172),1072143,0.505376344086022
3001313674,51811.02.0202,rent,2021-10-12T23:30:39,,2,1350,,,,100,1998,Espentobelstrasse 5a,St. Gallen,9008,47.4407730102539,9.39692211151123,POINT (9.39692211151123 47.440773010253906),2717519,
3001314022,2110.1.3.874424.4b073b85-0a65-11ec-8c59-005056bdbc06,rent,2021-10-12T20:14:54,,1,1060,,,,,,Wolfgangstr. 71,St. Gallen,9014,47.4026298522949,9.33182621002197,POINT (9.331826210021973 47.40262985229492),1069456,
3001314024,874426.311cdd80-0a8a-11ec-8c59-005056bdbc06,rent,2021-10-12T19:06:25,,2,1650,,,,,,Flurhofstrasse 30,St. Gallen,9000,47.4274101257324,9.39127635955811,POINT (9.391276359558105 47.42741012573242),1075576,
3001314025,874425.08a807b7-0a88-11ec-8c59-005056bdbc06,rent,2021-10-13T09:12:37,,1,1285,150,1135,,,,Flurhofstrasse 28,St. Gallen,9000,47.4273567199707,9.39104175567627,POINT (9.39104175567627 47.4273567199707),1075575,
3001314391,47181844,rent,2021-10-12T23:28:12,,,1330,,,,74,,Scheibenackerstrasse 14,St. Gallen,9000,47.4295616149902,9.39133739471436,POINT (9.391337394714355 47.429561614990234),1076028,0.075
3001314971,ig6dw.46r3z,rent,2021-10-12T20:00:02,,4,520,,,,19,,Blumenbergplatz 5,St. Gallen,9000,47.426929473877,9.37324714660645,POINT (9.373247146606445 47.42692947387695),1073079,0.0555555555555556
3001313199,1505.05.0501,rent,2021-10-12T19:07:45,,5,1363,270,1093,,82,1986,Rorschacherstrasse 236,St. Gallen,9016,,,POINT(9.40389849893391 47.4358854394199),1076803,0.0
3001315241,5712.goldinger.SM314.5108,rent,2021-10-12T19:07:48,,2,1380,,,,71,,Ullmannstrasse 23,St. Gallen,9014,47.4135284423828,9.33248519897461,POINT (9.33248519897461 47.41352844238281),190526770,0.0923076923076922
3001315318,874727.0b738b2c-0b0f-11ec-8c59-005056bdbc06,rent,2021-10-12T23:17:48,,GF,990,140,850,,42,,Burgstrasse 19,St. Gallen,9000,47.4193916320801,9.36352825164795,POINT (9.36352825164795 47.41939163208008),1071050,0.0666666666666667
3001315867,6585.03.0303,rent,2021-10-12T19:52:17,,3,1440,,,,100,2015,Frongartenstrasse 4,St. Gallen,9000,47.4227256774902,9.37387084960938,POINT (9.373870849609375 47.422725677490234),,
3001315889,01059.03.0007,rent,2021-10-12T20:45:39,,3,1190,,,,74,2007,Espenmoosstrasse 12,St. Gallen,9008,47.4407348632812,9.39587593078613,POINT (9.395875930786133 47.44073486328125),,
3001316083,06843.02.0208,rent,2021-10-12T21:06:39,,3,2150,,,,171,2005,Heimstr. 12,St. Gallen,9014,47.4145622253418,9.33732604980469,POINT (9.337326049804688 47.4145622253418),190094715,1.28
3001316121,TEUF.BAR,rent,2021-10-12T19:54:53,,1,1350,,,,77,,Teufenerstrasse 200,St. Gallen,9012,47.4053611755371,9.3682918548584,POINT (9.368291854858398 47.40536117553711),,
3001316142,160,rent,2021-10-13T07:27:32,,3,1530,180,1350,,86,1910,Landhausstrasse 4,St. Gallen,9000,47.4129638671875,9.3536376953125,POINT (9.3536376953125 47.4129638671875),1069780,
3001316326,9gqwu.ssc5f,rent,2021-10-12T21:06:34,,3,1850,,,,,,Kesselhaldenstrasse 25,St. Gallen,9016,47.4405746459961,9.40241527557373,POINT (9.40241527557373 47.440574645996094),1076905,
3001317298,4700.1031-04,rent,2021-10-12T19:52:20,,3,1420,,,,90,,Rehburgstrasse 1,St. Gallen,9000,47.4315147399902,9.39706230163574,POINT (9.397062301635742 47.431514739990234),1075950,0.0
3001317671,03159.01.0131,rent,2021-10-12T20:48:12,,3,1590,200,1390,,66,1920,Goliathgasse 37,St. Gallen,9000,47.4279747009277,9.37712287902832,POINT (9.37712287902832 47.427974700927734),1072768,0.153846153846154
3001317841,23035.02.430010,rent,2021-10-12T19:05:14,,3,1270,,,,72,,Iddastrasse 30a,St. Gallen,9008,47.4375686645508,9.38802242279053,POINT (9.388022422790527 47.43756866455078),2363390,0.107692307692308
3001317844,44064.01.420020,rent,2021-10-12T20:14:51,,2,1200,,,,,,Lehnstrasse 98,St. Gallen,9014,47.4058532714844,9.32539367675781,POINT (9.325393676757812 47.405853271484375),1069154,
3001318294,3644.01.0201,rent,2021-10-13T09:12:39,,2,1290,180,1110,,75,1919,Linsebühlstrasse 12,St. Gallen,9000,47.4242973327637,9.3804931640625,POINT (9.3804931640625 47.42429733276367),1073518,0.0625
3001318375,08058.01.0109,rent,2021-10-13T07:37:02,,4,1490,180,1310,,82,1920,Brühlbleichestrasse 10,St. Gallen,9000,47.4305038452148,9.38340282440186,POINT (9.383402824401855 47.430503845214844),1072939,0.0352941176470588
3001319171,5566.2007,rent,2021-10-12T20:46:59,,2,1200,,,,56,,Wildeggstrasse 16,St. Gallen,9000,47.4232139587402,9.38241863250732,POINT (9.382418632507324 47.423213958740234),1073439,0.0
3001319740,51211.03.0201,rent,2021-10-12T19:08:54,,2,990,210,780,,48,1964,Bruggwaldstr. 1a,St. Gallen,9008,47.4423751831055,9.393723487854,POINT (9.393723487854004 47.44237518310547),,
3001319741,55403.01.0401,rent,2021-10-12T20:47:00,,4,1350,170,1180,,73,1919,Wildeggstr. 7,St. Gallen,9000,47.4232711791992,9.38164901733398,POINT (9.381649017333984 47.42327117919922),1073443,0.258620689655172
3001319742,55408.01.0401,rent,2021-10-13T07:28:49,,4,1490,190,1300,,75,1911,Waldaustrasse 2,St. Gallen,9000,47.4203186035156,9.35294151306152,POINT (9.352941513061523 47.420318603515625),1070381,0.0135135135135136
3001320785,07009.05.5032,rent,2021-10-13T09:12:43,,3,1290,180,1110,,80,,Speicherstr. 29,St. Gallen,9000,47.4248085021973,9.38529205322266,POINT (9.385292053222656 47.424808502197266),1073408,0.230769230769231
3001321210,1696.01.0301,rent,2021-10-12T19:05:15,,3,1290,,,,77,1953,Langgasse 36,St. Gallen,9008,47.4360466003418,9.38742446899414,POINT (9.38742446899414 47.4360466003418),1074852,0.0128205128205128
3001321244,7797.05.0101,rent,2021-10-12T19:05:11,,1,1635,280,1355,,90,1968,Oberzilstrasse 6,St. Gallen,9016,47.4412536621094,9.40854740142822,POINT (9.408547401428223 47.441253662109375),1077119,0.0
3001321685,5676-1.goldinger.SM302.1111,rent,2021-10-12T20:45:40,,3,1170,,,,76,,Buchwaldstrasse 2,St. Gallen,9008,47.4361724853516,9.39269924163818,POINT (9.392699241638184 47.43617248535156),1074999,0.266666666666667
3001323597,47232564,rent,2021-10-12T21:06:32,,,640,,,,,,Achslenstrasse 5,St. Gallen,9016,47.4326629638672,9.41385936737061,POINT (9.413859367370605 47.43266296386719),1076513,
3001323989,133702.01.00301,rent,2021-10-12T19:53:38,,3,670,,,,,,Röschstr. 7,St. Gallen,9000,47.4323692321777,9.39993572235107,POINT (9.399935722351074 47.432369232177734),1075807,
3001326790,43824090,rent,2021-10-12T19:38:41,,,500,,,,,,Heiligkreuzstrasse 53a,St. Gallen,9008,47.4402656555176,9.39376735687256,POINT (9.393767356872559 47.44026565551758),1075040,
3001327102,3935.3001,rent,2021-10-12T19:53:33,,GF,1050,,,,,1920,Kolumbanstrasse 36,St. Gallen,9008,47.4381294250488,9.39186096191406,POINT (9.391860961914062 47.43812942504883),1074968,
3001327124,"SG-Oststrasse 20, 3.5 ZWG 3.OG - 1031.876433.6c715e60-0ee5-11ec-8c59-005056bdbc06",rent,2021-10-12T19:06:26,,3,1600,,,,85,,Oststrasse 20,St. Gallen,9000,47.4316635131836,9.39398384094238,POINT (9.393983840942383 47.431663513183594),1076296,0.307692307692308
3001327633,08059.01.0103,rent,2021-10-12T20:00:04,,2,1150,140,1010,,47,1920,Linsebühlstrasse 35,St. Gallen,9000,47.4245948791504,9.38196849822998,POINT (9.38196849822998 47.42459487915039),1073553,0.0600000000000001
3001328642,37011.01.440010,rent,2021-10-13T07:22:04,,4,1200,,,,75,1920,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.0625
3001328643,37011.01.440020,rent,2021-10-13T08:19:48,,4,1260,210,1050,,67,1920,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.116666666666667
3001328644,37011.01.410030,rent,2021-10-13T08:19:49,,1,1160,200,960,,60,1920,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.0
3001328645,37011.01.420030,rent,2021-10-13T08:19:49,,2,1160,200,960,,60,1920,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.0
3001328965,10057.2.1021,rent,2021-10-12T23:09:52,,2,1095,100,995,,38,1930,Rickenstrasse 20,St. Gallen,9014,47.4074401855469,9.33251190185547,POINT (9.332511901855469 47.407440185546875),1069562,0.027027027027027
3001328999,22101.01.10002,rent,2021-10-12T19:07:42,,GF,1350,,,,77,,Schönbüelpark 12,St. Gallen,9016,47.4396553039551,9.41220855712891,POINT (9.412208557128906 47.43965530395508),190425699,0.0
3001329780,40892604,rent,2021-10-12T21:06:38,,,1120,,,,70,,Stationsweg 8,St. Gallen,9014,47.4075012207031,9.32912540435791,POINT (9.32912540435791 47.407501220703125),1068993,0.125
3001329858,47289267,rent,2021-10-12T23:28:16,,,890,,,,50,,Berneggstrasse 52,St. Gallen,9000,47.419017791748,9.37270641326904,POINT (9.372706413269043 47.41901779174805),1072162,0.0
3001330645,5741.goldinger.SM302.1109,rent,2021-10-12T19:53:36,,2,1000,,,,68,,Buchwaldstrasse 2,St. Gallen,9008,47.4361724853516,9.39269924163818,POINT (9.392699241638184 47.43617248535156),1074999,0.133333333333333
3001330772,5724-1.goldinger.SM302.1108,rent,2021-10-12T20:45:41,,2,1200,,,,82,,Buchwaldstrasse 2,St. Gallen,9008,47.4361724853516,9.39269924163818,POINT (9.392699241638184 47.43617248535156),1074999,0.366666666666667
3001317299,4700.2032-04,rent,2021-10-12T19:52:21,,3,1390,,,,,,Rorschacherstrasse 164,St. Gallen,9000,,,POINT(9.39707539834237 47.4317187290565),1075906,
3001321698,7145.2514,rent,2021-10-12T23:29:26,,1,1120,,,,44,2018,St. Georgenstrasse 159,St. Gallen,9011,,,POINT(9.39104272688362 47.4147356928072),191606857,0.0
3001331497,949200.01.0202,rent,2021-10-12T20:13:42,,2,1730,,,,102,1971,Zwinglistrasse 19,St. Gallen,9000,47.4256134033203,9.37030601501465,POINT (9.370306015014648 47.42561340332031),1071271,0.11304347826087
3001331624,5487-2.goldinger.SM264.1208,rent,2021-10-12T19:38:40,,3,1560,,,,71,,Langgasse 29,St. Gallen,9008,47.4360008239746,9.38662338256836,POINT (9.38662338256836 47.43600082397461),190764351,0.0142857142857142
3001332149,51811.02.0005,rent,2021-10-12T19:38:39,,GF,1490,,,,100,1998,Espentobelstrasse 5a,St. Gallen,9008,47.4407730102539,9.39692211151123,POINT (9.39692211151123 47.440773010253906),2717519,
3001332172,12103.02.10004,rent,2021-10-12T20:00:01,,GF,590,,,,35,,Sonnenhaldenstrasse 10a,St. Gallen,9008,47.4417457580566,9.39127922058105,POINT (9.391279220581055 47.44174575805664),1075166,0.0
3001332714,01.875440.3958b82b-0bf0-11ec-8c59-005056bdbc06,rent,2021-10-13T07:28:46,,,1500,,,,76,1900,Oberer Graben 8,St. Gallen,9000,47.4253044128418,9.37414360046387,POINT (9.374143600463867 47.4253044128418),,
3001333392,1k88z.l29cc,rent,2021-10-12T20:00:05,,2,1625,160,1465,,73,2016,Rappensteinstrasse 23,St. Gallen,9000,47.4312973022461,9.39998435974121,POINT (9.399984359741211 47.431297302246094),,
3001334101,1ik89.wbz1b,rent,2021-10-12T20:00:06,,1,2045,195,1850,,98,2016,Rappensteinstrasse 23,St. Gallen,9000,47.4312973022461,9.39998435974121,POINT (9.399984359741211 47.431297302246094),,
3001334112,8904.11.0002,rent,2021-10-12T19:07:46,,GF,1345,195,1150,,73,1995,Zilweg 13,St. Gallen,9016,47.4425430297852,9.40908527374268,POINT (9.409085273742676 47.442543029785156),2364201,0.0
3001334114,8904.21.0103,rent,2021-10-12T19:07:41,,1,1575,240,1335,,93,1995,Zilweg 15,St. Gallen,9016,47.4427108764648,9.40900611877441,POINT (9.409006118774414 47.442710876464844),2364202,0.0941176470588236
3001334788,53420.01.0301,rent,2021-10-13T08:19:48,,3,1150,120,1030,,,1920,Marktplatz 20,St. Gallen,9000,47.4261817932129,9.37494277954102,POINT (9.374942779541016 47.42618179321289),1072723,
3001335388,47314856,rent,2021-10-12T23:30:42,,,1500,,,,,,Brauerstrasse 40,St. Gallen,9016,47.4362831115723,9.40340232849121,POINT (9.403402328491211 47.436283111572266),1076282,
3001335398,47317607,rent,2021-10-12T23:28:14,,,900,,,,110,,Wildeggstrasse 20,St. Gallen,9000,47.4234085083008,9.3829870223999,POINT (9.382987022399902 47.42340850830078),1073435,0.1
3001335407,47319349,rent,2021-10-12T23:28:10,,,1450,,,,65,,Paradiesstrasse 2a,St. Gallen,9000,47.419059753418,9.36344051361084,POINT (9.36344051361084 47.41905975341797),2363732,0.1875
3001335808,1069.1006.878261.26fae24f-114a-11ec-8c59-005056bdbc06,rent,2021-10-13T08:39:51,,2,1190,220,970,,75,1920,Rorschacher Strasse 229,St. Gallen,9016,47.435791015625,9.40303707122803,POINT (9.403037071228027 47.435791015625),1076255,0.0131578947368421
3001336192,210909_4.5 Zi Whg._L2 - 1032.820763.b79d8347-a100-11eb-bcb9-005056bdbc06,rent,2021-10-12T20:13:43,,3,1780,,,,99,,Langweidstrasse 2,St. Gallen,9000,47.4125061035156,9.35506057739258,POINT (9.355060577392578 47.412506103515625),1069817,0.01
3001336193,210909_L4_2.5_2021.795316.00fa2d2a-7688-11eb-9a3b-005056bdbc06,rent,2021-10-13T09:12:51,,2,1250,150,1100,,53,,Langweidstrasse 4,St. Gallen,9000,47.4123268127441,9.35518360137939,POINT (9.355183601379395 47.41232681274414),1069923,0.0701754385964912
3001336198,210909_1.5 Zi Whg._1003.786285.28e18f25-66eb-11eb-9a3b-005056bdbc06,rent,2021-10-12T19:53:40,,1,660,,,,24,,Langweidstrasse 2,St. Gallen,9000,47.4125061035156,9.35506057739258,POINT (9.355060577392578 47.412506103515625),1069817,0.04
3001336200,210909-L4-5.5 Zi Whg_2033.738826.db39930d-144c-11eb-ab2f-005056bdbc06,rent,2021-10-12T19:06:30,,3,1980,,,,125,,Langweidstrasse 4,St. Gallen,9000,47.4123268127441,9.35518360137939,POINT (9.355183601379395 47.41232681274414),1069923,0.0775862068965518
3001336203,210909_4.5 Zi Whg._2013.843355.e09a6347-ca77-11eb-8a82-005056bdbc06,rent,2021-10-12T19:06:30,,1,2190,270,1920,,123,,Langweidstrasse 8,St. Gallen,9000,47.4123954772949,9.35590171813965,POINT (9.355901718139648 47.41239547729492),1069925,0.0390625
3001336208,210909_2 Zi Whg._2041.867469.d2609d3e-fc08-11eb-8985-005056bdbc06,rent,2021-10-12T20:47:05,,4,1300,150,1150,,45,,Langweidstrasse 8,St. Gallen,9000,47.4123954772949,9.35590171813965,POINT (9.355901718139648 47.41239547729492),1069925,0.25
3001336213,210909_5.5 Zi Whg._2023_2033.878368.6c01e583-1129-11ec-8c59-005056bdbc06,rent,2021-10-13T07:19:28,,2,2340,270,2070,,123,,Langweidstrasse 8,St. Gallen,9000,47.4123954772949,9.35590171813965,POINT (9.355901718139648 47.41239547729492),1069925,0.0390625
3001336410,5419.09.0047,rent,2021-10-12T21:06:36,,4,1510,,,,103,1979,Zilweg 11,St. Gallen,9016,47.442626953125,9.40856456756592,POINT (9.408564567565918 47.442626953125),1077114,0.0
3001337174,10104.1.1042,rent,2021-10-12T20:14:51,,4,1300,,,,61,,Rickenstrasse 4,St. Gallen,9014,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556,0.0
3001337225,6811.15.0101,rent,2021-10-12T19:07:46,,1,1440,,,,88,2020,Bernhardswiesstrasse 34,St. Gallen,9014,47.4072074890137,9.33975696563721,POINT (9.339756965637207 47.40720748901367),191548993,0.0114942528735633
