id,object_ref,category,date,flatType,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,lat,lng,wkt,gwr_egid,match_accuracy,price_per_sqm,price_per_room,flat_cat,cat,egid,ren_potential,LR_DAY,LR_NIGHT,ES,COMM_USE_D,EXP_LIM_D,EXP_LIM_N,EXP_LIM,noise_below,quartier_nummer,quartier_kreis,quartier_quartiergr,quartier_statistisc
3001318375,08058.01.0109,rent,2021-10-13 07:37:02,,4,1490,180.0,1310.0,,82,1920.0,Brühlbleichestrasse 10,St. Gallen,9000,47.4305038452148,9.38340282440186,POINT (9.383402824401855 47.430503845214844),1072939,0.0352941176470588,18.170731707317074,372.5,M,c,1072939,False,54.0,46.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,207,Centrum,St.Jakob,St.Jakob
3001319171,5566.2007,rent,2021-10-12 20:46:59,,2,1200,,,,56,,Wildeggstrasse 16,St. Gallen,9000,47.4232139587402,9.38241863250732,POINT (9.382418632507324 47.423213958740234),1073439,0.0,21.428571428571427,600.0,S,e,1073439,True,61.0,46.0,ES II,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001319741,55403.01.0401,rent,2021-10-12 20:47:00,,4,1350,170.0,1180.0,,73,1919.0,Wildeggstr. 7,St. Gallen,9000,47.4232711791992,9.38164901733398,POINT (9.381649017333984 47.42327117919922),1073443,0.258620689655172,18.493150684931507,675.0,S,e,1073443,False,58.0,43.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001319742,55408.01.0401,rent,2021-10-13 07:28:49,,4,1490,190.0,1300.0,,75,1911.0,Waldaustrasse 2,St. Gallen,9000,47.4203186035156,9.35294151306152,POINT (9.352941513061523 47.420318603515625),1070381,0.0135135135135136,19.866666666666667,496.6666666666667,M,d,1070381,False,,,,,,,,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001320785,07009.05.5032,rent,2021-10-13 09:12:43,,3,1290,180.0,1110.0,,80,,Speicherstr. 29,St. Gallen,9000,47.4248085021973,9.38529205322266,POINT (9.385292053222656 47.424808502197266),1073408,0.230769230769231,16.125,645.0,S,e,1073408,True,63.0,52.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001321210,1696.01.0301,rent,2021-10-12 19:05:15,,3,1290,,,,77,1953.0,Langgasse 36,St. Gallen,9008,47.4360466003418,9.38742446899414,POINT (9.38742446899414 47.4360466003418),1074852,0.0128205128205128,16.753246753246753,430.0,M,c,1074852,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001321244,7797.05.0101,rent,2021-10-12 19:05:11,,1,1635,280.0,1355.0,,90,1968.0,Oberzilstrasse 6,St. Gallen,9016,47.4412536621094,9.40854740142822,POINT (9.408547401428223 47.441253662109375),1077119,0.0,18.166666666666668,408.75,M,c,1077119,True,53.0,45.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001321685,5676-1.goldinger.SM302.1111,rent,2021-10-12 20:45:40,,3,1170,,,,76,,Buchwaldstrasse 2,St. Gallen,9008,47.4361724853516,9.39269924163818,POINT (9.392699241638184 47.43617248535156),1074999,0.266666666666667,15.394736842105264,292.5,M,b,1074999,False,52.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001327124,"SG-Oststrasse 20, 3.5 ZWG 3.OG - 1031.876433.6c715e60-0ee5-11ec-8c59-005056bdbc06",rent,2021-10-12 19:06:26,,3,1600,,,,85,,Oststrasse 20,St. Gallen,9000,47.4316635131836,9.39398384094238,POINT (9.393983840942383 47.431663513183594),1076296,0.307692307692308,18.823529411764707,400.0,M,c,1076296,False,,,,,,,,True,303,Osten,St.Fiden,St.Fiden-Krontal
3001327633,08059.01.0103,rent,2021-10-12 20:00:04,,2,1150,140.0,1010.0,,47,1920.0,Linsebühlstrasse 35,St. Gallen,9000,47.4245948791504,9.38196849822998,POINT (9.38196849822998 47.42459487915039),1073553,0.0600000000000001,24.46808510638298,383.3333333333333,M,c,1073553,False,65.0,54.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001328642,37011.01.440010,rent,2021-10-13 07:22:04,,4,1200,,,,75,1920.0,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.0625,16.0,300.0,M,c,1070356,False,58.0,50.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001328643,37011.01.440020,rent,2021-10-13 08:19:48,,4,1260,210.0,1050.0,,67,1920.0,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.116666666666667,18.80597014925373,420.0,M,c,1070356,False,58.0,50.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001328644,37011.01.410030,rent,2021-10-13 08:19:49,,1,1160,200.0,960.0,,60,1920.0,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.0,19.333333333333332,386.6666666666667,M,c,1070356,False,58.0,50.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001328645,37011.01.420030,rent,2021-10-13 08:19:49,,2,1160,200.0,960.0,,60,1920.0,Badstrasse 8,St. Gallen,9000,47.4190864562988,9.35286998748779,POINT (9.352869987487793 47.41908645629883),1070356,0.0,19.333333333333332,386.6666666666667,M,c,1070356,False,58.0,50.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001328965,10057.2.1021,rent,2021-10-12 23:09:52,,2,1095,100.0,995.0,,38,1930.0,Rickenstrasse 20,St. Gallen,9014,47.4074401855469,9.33251190185547,POINT (9.332511901855469 47.407440185546875),1069562,0.027027027027027,28.81578947368421,547.5,S,d,1069562,False,,,,,,,,True,110,Westen,Bruggen,Boppartshof-Hinterberg
3001328999,22101.01.10002,rent,2021-10-12 19:07:42,,GF,1350,,,,77,,Schönbüelpark 12,St. Gallen,9016,47.4396553039551,9.41220855712891,POINT (9.412208557128906 47.43965530395508),190425699,0.0,17.532467532467532,675.0,S,e,190425699,False,70.0,64.0,ES III,Wohnen,≥AW,">IGW, <AW",≥AW,False,307,Osten,Neudorf,Achslen-Wilen
3001329780,40892604,rent,2021-10-12 21:06:38,,,1120,,,,70,,Stationsweg 8,St. Gallen,9014,47.4075012207031,9.32912540435791,POINT (9.32912540435791 47.407501220703125),1068993,0.125,16.0,373.3333333333333,M,c,1068993,False,57.0,50.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,109,Westen,Bruggen,Bruggen-Zürcherstrasse
3001329858,47289267,rent,2021-10-12 23:28:16,,,890,,,,50,,Berneggstrasse 52,St. Gallen,9000,47.419017791748,9.37270641326904,POINT (9.372706413269043 47.41901779174805),1072162,0.0,17.8,445.0,S,c,1072162,False,60.0,47.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,204,Centrum,St.Georgen,St.Georgen-Bernegg
3001330645,5741.goldinger.SM302.1109,rent,2021-10-12 19:53:36,,2,1000,,,,68,,Buchwaldstrasse 2,St. Gallen,9008,47.4361724853516,9.39269924163818,POINT (9.392699241638184 47.43617248535156),1074999,0.133333333333333,14.705882352941176,333.3333333333333,M,c,1074999,False,52.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001330772,5724-1.goldinger.SM302.1108,rent,2021-10-12 20:45:41,,2,1200,,,,82,,Buchwaldstrasse 2,St. Gallen,9008,47.4361724853516,9.39269924163818,POINT (9.392699241638184 47.43617248535156),1074999,0.366666666666667,14.634146341463415,400.0,M,c,1074999,False,52.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001321698,7145.2514,rent,2021-10-12 23:29:26,,1,1120,,,,44,2018.0,St. Georgenstrasse 159,St. Gallen,9011,,,POINT(9.39104272688362 47.4147356928072),191606857,0.0,25.454545454545453,560.0,S,d,191606857,False,59.0,44.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,209,Centrum,St.Georgen,St.Georgen-Bach
3001331497,949200.01.0202,rent,2021-10-12 20:13:42,,2,1730,,,,102,1971.0,Zwinglistrasse 19,St. Gallen,9000,47.4256134033203,9.37030601501465,POINT (9.370306015014648 47.42561340332031),1071271,0.11304347826087,16.96078431372549,432.5,M,c,1071271,True,53.0,40.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001331624,5487-2.goldinger.SM264.1208,rent,2021-10-12 19:38:40,,3,1560,,,,71,,Langgasse 29,St. Gallen,9008,47.4360008239746,9.38662338256836,POINT (9.38662338256836 47.43600082397461),190764351,0.0142857142857142,21.971830985915492,780.0,S,f,190764351,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001332172,12103.02.10004,rent,2021-10-12 20:00:01,,GF,590,,,,35,,Sonnenhaldenstrasse 10a,St. Gallen,9008,47.4417457580566,9.39127922058105,POINT (9.391279220581055 47.44174575805664),1075166,0.0,16.857142857142858,590.0,S,d,1075166,True,,,,,,,,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001334112,8904.11.0002,rent,2021-10-12 19:07:46,,GF,1345,195.0,1150.0,,73,1995.0,Zilweg 13,St. Gallen,9016,47.4425430297852,9.40908527374268,POINT (9.409085273742676 47.442543029785156),2364201,0.0,18.424657534246574,672.5,S,e,2364201,False,,,,,,,,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001334114,8904.21.0103,rent,2021-10-12 19:07:41,,1,1575,240.0,1335.0,,93,1995.0,Zilweg 15,St. Gallen,9016,47.4427108764648,9.40900611877441,POINT (9.409006118774414 47.442710876464844),2364202,0.0941176470588236,16.93548387096774,393.75,M,c,2364202,False,,,,,,,,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001335398,47317607,rent,2021-10-12 23:28:14,,,900,,,,110,,Wildeggstrasse 20,St. Gallen,9000,47.4234085083008,9.3829870223999,POINT (9.382987022399902 47.42340850830078),1073435,0.1,8.181818181818182,225.0,M,b,1073435,False,61.0,47.0,ES II,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001335407,47319349,rent,2021-10-12 23:28:10,,,1450,,,,65,,Paradiesstrasse 2a,St. Gallen,9000,47.419059753418,9.36344051361084,POINT (9.36344051361084 47.41905975341797),2363732,0.1875,22.307692307692307,483.3333333333333,M,d,2363732,True,48.0,38.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001335808,1069.1006.878261.26fae24f-114a-11ec-8c59-005056bdbc06,rent,2021-10-13 08:39:51,,2,1190,220.0,970.0,,75,1920.0,Rorschacher Strasse 229,St. Gallen,9016,47.435791015625,9.40303707122803,POINT (9.403037071228027 47.435791015625),1076255,0.0131578947368421,15.866666666666667,297.5,M,b,1076255,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3001336192,210909_4.5 Zi Whg._L2 - 1032.820763.b79d8347-a100-11eb-bcb9-005056bdbc06,rent,2021-10-12 20:13:43,,3,1780,,,,99,,Langweidstrasse 2,St. Gallen,9000,47.4125061035156,9.35506057739258,POINT (9.355060577392578 47.412506103515625),1069817,0.01,17.97979797979798,445.0,M,c,1069817,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001336193,210909_L4_2.5_2021.795316.00fa2d2a-7688-11eb-9a3b-005056bdbc06,rent,2021-10-13 09:12:51,,2,1250,150.0,1100.0,,53,,Langweidstrasse 4,St. Gallen,9000,47.4123268127441,9.35518360137939,POINT (9.355183601379395 47.41232681274414),1069923,0.0701754385964912,23.58490566037736,625.0,S,e,1069923,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001336198,210909_1.5 Zi Whg._1003.786285.28e18f25-66eb-11eb-9a3b-005056bdbc06,rent,2021-10-12 19:53:40,,1,660,,,,24,,Langweidstrasse 2,St. Gallen,9000,47.4125061035156,9.35506057739258,POINT (9.355060577392578 47.412506103515625),1069817,0.04,27.5,660.0,S,e,1069817,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001336200,210909-L4-5.5 Zi Whg_2033.738826.db39930d-144c-11eb-ab2f-005056bdbc06,rent,2021-10-12 19:06:30,,3,1980,,,,125,,Langweidstrasse 4,St. Gallen,9000,47.4123268127441,9.35518360137939,POINT (9.355183601379395 47.41232681274414),1069923,0.0775862068965518,15.84,396.0,L,c,1069923,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001336203,210909_4.5 Zi Whg._2013.843355.e09a6347-ca77-11eb-8a82-005056bdbc06,rent,2021-10-12 19:06:30,,1,2190,270.0,1920.0,,123,,Langweidstrasse 8,St. Gallen,9000,47.4123954772949,9.35590171813965,POINT (9.355901718139648 47.41239547729492),1069925,0.0390625,17.804878048780488,438.0,L,c,1069925,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001336208,210909_2 Zi Whg._2041.867469.d2609d3e-fc08-11eb-8985-005056bdbc06,rent,2021-10-12 20:47:05,,4,1300,150.0,1150.0,,45,,Langweidstrasse 8,St. Gallen,9000,47.4123954772949,9.35590171813965,POINT (9.355901718139648 47.41239547729492),1069925,0.25,28.88888888888889,650.0,S,e,1069925,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001336213,210909_5.5 Zi Whg._2023_2033.878368.6c01e583-1129-11ec-8c59-005056bdbc06,rent,2021-10-13 07:19:28,,2,2340,270.0,2070.0,,123,,Langweidstrasse 8,St. Gallen,9000,47.4123954772949,9.35590171813965,POINT (9.355901718139648 47.41239547729492),1069925,0.0390625,19.024390243902438,468.0,L,d,1069925,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001336410,5419.09.0047,rent,2021-10-12 21:06:36,,4,1510,,,,103,1979.0,Zilweg 11,St. Gallen,9016,47.442626953125,9.40856456756592,POINT (9.408564567565918 47.442626953125),1077114,0.0,14.660194174757281,377.5,M,c,1077114,True,,,,,,,,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001337174,10104.1.1042,rent,2021-10-12 20:14:51,,4,1300,,,,61,,Rickenstrasse 4,St. Gallen,9014,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556,0.0,21.311475409836067,325.0,M,c,1069556,False,,,,,,,,True,110,Westen,Bruggen,Boppartshof-Hinterberg
3001337225,6811.15.0101,rent,2021-10-12 19:07:46,,1,1440,,,,88,2020.0,Bernhardswiesstrasse 34,St. Gallen,9014,47.4072074890137,9.33975696563721,POINT (9.339756965637207 47.40720748901367),191548993,0.0114942528735633,16.363636363636363,480.0,M,d,191548993,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001339504,0535,rent,2021-10-12 19:07:47,,GF,1420,,,,90,2020.0,Hechtackerstrasse 12g,St. Gallen,9014,47.4076156616211,9.34005165100098,POINT (9.340051651000977 47.407615661621094),191548985,0.0,15.777777777777779,473.3333333333333,M,d,191548985,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001340922,W4 2OG,rent,2021-10-12 23:09:54,,3,1020,,,,80,1921.0,Walserstrasse 4,St. Gallen,9014,47.407413482666,9.33434104919434,POINT (9.334341049194336 47.407413482666016),1069570,0.194029850746269,12.75,340.0,M,c,1069570,False,50.0,41.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,110,Westen,Bruggen,Boppartshof-Hinterberg
3001342548,47374447,rent,2021-10-12 19:05:16,,,1250,,,,80,,Hüttenwiesstrasse 9,St. Gallen,9016,47.4386978149414,9.40172481536865,POINT (9.401724815368652 47.438697814941406),190699669,0.0476190476190477,15.625,416.6666666666667,M,c,190699669,False,68.0,62.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001345530,1629.01.0006,rent,2021-10-13 09:12:52,,2,1250,140.0,1110.0,,48,1900.0,Brühlgasse 50,St. Gallen,9000,47.4246788024902,9.37870025634766,POINT (9.378700256347656 47.424678802490234),1072658,0.04,26.041666666666668,625.0,S,e,1072658,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt
3001335387,47314936,rent,2021-10-12 19:05:03,,,1050,,,,50,,St. Georgenstrasse 100b,St. Gallen,9011,,,POINT(9.38348020376112 47.4152590944127),1073989,0.111111111111111,21.0,525.0,S,d,1073989,False,,,,,,,,True,209,Centrum,St.Georgen,St.Georgen-Bach
3001339138,1253-2.goldinger.SM264.1204_1,rent,2021-10-12 19:06:25,,1,1600,,,,85,,Langgasse 29,St. Gallen,9000,,,POINT(9.37496552806583 47.4249567559955),1072567,0.491228070175439,18.823529411764707,800.0,S,f,1072567,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt
3001340282,42201.01.10102,rent,2021-10-12 20:00:04,,1,1160,,,,71,,Zürcherstrasse 55,St. Gallen,9000,,,POINT(9.35195689466839 47.4181065513374),1070261,0.0923076923076922,16.338028169014084,580.0,S,d,1070261,False,68.0,60.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001434165,64564,rent,2021-10-19 15:46:06,,2,940,140.0,800.0,,56,,Teufenerstrasse 180,St. Gallen,9012,,,POINT(9.36907626387543 47.4076913597964),1071327,0.302325581395349,16.785714285714285,470.0,S,d,1071327,False,68.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli
3001345902,4547.01.0302,rent,2021-10-12 20:00:04,,3,1105,,,,41,,Schwalbenstrasse 10,St. Gallen,9000,47.427001953125,9.38384819030762,POINT (9.383848190307617 47.427001953125),1073663,0.0465116279069767,26.951219512195124,552.5,S,d,1073663,False,58.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001346082,23037.01.400020,rent,2021-10-12 23:30:40,,GF,1310,,,,98,,Langgasse 153,St. Gallen,9008,47.449104309082,9.39769840240479,POINT (9.397698402404785 47.44910430908203),2363503,0.0101010101010101,13.36734693877551,436.6666666666667,M,c,2363503,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001346308,51218.01.0201,rent,2021-10-13 08:18:26,,2,2790,400.0,2390.0,,147,2004.0,Bubenbergstr. 4,St. Gallen,9000,47.4184036254883,9.37905502319336,POINT (9.37905502319336 47.41840362548828),160007585,0.0264900662251656,18.979591836734695,558.0,L,d,160007585,False,,,,,,,,True,204,Centrum,St.Georgen,St.Georgen-Bernegg
3001346929,41059445,rent,2021-10-12 20:12:26,,,1340,,,,80,,Bernhardswiesstrasse 33,St. Gallen,9014,47.4071235656738,9.34114456176758,POINT (9.341144561767578 47.40712356567383),1069641,0.0810810810810811,16.75,335.0,M,c,1069641,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001347558,189.1.45im2OGg,rent,2021-10-13 07:22:03,,2,1290,,,,80,,Brauerstrasse 1,St. Gallen,9000,47.4335517883301,9.39944362640381,POINT (9.399443626403809 47.43355178833008),1076225,0.0,16.125,322.5,M,c,1076225,False,62.0,56.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3001347559,189.1.35im3oGG,rent,2021-10-13 09:12:44,,3,1300,100.0,1200.0,,65,,Brauerstrasse 1,St. Gallen,9000,47.4335517883301,9.39944362640381,POINT (9.399443626403809 47.43355178833008),1076225,0.625,20.0,433.3333333333333,M,c,1076225,False,62.0,56.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3001347688,880233.38965c7b-1550-11ec-8c59-005056bdbc06,rent,2021-10-12 19:05:12,,4,850,,,,26,,Teufener Strasse 10,St. Gallen,9000,47.4206771850586,9.37107753753662,POINT (9.371077537536621 47.420677185058594),1072313,0.133333333333333,32.69230769230769,850.0,S,f,1072313,False,61.0,48.0,ES III,Arbeiten,≤PW,≤PW,≤PW,True,205,Centrum,Innenstadt,St.Leonhard-Ost
3001347881,A9UXD3S_2ZBJW4T,rent,2021-10-12 19:53:34,,GF,1020,,,,60,,Farbgutstrasse 10,St. Gallen,9008,47.4352493286133,9.38732147216797,POINT (9.387321472167969 47.43524932861328),2363176,0.0344827586206897,17.0,255.0,M,b,2363176,False,50.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001348433,23029.03.420030,rent,2021-10-13 08:20:09,,2,1660,210.0,1450.0,,92,1976.0,Sonnrainweg 8,St. Gallen,9008,47.4480819702148,9.39764785766602,POINT (9.397647857666016 47.448081970214844),1075539,0.15,18.043478260869566,415.0,M,c,1075539,True,61.0,52.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001349993,A9UXD3S_2ZBJW4T,rent,2021-10-12 19:53:34,,GF,1020,,,,60,,Farbgutstrasse 10,St. Gallen,9008,47.4352493286133,9.38732147216797,POINT (9.387321472167969 47.43524932861328),2363176,0.0344827586206897,17.0,255.0,M,b,2363176,False,50.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001350433,07009.05.5012,rent,2021-10-13 07:27:30,,1,1300,,,,83,,Speicherstr. 29,St. Gallen,9000,47.4248085021973,9.38529205322266,POINT (9.385292053222656 47.424808502197266),1073408,0.0777777777777777,15.662650602409638,433.3333333333333,M,c,1073408,True,63.0,52.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001350437,07930.02.0024,rent,2021-10-13 07:22:02,,3,1300,220.0,1080.0,,69,1956.0,Wiesentalstr. 14,St. Gallen,9000,47.4329490661621,9.39658451080322,POINT (9.396584510803223 47.43294906616211),1076156,0.028169014084507,18.840579710144926,433.3333333333333,M,c,1076156,False,51.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,303,Osten,St.Fiden,St.Fiden-Krontal
3001350438,08069.01.1102,rent,2021-10-12 20:45:41,,1,1240,,,,86,1920.0,Iddastrasse 22,St. Gallen,9008,47.4367256164551,9.38694858551025,POINT (9.386948585510254 47.43672561645508),1075234,0.232142857142857,14.418604651162791,310.0,M,c,1075234,False,54.0,47.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001350623,01706.01.0002,rent,2021-10-12 19:05:13,,GF,780,,,,54,1950.0,Volksbadstrasse 8,St. Gallen,9000,47.428596496582,9.38481998443604,POINT (9.384819984436035 47.42859649658203),1072909,0.0,14.444444444444445,390.0,S,c,1072909,False,55.0,47.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,207,Centrum,St.Jakob,St.Jakob
3001350678,08083.01.0131,rent,2021-10-12 19:38:34,,3,1695,,,,117,1988.0,Langgasse 9,St. Gallen,9008,47.434497833252,9.38464164733887,POINT (9.384641647338867 47.43449783325195),1074760,0.0,14.487179487179487,423.75,M,c,1074760,True,64.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001350682,1055.2101.880859.98c1e58d-1636-11ec-8c59-005056bdbc06,rent,2021-10-12 19:06:27,,GF,1790,200.0,1590.0,,77,,Grenzstrasse 1,St. Gallen,9000,47.4178848266602,9.35994911193848,POINT (9.359949111938477 47.417884826660156),190726651,0.0,23.246753246753247,596.6666666666666,M,d,190726651,False,,,,,,,,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001352407,08083.03.0351,rent,2021-10-12 19:38:41,,5,1515,,,,108,1988.0,Langgasse 13,St. Gallen,9008,47.4346694946289,9.38483333587646,POINT (9.384833335876465 47.434669494628906),1074762,0.0693069306930694,14.027777777777779,757.5,S,f,1074762,True,64.0,56.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001354881,20120.1.1032,rent,2021-10-13 08:39:56,,3,1801,250.0,1551.0,,91,1981.0,Tablatstrasse 10,St. Gallen,9016,47.4377517700195,9.4197244644165,POINT (9.419724464416504 47.43775177001953),1076760,0.0,19.791208791208792,450.25,M,d,1076760,True,63.0,54.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,307,Osten,Neudorf,Achslen-Wilen
3001354883,20120.4.4041,rent,2021-10-13 08:39:57,,4,1685,250.0,1435.0,,91,1981.0,Tablatstrasse 10c,St. Gallen,9016,47.4372634887695,9.41964054107666,POINT (9.41964054107666 47.43726348876953),1076763,0.0,18.516483516483518,421.25,M,c,1076763,True,57.0,48.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,307,Osten,Neudorf,Achslen-Wilen
3001354885,20120.2.2032,rent,2021-10-12 21:06:37,,3,1738,250.0,1488.0,,91,1981.0,Tablatstrasse 10a,St. Gallen,9016,47.4375915527344,9.41968631744385,POINT (9.419686317443848 47.437591552734375),1076761,0.0,19.0989010989011,434.5,M,c,1076761,True,59.0,51.0,ES II,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,307,Osten,Neudorf,Achslen-Wilen
3001356526,6170.03.0036,rent,2021-10-12 19:07:43,,1,1400,200.0,1200.0,,76,1968.0,Zilstrasse 6,St. Gallen,9016,47.4408302307129,9.40460872650146,POINT (9.404608726501465 47.44083023071289),1076954,0.0410958904109588,18.42105263157895,466.6666666666667,M,d,1076954,True,48.0,42.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
