id,object_ref,category,date,flatType,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,lat,lng,wkt,gwr_egid,match_accuracy,price_per_sqm,price_per_room,flat_cat,cat,egid,ren_potential,LR_DAY,LR_NIGHT,ES,COMM_USE_D,EXP_LIM_D,EXP_LIM_N,EXP_LIM,noise_below,quartier_nummer,quartier_kreis,quartier_quartiergr,quartier_statistisc
108761792,hgok2876852,rent,2021-10-12 19:06:18,,4,1745,200.0,1545.0,,100,1900.0,Berneggstrasse 28,St. Gallen,9000,47.4208984375,9.37622547149658,POINT (9.376225471496582 47.4208984375),9003527,0.0384615384615384,17.45,436.25,M,c,9003527,False,,,,,,,,True,204,Centrum,St.Georgen,St.Georgen-Bernegg
2147994348,44.53.3003.499622.e75b7976-c57b-11e9-9cb0-a4bf01195aaa,rent,2021-10-12 19:08:41,,3,1720,,,,72,2017.0,Heiligkreuzstrasse 53,St. Gallen,9008,47.4404067993164,9.3939847946167,POINT (9.3939847946167 47.440406799316406),191521871,0.0,23.88888888888889,573.3333333333334,M,d,191521871,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3000166218,21301.01.420030,rent,2021-10-12 20:47:01,,2,1150,,,,87,,Lindenstrasse 76,St. Gallen,9000,47.4330558776855,9.39382934570312,POINT (9.393829345703125 47.43305587768555),1076110,0.0609756097560976,13.218390804597702,383.3333333333333,M,c,1076110,False,60.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,303,Osten,St.Fiden,St.Fiden-Krontal
3000251780,hgoe3023792,rent,2021-10-13 07:27:31,,2,1390,,,,80,,Feldlistrasse 11,St. Gallen,9000,47.4216995239258,9.35613536834717,POINT (9.356135368347168 47.42169952392578),1070469,0.111111111111111,17.375,463.3333333333333,M,d,1070469,False,60.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3000402506,03159.01.0132,rent,2021-10-12 19:06:30,,3,2130,240.0,1890.0,,97,1920.0,Goliathgasse 37,St. Gallen,9000,47.4279747009277,9.37712287902832,POINT (9.37712287902832 47.427974700927734),1072768,0.0,21.95876288659794,532.5,M,d,1072768,False,64.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,206,Centrum,Innenstadt,Altstadt
3000538335,44031.01.430030,rent,2021-10-12 20:48:13,,3,1330,,,,90,,Oberstrasse 87,St. Gallen,9000,47.4164085388184,9.36261463165283,POINT (9.362614631652832 47.41640853881836),1071724,0.0344827586206897,14.777777777777779,332.5,M,c,1071724,True,66.0,56.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli
3000688515,23037.02.410020,rent,2021-10-12 20:45:41,,1,1200,,,,77,,Langgasse 155,St. Gallen,9008,47.449348449707,9.39771270751953,POINT (9.397712707519531 47.44934844970703),1075536,0.0,15.584415584415584,400.0,M,c,1075536,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3000780700,xupkr.x371g,rent,2021-10-12 19:38:44,,2,1120,150.0,970.0,,85,1980.0,Oberstrasse 123,St. Gallen,9000,47.4147109985352,9.35912609100342,POINT (9.359126091003418 47.414710998535156),1069843,0.118421052631579,13.176470588235293,280.0,M,b,1069843,False,64.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3000830705,23029.02.410010,rent,2021-10-12 23:17:47,,1,1540,190.0,1350.0,,84,1976.0,Sonnrainweg 6,St. Gallen,9008,47.4482727050781,9.39763641357422,POINT (9.397636413574219 47.448272705078125),1075538,0.4,18.333333333333332,513.3333333333334,M,d,1075538,True,62.0,53.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3000836173,Langgasse.89.1402,rent,2021-10-12 19:05:08,,4,1090,,,,76,,Langgasse 89,St. Gallen,9008,47.4400329589844,9.39156341552734,POINT (9.391563415527344 47.440032958984375),1075179,0.155555555555556,14.342105263157896,272.5,M,b,1075179,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3000861228,23030.02.410010,rent,2021-10-12 23:30:39,,1,1540,190.0,1350.0,,84,1976.0,Sonnrainweg 12,St. Gallen,9008,47.4477005004883,9.39766311645508,POINT (9.397663116455078 47.44770050048828),1075528,0.4,18.333333333333332,513.3333333333334,M,d,1075528,True,53.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3000872761,3644.03.0002,rent,2021-10-12 19:38:48,,GF,1180,180.0,1000.0,,47,1919.0,Linsebühlstrasse 16,St. Gallen,9000,47.4243240356445,9.38075637817383,POINT (9.380756378173828 47.42432403564453),1073522,0.0930232558139534,25.106382978723403,590.0,S,d,1073522,True,66.0,55.0,ES III,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3000873636,108402.02.00006,rent,2021-10-12 19:08:58,,GF,1640,,,,83,1920.0,Ludwigstr. 21,St. Gallen,9010,47.4412498474121,9.37837314605713,POINT (9.378373146057129 47.44124984741211),1074636,0.0,19.759036144578314,546.6666666666666,M,d,1074636,False,,,,,,,,True,301,Osten,Rotmonten,Rotmonten
3000873652,153401.01.00203,rent,2021-10-12 19:38:50,,2,900,,,,71,1920.0,Tschudistr. 36,St. Gallen,9000,47.4163856506348,9.36409378051758,POINT (9.364093780517578 47.416385650634766),1071742,0.0142857142857142,12.67605633802817,225.0,M,b,1071742,False,,,,,,,,True,203,Centrum,Riethüsli,Riethüsli
3000873750,148101.01.00102,rent,2021-10-12 20:46:55,,1,1150,,,,77,1958.0,St. Georgen-Str. 39,St. Gallen,9000,47.4195594787598,9.37901306152344,POINT (9.379013061523438 47.419559478759766),1073294,0.0,14.935064935064934,287.5,M,b,1073294,False,63.0,53.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3000888275,ZX429008,rent,2021-10-12 20:00:06,,2,1240,,,,71,,Langgasse 70,St. Gallen,9008,47.4388046264648,9.39048862457275,POINT (9.390488624572754 47.438804626464844),1074945,0.323809523809524,17.464788732394368,310.0,M,c,1074945,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3000922116,verwaltung,rent,2021-10-12 20:46:53,,4,1454,194.0,1260.0,,85,1968.0,Dianastrasse 10,St. Gallen,9000,47.4327964782715,9.38241004943848,POINT (9.382410049438477 47.432796478271484),1072947,0.37037037037037,17.105882352941176,290.8,L,b,1072947,True,58.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,207,Centrum,St.Jakob,St.Jakob
3000924363,10254.1.1004.1,rent,2021-10-12 19:07:37,,1,790,,,,60,,Brauerstrasse 5,St. Gallen,9000,47.4337387084961,9.39980602264404,POINT (9.399806022644043 47.433738708496094),1076227,0.5,13.166666666666666,395.0,S,c,1076227,False,62.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3000929497,3015532,rent,2021-10-13 09:12:50,,3,1250,170.0,1080.0,,80,,Eisengasse 3,St. Gallen,9000,47.4253387451172,9.38271808624268,POINT (9.382718086242676 47.42533874511719),1073608,0.0666666666666667,15.625,312.5,M,c,1073608,False,,,,,,,,True,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3000939647,139101.02.00102,rent,2021-10-12 19:08:57,,1,1550,,,,91,1950.0,Ludwigstr. 17,St. Gallen,9010,47.4409484863281,9.37808418273926,POINT (9.378084182739258 47.440948486328125),1074634,0.0,17.032967032967033,387.5,M,c,1074634,False,,,,,,,,True,301,Osten,Rotmonten,Rotmonten
3000943788,10033.1.1041,rent,2021-10-12 20:47:02,,4,1370,140.0,1230.0,,69,1924.0,Buchentalstrasse 5,St. Gallen,9000,47.4334945678711,9.39832019805908,POINT (9.398320198059082 47.433494567871094),1076203,0.0,19.855072463768117,456.6666666666667,M,d,1076203,False,62.0,50.0,ES II,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3000946773,05902.01.0005,rent,2021-10-12 23:17:47,,2,1540,280.0,1260.0,,85,1959.0,Langgasse 92,St. Gallen,9008,47.4403915405273,9.39240264892578,POINT (9.392402648925781 47.440391540527344),1075154,0.0240963855421688,18.11764705882353,308.0,L,c,1075154,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3000946809,07006.01.1301,rent,2021-10-13 07:22:03,,3,1400,250.0,1150.0,,80,1920.0,Feldbachstrasse 10,St. Gallen,9000,47.4207611083984,9.3547191619873,POINT (9.354719161987305 47.42076110839844),1070846,0.0804597701149425,17.5,280.0,L,b,1070846,False,,,,,,,,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3000955021,8613.01.0312,rent,2021-10-12 19:08:59,,1,2120,305.0,1815.0,,117,1963.0,Sonnenhaldenstrasse 64,St. Gallen,9010,47.4397735595703,9.38191032409668,POINT (9.38191032409668 47.43977355957031),1074363,0.0,18.11965811965812,530.0,M,d,1074363,True,59.0,44.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301,Osten,Rotmonten,Rotmonten
3000969216,Helvetiastr 41 06.807929.649217a9-88c4-11eb-a60b-005056bdbc06,rent,2021-10-12 23:30:43,,1,910,,,,45,,Helvetiastrasse 41,St. Gallen,9000,47.4332618713379,9.3950719833374,POINT (9.395071983337402 47.43326187133789),1076158,0.0,20.22222222222222,455.0,S,d,1076158,True,55.0,45.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,303,Osten,St.Fiden,St.Fiden-Krontal
3000781315,Liegenschaftsverwaltung,rent,2021-10-12 23:28:17,,,1964,,,,113,1968.0,St. Jakobstrasse 91,St. Gallen,9000,,,POINT(9.38314563671964 47.4329525648893),1072953,0.164948453608248,17.38053097345133,392.8,L,c,1072953,True,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,207,Centrum,St.Jakob,St.Jakob
3000875562,10087.1.1011,rent,2021-10-13 09:12:39,,1,1290,230.0,1060.0,,72,,Teufenerstrasse 117,St. Gallen,9000,,,POINT(9.36380237534161 47.4139422047013),1071611,0.0909090909090908,17.916666666666668,322.5,M,c,1071611,False,69.0,61.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli
3000879659,2050117.01.000008,rent,2021-10-13 07:29:00,,6,1070,,,,50,,Gebäude Wassergasse 22,St. Gallen,9000,,,POINT(9.37334044542846 47.4210973366961),2364146,0.230769230769231,21.4,356.6666666666667,M,c,2364146,False,60.0,47.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,205,Centrum,Innenstadt,St.Leonhard-Ost
3000975218,4547.01.0501,rent,2021-10-13 07:37:05,,5,1400,,,,70,,Schwalbenstrasse 10,St. Gallen,9000,47.427001953125,9.38384819030762,POINT (9.383848190307617 47.427001953125),1073663,0.0277777777777778,20.0,466.6666666666667,M,d,1073663,False,58.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3000976414,148101.01.00103,rent,2021-10-12 20:47:02,,1,1150,,,,77,1958.0,St. Georgen-Str. 39,St. Gallen,9000,47.4195594787598,9.37901306152344,POINT (9.379013061523438 47.419559478759766),1073294,0.0,14.935064935064934,287.5,M,b,1073294,False,63.0,53.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3000981079,A18.355.132b,rent,2021-10-12 19:54:49,,4,1690,170.0,1520.0,,75,2016.0,Altmannstrasse 18,St. Gallen,9012,47.4130172729492,9.36433792114258,POINT (9.364337921142578 47.41301727294922),191428671,0.0273972602739727,22.533333333333335,563.3333333333334,M,d,191428671,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli
3000999080,3068710,rent,2021-10-12 20:45:44,,2,1500,,,,90,,Bernhardswiesstrasse 9,St. Gallen,9014,47.4086647033691,9.34245109558105,POINT (9.342451095581055 47.40866470336914),1069715,0.0109890109890109,16.666666666666668,300.0,L,c,1069715,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3000999081,3051663,rent,2021-10-12 23:09:54,,7,1070,,,,50,,Bernhardswiesstrasse 11,St. Gallen,9014,47.4083480834961,9.34207916259766,POINT (9.342079162597656 47.408348083496094),1069662,0.0416666666666667,21.4,535.0,S,d,1069662,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid
3001095694,7331.01.0014,rent,2021-10-12 23:30:39,,3,1320,,,,88,1972.0,Langgasse 108/110,St. Gallen,9008,,,POINT(9.39391377617665 47.441659805834),1075149,0.113924050632911,15.0,440.0,M,c,1075149,True,65.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001014618,999940.01.00409,rent,2021-10-12 19:06:29,,4,1860,,,,161,2009.0,Isenringweg 3,St. Gallen,9000,47.420238494873,9.35236835479736,POINT (9.352368354797363 47.42023849487305),190426029,0.0359281437125748,11.5527950310559,620.0,M,e,190426029,False,,,,,,,,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001016630,23036.02.410020,rent,2021-10-12 23:30:41,,1,1290,,,,94,,Langgasse 165,St. Gallen,9008,47.4505348205566,9.39797592163086,POINT (9.39797592163086 47.45053482055664),2363507,0.0105263157894737,13.72340425531915,322.5,M,c,2363507,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001027277,172901.01.00401,rent,2021-10-12 19:06:28,,4,1790,380.0,1410.0,,125,1920.0,Stahlstr. 5,St. Gallen,9000,47.4210357666016,9.35638999938965,POINT (9.356389999389648 47.42103576660156),1070453,0.0,14.32,358.0,L,c,1070453,False,51.0,44.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001102451,16.180.42,rent,2021-10-12 19:54:52,,1,1080,,,,110,,Teufenerstrasse 180,St. Gallen,9012,,,POINT(9.36907626387543 47.4076913597964),1071327,0.294117647058824,9.818181818181818,270.0,M,b,1071327,False,68.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli
3001030845,3124414,rent,2021-10-13 07:37:05,,3,1610,280.0,1330.0,,100,1953.0,Burgstrasse 64,St. Gallen,9000,47.4174880981445,9.35832500457764,POINT (9.358325004577637 47.41748809814453),1070219,0.0,16.1,322.0,L,c,1070219,False,62.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001030847,3124412,rent,2021-10-12 20:47:04,,GF,1380,280.0,1100.0,,90,1953.0,Burgstrasse 64,St. Gallen,9000,47.4174880981445,9.35832500457764,POINT (9.358325004577637 47.41748809814453),1070219,0.125,15.333333333333334,460.0,M,d,1070219,False,62.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001030848,3124413,rent,2021-10-13 07:28:40,,2,1900,280.0,1620.0,,100,1953.0,Burgstrasse 64,St. Gallen,9000,47.4174880981445,9.35832500457764,POINT (9.358325004577637 47.41748809814453),1070219,0.0,19.0,380.0,L,c,1070219,False,62.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001031567,6170.02.0019,rent,2021-10-12 19:07:44,,2,1390,200.0,1190.0,,76,1968.0,Zilstrasse 4a,St. Gallen,9016,47.4408798217773,9.4041633605957,POINT (9.404163360595703 47.440879821777344),1076953,0.0410958904109588,18.289473684210527,463.3333333333333,M,d,1076953,True,51.0,39.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001042243,2000203.01.000010,rent,2021-10-12 20:48:11,,2,1350,,,,140,,Bleichestrasse 11,St. Gallen,9000,47.4216804504395,9.37221050262451,POINT (9.372210502624512 47.42168045043945),1072387,0.555555555555556,9.642857142857142,337.5,M,c,1072387,False,65.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,205,Centrum,Innenstadt,St.Leonhard-Ost
3001042251,1212.01.0301,rent,2021-10-12 21:06:34,,3,1490,,,,102,1970.0,Achslenstr. 5,St. Gallen,9016,47.4326629638672,9.41385936737061,POINT (9.413859367370605 47.43266296386719),1076513,0.0,14.607843137254902,248.33333333333334,L,b,1076513,True,,,,,,,,True,306,Osten,Notkersegg,Hub-Schaugentobel
3001042300,7160.01.0009,rent,2021-10-12 19:53:43,,2,1290,170.0,1120.0,,64,1969.0,Zilstrasse 14,St. Gallen,9016,47.4414825439453,9.40545177459717,POINT (9.405451774597168 47.44148254394531),1076948,0.0491803278688525,20.15625,430.0,M,c,1076948,True,,,,,,,,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001052159,3134224,rent,2021-10-12 19:08:59,,1,2000,,,,100,,Kirchlistrasse 1,St. Gallen,9010,47.4400367736816,9.37997150421143,POINT (9.379971504211426 47.44003677368164),1074437,0.0,20.0,400.0,L,c,1074437,False,57.0,42.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301,Osten,Rotmonten,Rotmonten
3001052160,3134225,rent,2021-10-12 19:08:56,,,1100,,,,65,,Kirchlistrasse 1,St. Gallen,9010,47.4400367736816,9.37997150421143,POINT (9.379971504211426 47.44003677368164),1074437,0.35,16.923076923076923,220.0,L,b,1074437,False,57.0,42.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301,Osten,Rotmonten,Rotmonten
3001077557,7835.01.0203,rent,2021-10-12 19:38:46,,2,990,,,,61,1952.0,Grossackerstr. 10,St. Gallen,9000,47.4292640686035,9.39270114898682,POINT (9.392701148986816 47.429264068603516),1075967,0.0,16.229508196721312,330.0,M,c,1075967,False,59.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,303,Osten,St.Fiden,St.Fiden-Krontal
3001077667,23029.02.420030,rent,2021-10-12 20:00:01,,2,760,60.0,700.0,,24,1976.0,Sonnrainweg 6,St. Gallen,9008,47.4482727050781,9.39763641357422,POINT (9.397636413574219 47.448272705078125),1075538,0.2,31.666666666666668,760.0,S,f,1075538,True,62.0,53.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001077672,23036.01.410020,rent,2021-10-12 23:30:40,,1,1270,,,,94,,Langgasse 163,St. Gallen,9008,47.4503021240234,9.39786911010742,POINT (9.397869110107422 47.45030212402344),2363506,0.0105263157894737,13.51063829787234,317.5,M,c,2363506,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001082656,4165.4021,rent,2021-10-12 19:05:09,,2,1070,,,,83,1920.0,Langgasse 63,St. Gallen,9008,47.4384689331055,9.3895092010498,POINT (9.389509201049805 47.43846893310547),1075212,0.0375000000000001,12.891566265060241,267.5,M,b,1075212,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001091170,07439.01.0050,rent,2021-10-12 19:07:40,,1,1620,240.0,1380.0,,99,1981.0,Tablatstr. 12,St. Gallen,9016,47.4376907348633,9.42048072814941,POINT (9.420480728149414 47.43769073486328),1076853,0.0,16.363636363636363,405.0,M,c,1076853,True,63.0,54.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,307,Osten,Neudorf,Achslen-Wilen
3001093133,3645.02.0101,rent,2021-10-12 19:06:27,,1,1590,,,,68,1879.0,Spisergasse 27,St. Gallen,9000,47.4246826171875,9.37836074829102,POINT (9.378360748291016 47.4246826171875),1072622,0.0,23.38235294117647,530.0,M,d,1072622,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt
3001095313,25.19.101.837336.6d92dd63-bf82-11eb-bac8-005056bdbc06,rent,2021-10-12 19:07:45,,GF,1350,150.0,1200.0,,77,,Vogelherdstrasse 19,St. Gallen,9016,47.4366264343262,9.42048454284668,POINT (9.42048454284668 47.43662643432617),190357488,0.324561403508772,17.532467532467532,337.5,M,c,190357488,False,52.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,307,Osten,Neudorf,Achslen-Wilen
3001096690,A8705,rent,2021-10-12 19:06:25,,1,1620,,,,95,,Demutstrasse 7,St. Gallen,9000,47.4175682067871,9.38098335266113,POINT (9.380983352661133 47.41756820678711),1071984,0.05,17.05263157894737,405.0,M,c,1071984,False,60.0,46.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,204,Centrum,St.Georgen,St.Georgen-Bernegg
3001096691,A8706,rent,2021-10-12 19:06:27,,2,1590,,,,90,,Demutstrasse 7,St. Gallen,9000,47.4175682067871,9.38098335266113,POINT (9.380983352661133 47.41756820678711),1071984,0.0,17.666666666666668,397.5,M,c,1071984,False,60.0,46.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,204,Centrum,St.Georgen,St.Georgen-Bernegg
3001100107,(6063450),rent,2021-10-13 07:28:53,,4,1150,,,,98,,Glaserstrasse 3A,St. Gallen,9000,47.4188766479492,9.35424995422363,POINT (9.354249954223633 47.41887664794922),1070264,0.306666666666667,11.73469387755102,287.5,M,b,1070264,False,52.0,43.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001102989,U32,rent,2021-10-12 20:47:00,,5,1180,,,,55,,Büchelstrasse 4,St. Gallen,9000,47.4205780029297,9.36482524871826,POINT (9.364825248718262 47.42057800292969),1071065,0.0833333333333334,21.454545454545453,590.0,S,d,1071065,False,57.0,49.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche
3001044707,53013.01.0116,rent,2021-10-12 21:06:38,,1,1640,220.0,1420.0,,95,1997.0,Kublystrasse 22 - 23a,St. Gallen,9016,,,POINT(9.41600186989968 47.4336637136272),2364612,0.0,17.263157894736842,410.0,M,c,2364612,False,59.0,46.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,306,Osten,Notkersegg,Hub-Schaugentobel
3001059539,5242.goldinger.SM319.2110,rent,2021-10-12 23:09:53,,4,990,,,,65,,Zürcherstrasse 284,St. Gallen,9014,,,POINT(9.32876873005486 47.4082678608842),1069053,0.0833333333333333,15.23076923076923,247.5,M,b,1069053,True,59.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,109,Westen,Bruggen,Bruggen-Zürcherstrasse
3001111355,5419.07.0075,rent,2021-10-12 21:06:37,,2,1450,,,,100,1979.0,Zilweg 7,St. Gallen,9016,47.442310333252,9.40835094451904,POINT (9.408350944519043 47.44231033325195),1077112,0.0,14.5,362.5,M,c,1077112,True,,,,,,,,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001117101,07006.01.1201,rent,2021-10-12 20:46:55,,2,1390,250.0,1140.0,,80,1920.0,Feldbachstrasse 10,St. Gallen,9000,47.4207611083984,9.3547191619873,POINT (9.354719161987305 47.42076110839844),1070846,0.0804597701149425,17.375,278.0,L,b,1070846,False,,,,,,,,True,113,Westen,Lachen,Vonwil-Lachen-Schoren
3001118234,08083.02.0222,rent,2021-10-12 19:05:08,,2,1140,,,,77,1988.0,Langgasse 11,St. Gallen,9008,47.4346084594727,9.38476085662842,POINT (9.384760856628418 47.434608459472656),1074761,0.0,14.805194805194805,570.0,S,d,1074761,True,64.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001120687,07009.04.4021,rent,2021-10-13 07:36:58,,2,1300,,,,83,,Speicherstr. 27,St. Gallen,9000,47.4247703552246,9.38499069213867,POINT (9.384990692138672 47.42477035522461),1073406,0.0777777777777777,15.662650602409638,433.3333333333333,M,c,1073406,True,63.0,52.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden
3001124068,175.uze.4140-1004,rent,2021-10-12 20:45:45,,GF,1650,,,,96,2016.0,Fürstenlandstrasse 179,St. Gallen,9014,47.4093055725098,9.33209800720215,POINT (9.332098007202148 47.409305572509766),191288975,0.0212765957446808,17.1875,550.0,M,d,191288975,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,109,Westen,Bruggen,Bruggen-Zürcherstrasse
3001133982,7797.07.0201,rent,2021-10-12 21:06:38,,2,1690,280.0,1410.0,,95,1968.0,Zilweg 10,St. Gallen,9016,47.4417991638184,9.40919876098633,POINT (9.409198760986328 47.44179916381836),1077130,0.0306122448979592,17.789473684210527,338.0,L,c,1077130,True,50.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden
3001134003,2380.1.10150,rent,2021-10-12 19:05:14,,2,1293,,,,82,,Iddastr. 19,St. Gallen,9008,47.436710357666,9.38644790649414,POINT (9.38644790649414 47.436710357666016),1075257,0.123287671232877,15.768292682926829,323.25,M,c,1075257,False,,,,,,,,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz
3001134382,06843.04.0408,rent,2021-10-12 21:06:39,,3,2200,,,,161,2005.0,Heimstr. 8a,St. Gallen,9014,47.4148788452148,9.33783340454102,POINT (9.337833404541016 47.414878845214844),190094719,0.118055555555556,13.664596273291925,550.0,M,d,190094719,False,,,,,,,,True,112,Westen,Bruggen,Moos-Waldacker-Lerchenfeld
3001142255,3192757,rent,2021-10-13 07:19:28,,2,1950,,,,70,,Katharinengasse 8,St. Gallen,9000,47.4267997741699,9.3772439956665,POINT (9.377243995666504 47.42679977416992),1072787,0.166666666666667,27.857142857142858,650.0,M,e,1072787,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt
