name,score,description,category,label,_geom
dx5VbCryxb0ryjJMSfHkyg,27.675507095789985,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/dx5VbCryxb0ryjJMSfHkyg""><img style=""width:200px"" src=""https://images.mapillary.com/dx5VbCryxb0ryjJMSfHkyg/thumb-320.jpg""></a><br>Streetwise Score: 27.675507095789985",2,0,POINT (9.3979818 47.4360452)
UZXRRKQps7CXEXKWl__icg,26.7183172669051,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/UZXRRKQps7CXEXKWl__icg""><img style=""width:200px"" src=""https://images.mapillary.com/UZXRRKQps7CXEXKWl__icg/thumb-320.jpg""></a><br>Streetwise Score: 26.7183172669051",2,0,POINT (9.3974598 47.4358365)
XP4cKJrPrva6Yn7WUHxYEw,26.969088529373163,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/XP4cKJrPrva6Yn7WUHxYEw""><img style=""width:200px"" src=""https://images.mapillary.com/XP4cKJrPrva6Yn7WUHxYEw/thumb-320.jpg""></a><br>Streetwise Score: 26.969088529373163",2,0,POINT (9.3969319 47.4356782)
IZbuZr9w-5gsFnldsy98qQ,31.01689432302432,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/IZbuZr9w-5gsFnldsy98qQ""><img style=""width:200px"" src=""https://images.mapillary.com/IZbuZr9w-5gsFnldsy98qQ/thumb-320.jpg""></a><br>Streetwise Score: 31.01689432302432",3,+,POINT (9.3964388 47.435501)
p0FDctdyFlDSay6RTToHBw,21.69382330998774,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/p0FDctdyFlDSay6RTToHBw""><img style=""width:200px"" src=""https://images.mapillary.com/p0FDctdyFlDSay6RTToHBw/thumb-320.jpg""></a><br>Streetwise Score: 21.69382330998774",2,0,POINT (9.395977800000001 47.4353036)
zzed7OUUaRqD1SJnCBgZgA,12.965562749266878,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/zzed7OUUaRqD1SJnCBgZgA""><img style=""width:200px"" src=""https://images.mapillary.com/zzed7OUUaRqD1SJnCBgZgA/thumb-320.jpg""></a><br>Streetwise Score: 12.965562749266878",1,-,POINT (9.3954971 47.4351051)
Xj0DKSkFKRvEMKYwnFvkQQ,20.91278168637499,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Xj0DKSkFKRvEMKYwnFvkQQ""><img style=""width:200px"" src=""https://images.mapillary.com/Xj0DKSkFKRvEMKYwnFvkQQ/thumb-320.jpg""></a><br>Streetwise Score: 20.91278168637499",2,0,POINT (9.3949979 47.4348829)
TfJNxb6_7DkxkU5mzlGs7A,22.470859644191258,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/TfJNxb6_7DkxkU5mzlGs7A""><img style=""width:200px"" src=""https://images.mapillary.com/TfJNxb6_7DkxkU5mzlGs7A/thumb-320.jpg""></a><br>Streetwise Score: 22.470859644191258",2,0,POINT (9.3945142 47.4347073)
msJDBFj7OoBE5Vbtzr6h8A,13.168378111205687,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/msJDBFj7OoBE5Vbtzr6h8A""><img style=""width:200px"" src=""https://images.mapillary.com/msJDBFj7OoBE5Vbtzr6h8A/thumb-320.jpg""></a><br>Streetwise Score: 13.168378111205687",1,-,POINT (9.3940226 47.4344657)
GD3TCFO105F3smyuxHBLdw,15.354819291761272,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/GD3TCFO105F3smyuxHBLdw""><img style=""width:200px"" src=""https://images.mapillary.com/GD3TCFO105F3smyuxHBLdw/thumb-320.jpg""></a><br>Streetwise Score: 15.354819291761272",1,-,POINT (9.393485699999999 47.4342557)
Bg6zuqX1QDVBpB6ruOO7Ug,24.254114170796516,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Bg6zuqX1QDVBpB6ruOO7Ug""><img style=""width:200px"" src=""https://images.mapillary.com/Bg6zuqX1QDVBpB6ruOO7Ug/thumb-320.jpg""></a><br>Streetwise Score: 24.254114170796516",2,0,POINT (9.392922499999999 47.4341137)
cIwqzANOQ5BY7HeGuTNd2w,27.334042313021587,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/cIwqzANOQ5BY7HeGuTNd2w""><img style=""width:200px"" src=""https://images.mapillary.com/cIwqzANOQ5BY7HeGuTNd2w/thumb-320.jpg""></a><br>Streetwise Score: 27.334042313021587",2,0,POINT (9.392379800000001 47.4339739)
5xqRljfaAe1rr3zvxS6EEw,22.546641771587392,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/5xqRljfaAe1rr3zvxS6EEw""><img style=""width:200px"" src=""https://images.mapillary.com/5xqRljfaAe1rr3zvxS6EEw/thumb-320.jpg""></a><br>Streetwise Score: 22.546641771587392",2,0,POINT (9.391825799999999 47.4338427)
SrXq3nGVRYwDbiham9zG2w,22.869806442298284,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/SrXq3nGVRYwDbiham9zG2w""><img style=""width:200px"" src=""https://images.mapillary.com/SrXq3nGVRYwDbiham9zG2w/thumb-320.jpg""></a><br>Streetwise Score: 22.869806442298284",2,0,POINT (9.39124 47.4337325)
VSIoJ2EakBtP-bSvZ86KAQ,13.497259360119957,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/VSIoJ2EakBtP-bSvZ86KAQ""><img style=""width:200px"" src=""https://images.mapillary.com/VSIoJ2EakBtP-bSvZ86KAQ/thumb-320.jpg""></a><br>Streetwise Score: 13.497259360119957",1,-,POINT (9.3906811 47.4336978)
soZvXA5oY2rVDDNCFMgIcw,18.80263890236043,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/soZvXA5oY2rVDDNCFMgIcw""><img style=""width:200px"" src=""https://images.mapillary.com/soZvXA5oY2rVDDNCFMgIcw/thumb-320.jpg""></a><br>Streetwise Score: 18.80263890236043",1,-,POINT (9.3901007 47.4336759)
9yYd5EpWWn-zRNCfXmboSw,19.087577661467936,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/9yYd5EpWWn-zRNCfXmboSw""><img style=""width:200px"" src=""https://images.mapillary.com/9yYd5EpWWn-zRNCfXmboSw/thumb-320.jpg""></a><br>Streetwise Score: 19.087577661467936",2,0,POINT (9.3894827 47.4335461)
GM9QSVG3pdcGrDCf-avtDA,14.753448183384036,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/GM9QSVG3pdcGrDCf-avtDA""><img style=""width:200px"" src=""https://images.mapillary.com/GM9QSVG3pdcGrDCf-avtDA/thumb-320.jpg""></a><br>Streetwise Score: 14.753448183384036",1,-,POINT (9.3888759 47.4334745)
Xxj8euhtw01SpIAhkGnK_w,25.08512741338429,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Xxj8euhtw01SpIAhkGnK_w""><img style=""width:200px"" src=""https://images.mapillary.com/Xxj8euhtw01SpIAhkGnK_w/thumb-320.jpg""></a><br>Streetwise Score: 25.08512741338429",2,0,POINT (9.388275800000001 47.433405)
jQiGoTDJ_FIsj8PUB316vw,24.19826611259785,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/jQiGoTDJ_FIsj8PUB316vw""><img style=""width:200px"" src=""https://images.mapillary.com/jQiGoTDJ_FIsj8PUB316vw/thumb-320.jpg""></a><br>Streetwise Score: 24.19826611259785",2,0,POINT (9.3876785 47.4333721)
C_SKg8hsMhUqySwGnD1LMg,26.97193984651975,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/C_SKg8hsMhUqySwGnD1LMg""><img style=""width:200px"" src=""https://images.mapillary.com/C_SKg8hsMhUqySwGnD1LMg/thumb-320.jpg""></a><br>Streetwise Score: 26.97193984651975",2,0,POINT (9.3870667 47.4333072)
E7V2Kc1bCSF41v_Wj2-5_g,32.13847980703714,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/E7V2Kc1bCSF41v_Wj2-5_g""><img style=""width:200px"" src=""https://images.mapillary.com/E7V2Kc1bCSF41v_Wj2-5_g/thumb-320.jpg""></a><br>Streetwise Score: 32.13847980703714",3,+,POINT (9.386473799999999 47.4332224)
LHBJjjep7kYEEjfewn4jKQ,27.490775313878476,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/LHBJjjep7kYEEjfewn4jKQ""><img style=""width:200px"" src=""https://images.mapillary.com/LHBJjjep7kYEEjfewn4jKQ/thumb-320.jpg""></a><br>Streetwise Score: 27.490775313878476",2,0,POINT (9.3859111 47.4331371)
WHCUTR0TR2axqS26T0FOIA,24.012081135781585,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/WHCUTR0TR2axqS26T0FOIA""><img style=""width:200px"" src=""https://images.mapillary.com/WHCUTR0TR2axqS26T0FOIA/thumb-320.jpg""></a><br>Streetwise Score: 24.012081135781585",2,0,POINT (9.385373599999999 47.4330379)
ZIkdM0F_jI__Bq1luBxwRA,8.72917014045315,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ZIkdM0F_jI__Bq1luBxwRA""><img style=""width:200px"" src=""https://images.mapillary.com/ZIkdM0F_jI__Bq1luBxwRA/thumb-320.jpg""></a><br>Streetwise Score: 8.72917014045315",0,wahrgenommene Sicherheit tief,POINT (9.384798200000001 47.432915)
OrY6EWTljEeHueq3ypUD_A,5.659482235207515,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OrY6EWTljEeHueq3ypUD_A""><img style=""width:200px"" src=""https://images.mapillary.com/OrY6EWTljEeHueq3ypUD_A/thumb-320.jpg""></a><br>Streetwise Score: 5.659482235207515",0,wahrgenommene Sicherheit tief,POINT (9.384265900000001 47.4327847)
1y-y9tCuCvAx5nRp99kYOw,13.116874178640868,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1y-y9tCuCvAx5nRp99kYOw""><img style=""width:200px"" src=""https://images.mapillary.com/1y-y9tCuCvAx5nRp99kYOw/thumb-320.jpg""></a><br>Streetwise Score: 13.116874178640868",1,-,POINT (9.383676100000001 47.4327195)
i9xPJPnOu02Kzn4NY_uAjw,16.08580548391484,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/i9xPJPnOu02Kzn4NY_uAjw""><img style=""width:200px"" src=""https://images.mapillary.com/i9xPJPnOu02Kzn4NY_uAjw/thumb-320.jpg""></a><br>Streetwise Score: 16.08580548391484",1,-,POINT (9.3830866 47.4326543)
R8F9WcSxMS-3GUs3idCvnw,16.27193266954463,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/R8F9WcSxMS-3GUs3idCvnw""><img style=""width:200px"" src=""https://images.mapillary.com/R8F9WcSxMS-3GUs3idCvnw/thumb-320.jpg""></a><br>Streetwise Score: 16.27193266954463",1,-,POINT (9.382500500000001 47.4325896)
uFzlSIBZCRog3LDA1EokdQ,10.006454966039191,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/uFzlSIBZCRog3LDA1EokdQ""><img style=""width:200px"" src=""https://images.mapillary.com/uFzlSIBZCRog3LDA1EokdQ/thumb-320.jpg""></a><br>Streetwise Score: 10.006454966039191",1,-,POINT (9.3818982 47.432523)
yYca7YLwgwCse9cfXAp80w,15.154885744241062,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/yYca7YLwgwCse9cfXAp80w""><img style=""width:200px"" src=""https://images.mapillary.com/yYca7YLwgwCse9cfXAp80w/thumb-320.jpg""></a><br>Streetwise Score: 15.154885744241062",1,-,POINT (9.3813377 47.432461)
1IkjKNJq2OCAoxfT6o6J_g,13.39658682510737,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1IkjKNJq2OCAoxfT6o6J_g""><img style=""width:200px"" src=""https://images.mapillary.com/1IkjKNJq2OCAoxfT6o6J_g/thumb-320.jpg""></a><br>Streetwise Score: 13.39658682510737",1,-,POINT (9.3807504 47.4323961)
ypzmcqvtoS1BoZ4G8H4Nxw,7.622683310812388,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ypzmcqvtoS1BoZ4G8H4Nxw""><img style=""width:200px"" src=""https://images.mapillary.com/ypzmcqvtoS1BoZ4G8H4Nxw/thumb-320.jpg""></a><br>Streetwise Score: 7.622683310812388",0,wahrgenommene Sicherheit tief,POINT (9.3801478 47.4323295)
sNlwqvGO5q-qcGYIHc2mxQ,12.507169007757048,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/sNlwqvGO5q-qcGYIHc2mxQ""><img style=""width:200px"" src=""https://images.mapillary.com/sNlwqvGO5q-qcGYIHc2mxQ/thumb-320.jpg""></a><br>Streetwise Score: 12.507169007757048",1,-,POINT (9.3795623 47.4322648)
CwT0V5ikZ-Y8vGOJY55c6Q,19.35182142014089,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/CwT0V5ikZ-Y8vGOJY55c6Q""><img style=""width:200px"" src=""https://images.mapillary.com/CwT0V5ikZ-Y8vGOJY55c6Q/thumb-320.jpg""></a><br>Streetwise Score: 19.35182142014089",2,0,POINT (9.378971099999999 47.4321994)
HKFq9EO0tk6kQPYmUlrjBQ,14.569238297008473,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/HKFq9EO0tk6kQPYmUlrjBQ""><img style=""width:200px"" src=""https://images.mapillary.com/HKFq9EO0tk6kQPYmUlrjBQ/thumb-320.jpg""></a><br>Streetwise Score: 14.569238297008473",1,-,POINT (9.378388599999999 47.432135)
UDMu1y0sESMWTJFLl_FeFg,17.575128039948837,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/UDMu1y0sESMWTJFLl_FeFg""><img style=""width:200px"" src=""https://images.mapillary.com/UDMu1y0sESMWTJFLl_FeFg/thumb-320.jpg""></a><br>Streetwise Score: 17.575128039948837",1,-,POINT (9.377802900000001 47.4320703)
gdv8dpkERku2Ohb4MvtgAA,14.421354749929092,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/gdv8dpkERku2Ohb4MvtgAA""><img style=""width:200px"" src=""https://images.mapillary.com/gdv8dpkERku2Ohb4MvtgAA/thumb-320.jpg""></a><br>Streetwise Score: 14.421354749929092",1,-,POINT (9.377239400000001 47.432008)
aoQxhb1SXc0aLUeE2ej-2Q,12.097413264964729,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aoQxhb1SXc0aLUeE2ej-2Q""><img style=""width:200px"" src=""https://images.mapillary.com/aoQxhb1SXc0aLUeE2ej-2Q/thumb-320.jpg""></a><br>Streetwise Score: 12.097413264964729",1,-,POINT (9.3766468 47.4319425)
cRvCXDFrpxSiso-tukKUjg,10.601642297977598,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/cRvCXDFrpxSiso-tukKUjg""><img style=""width:200px"" src=""https://images.mapillary.com/cRvCXDFrpxSiso-tukKUjg/thumb-320.jpg""></a><br>Streetwise Score: 10.601642297977598",1,-,POINT (9.3760478 47.4318762)
S7uSGl3UMnFMg023mjhQoQ,10.71755426097177,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/S7uSGl3UMnFMg023mjhQoQ""><img style=""width:200px"" src=""https://images.mapillary.com/S7uSGl3UMnFMg023mjhQoQ/thumb-320.jpg""></a><br>Streetwise Score: 10.71755426097177",1,-,POINT (9.375462600000001 47.4318116)
XYnkOJzIf5Zwju0cqyqSmA,13.98794926126154,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/XYnkOJzIf5Zwju0cqyqSmA""><img style=""width:200px"" src=""https://images.mapillary.com/XYnkOJzIf5Zwju0cqyqSmA/thumb-320.jpg""></a><br>Streetwise Score: 13.98794926126154",1,-,POINT (9.3748825 47.4317474)
hcxYvOgr2G0NL_kGdaEU0g,8.489389866182293,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/hcxYvOgr2G0NL_kGdaEU0g""><img style=""width:200px"" src=""https://images.mapillary.com/hcxYvOgr2G0NL_kGdaEU0g/thumb-320.jpg""></a><br>Streetwise Score: 8.489389866182293",0,wahrgenommene Sicherheit tief,POINT (9.3743155 47.4316848)
KHMsqBIpi86eF7F5VSYrIw,7.822491872905124,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/KHMsqBIpi86eF7F5VSYrIw""><img style=""width:200px"" src=""https://images.mapillary.com/KHMsqBIpi86eF7F5VSYrIw/thumb-320.jpg""></a><br>Streetwise Score: 7.822491872905124",0,wahrgenommene Sicherheit tief,POINT (9.3737355 47.4316206)
Y3PzaeYrhKXNkLHnv55Y0g,8.586464865900059,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Y3PzaeYrhKXNkLHnv55Y0g""><img style=""width:200px"" src=""https://images.mapillary.com/Y3PzaeYrhKXNkLHnv55Y0g/thumb-320.jpg""></a><br>Streetwise Score: 8.586464865900059",0,wahrgenommene Sicherheit tief,POINT (9.373154899999999 47.4315564)
DTAePAjGTfUYT5GNw2it6g,5.818322035657328,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DTAePAjGTfUYT5GNw2it6g""><img style=""width:200px"" src=""https://images.mapillary.com/DTAePAjGTfUYT5GNw2it6g/thumb-320.jpg""></a><br>Streetwise Score: 5.818322035657328",0,wahrgenommene Sicherheit tief,POINT (9.3725805 47.431493)
jbUMaKSOFBEws0SWgzjWFw,13.92946422363506,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/jbUMaKSOFBEws0SWgzjWFw""><img style=""width:200px"" src=""https://images.mapillary.com/jbUMaKSOFBEws0SWgzjWFw/thumb-320.jpg""></a><br>Streetwise Score: 13.92946422363506",1,-,POINT (9.371993700000001 47.4314281)
NJ2OfYbqDC1GsKxqxajbrg,9.79234533092095,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/NJ2OfYbqDC1GsKxqxajbrg""><img style=""width:200px"" src=""https://images.mapillary.com/NJ2OfYbqDC1GsKxqxajbrg/thumb-320.jpg""></a><br>Streetwise Score: 9.79234533092095",1,-,POINT (9.371418 47.4313644)
aP7xsNsCmAm8f2A8rxSnJQ,4.130470780849606,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aP7xsNsCmAm8f2A8rxSnJQ""><img style=""width:200px"" src=""https://images.mapillary.com/aP7xsNsCmAm8f2A8rxSnJQ/thumb-320.jpg""></a><br>Streetwise Score: 4.130470780849606",0,wahrgenommene Sicherheit tief,POINT (9.370842 47.4313008)
epw9PoShKtobh7vDW_pc4w,12.766485335853782,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/epw9PoShKtobh7vDW_pc4w""><img style=""width:200px"" src=""https://images.mapillary.com/epw9PoShKtobh7vDW_pc4w/thumb-320.jpg""></a><br>Streetwise Score: 12.766485335853782",1,-,POINT (9.3702568 47.4312361)
6S4dH8qFcYvbAPnwYbMcQg,7.492003194423648,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/6S4dH8qFcYvbAPnwYbMcQg""><img style=""width:200px"" src=""https://images.mapillary.com/6S4dH8qFcYvbAPnwYbMcQg/thumb-320.jpg""></a><br>Streetwise Score: 7.492003194423648",0,wahrgenommene Sicherheit tief,POINT (9.369676699999999 47.431172)
Ba_sPQ2WM6AhbwoBWDs5MA,9.85775169981221,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Ba_sPQ2WM6AhbwoBWDs5MA""><img style=""width:200px"" src=""https://images.mapillary.com/Ba_sPQ2WM6AhbwoBWDs5MA/thumb-320.jpg""></a><br>Streetwise Score: 9.85775169981221",1,-,POINT (9.3690932 47.4311074)
bzKO1o_oaXNCvOFpVex2xw,12.572733206718645,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/bzKO1o_oaXNCvOFpVex2xw""><img style=""width:200px"" src=""https://images.mapillary.com/bzKO1o_oaXNCvOFpVex2xw/thumb-320.jpg""></a><br>Streetwise Score: 12.572733206718645",1,-,POINT (9.3685118 47.4310432)
Sikh0oQsohlOqKgQ8LhAoQ,8.529531420988981,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Sikh0oQsohlOqKgQ8LhAoQ""><img style=""width:200px"" src=""https://images.mapillary.com/Sikh0oQsohlOqKgQ8LhAoQ/thumb-320.jpg""></a><br>Streetwise Score: 8.529531420988981",0,wahrgenommene Sicherheit tief,POINT (9.367934699999999 47.4309794)
VGK8tR6X4gp3-RCUIMu8wg,3.2914026341576386,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/VGK8tR6X4gp3-RCUIMu8wg""><img style=""width:200px"" src=""https://images.mapillary.com/VGK8tR6X4gp3-RCUIMu8wg/thumb-320.jpg""></a><br>Streetwise Score: 3.2914026341576386",0,wahrgenommene Sicherheit tief,POINT (9.3673536 47.4309151)
lNm2GqP5qFTe1D5iJVWZIA,14.252797066420317,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/lNm2GqP5qFTe1D5iJVWZIA""><img style=""width:200px"" src=""https://images.mapillary.com/lNm2GqP5qFTe1D5iJVWZIA/thumb-320.jpg""></a><br>Streetwise Score: 14.252797066420317",1,-,POINT (9.366792 47.4308531)
-ws4JEnnwVes2h-Km6c-bA,21.194599303165283,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/-ws4JEnnwVes2h-Km6c-bA""><img style=""width:200px"" src=""https://images.mapillary.com/-ws4JEnnwVes2h-Km6c-bA/thumb-320.jpg""></a><br>Streetwise Score: 21.194599303165283",2,0,POINT (9.366216 47.4307894)
uMa1Tfj84ez3A9FIYsuzxw,13.848368867128247,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/uMa1Tfj84ez3A9FIYsuzxw""><img style=""width:200px"" src=""https://images.mapillary.com/uMa1Tfj84ez3A9FIYsuzxw/thumb-320.jpg""></a><br>Streetwise Score: 13.848368867128247",1,-,POINT (9.3656351 47.430721)
gqF9B8ZFwEZjUUVrvzlHaQ,26.52003246443323,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/gqF9B8ZFwEZjUUVrvzlHaQ""><img style=""width:200px"" src=""https://images.mapillary.com/gqF9B8ZFwEZjUUVrvzlHaQ/thumb-320.jpg""></a><br>Streetwise Score: 26.52003246443323",2,0,POINT (9.363618300000001 47.4299586)
qhEwrdJFJi4AzgpwFRVfpg,24.339694387466178,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qhEwrdJFJi4AzgpwFRVfpg""><img style=""width:200px"" src=""https://images.mapillary.com/qhEwrdJFJi4AzgpwFRVfpg/thumb-320.jpg""></a><br>Streetwise Score: 24.339694387466178",2,0,POINT (9.3690382 47.4223135)
CCP4gUPrdduHoparbTU6AA,18.904076969736575,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/CCP4gUPrdduHoparbTU6AA""><img style=""width:200px"" src=""https://images.mapillary.com/CCP4gUPrdduHoparbTU6AA/thumb-320.jpg""></a><br>Streetwise Score: 18.904076969736575",1,-,POINT (9.36782 47.4230411)
S6gybds1h1eaUaHeXQljJw,3.140759657657776,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/S6gybds1h1eaUaHeXQljJw""><img style=""width:200px"" src=""https://images.mapillary.com/S6gybds1h1eaUaHeXQljJw/thumb-320.jpg""></a><br>Streetwise Score: 3.140759657657776",0,wahrgenommene Sicherheit tief,POINT (9.3678347 47.4230211)
IMLH5FCG4CRnJe8_gejHYQ,2.602627558920083,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/IMLH5FCG4CRnJe8_gejHYQ""><img style=""width:200px"" src=""https://images.mapillary.com/IMLH5FCG4CRnJe8_gejHYQ/thumb-320.jpg""></a><br>Streetwise Score: 2.602627558920083",0,wahrgenommene Sicherheit tief,POINT (9.368615800000001 47.4231344)
LmMNvbF1KcK7P5HTPoklRw,5.131470385700317,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/LmMNvbF1KcK7P5HTPoklRw""><img style=""width:200px"" src=""https://images.mapillary.com/LmMNvbF1KcK7P5HTPoklRw/thumb-320.jpg""></a><br>Streetwise Score: 5.131470385700317",0,wahrgenommene Sicherheit tief,POINT (9.368318199999999 47.4228922)
qEyv8dYQl-JlbF7YOqMJUw,4.801289576816056,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qEyv8dYQl-JlbF7YOqMJUw""><img style=""width:200px"" src=""https://images.mapillary.com/qEyv8dYQl-JlbF7YOqMJUw/thumb-320.jpg""></a><br>Streetwise Score: 4.801289576816056",0,wahrgenommene Sicherheit tief,POINT (9.3680368 47.4226628)
ILLR70LqwthK0CJKUSBXJg,5.909102067287995,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ILLR70LqwthK0CJKUSBXJg""><img style=""width:200px"" src=""https://images.mapillary.com/ILLR70LqwthK0CJKUSBXJg/thumb-320.jpg""></a><br>Streetwise Score: 5.909102067287995",0,wahrgenommene Sicherheit tief,POINT (9.367768999999999 47.4224509)
0akE_tXffMTQ-roUb5iGrQ,8.69700949838709,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0akE_tXffMTQ-roUb5iGrQ""><img style=""width:200px"" src=""https://images.mapillary.com/0akE_tXffMTQ-roUb5iGrQ/thumb-320.jpg""></a><br>Streetwise Score: 8.69700949838709",0,wahrgenommene Sicherheit tief,POINT (9.367419399999999 47.4221758)
wGxe0qbWnFsAnfgrFk_HXA,2.839771009060401,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/wGxe0qbWnFsAnfgrFk_HXA""><img style=""width:200px"" src=""https://images.mapillary.com/wGxe0qbWnFsAnfgrFk_HXA/thumb-320.jpg""></a><br>Streetwise Score: 2.839771009060401",0,wahrgenommene Sicherheit tief,POINT (9.369146499999999 47.4235517)
PkZwOBRxPEbOI4_WwSLMGw,25.9349415927192,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PkZwOBRxPEbOI4_WwSLMGw""><img style=""width:200px"" src=""https://images.mapillary.com/PkZwOBRxPEbOI4_WwSLMGw/thumb-320.jpg""></a><br>Streetwise Score: 25.9349415927192",2,0,POINT (9.370286500000001 47.4234054)
x8HpjQCL6kmYQc9VdttExA,9.068060436458527,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/x8HpjQCL6kmYQc9VdttExA""><img style=""width:200px"" src=""https://images.mapillary.com/x8HpjQCL6kmYQc9VdttExA/thumb-320.jpg""></a><br>Streetwise Score: 9.068060436458527",1,-,POINT (9.370646199999999 47.4233377)
jAEeFKdGX-4bLwYXGx75ZA,19.609663448205847,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/jAEeFKdGX-4bLwYXGx75ZA""><img style=""width:200px"" src=""https://images.mapillary.com/jAEeFKdGX-4bLwYXGx75ZA/thumb-320.jpg""></a><br>Streetwise Score: 19.609663448205847",2,0,POINT (9.3704676 47.4234429)
AWrW0zoqAqK7B8ddA3W15w,31.211162620449013,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/AWrW0zoqAqK7B8ddA3W15w""><img style=""width:200px"" src=""https://images.mapillary.com/AWrW0zoqAqK7B8ddA3W15w/thumb-320.jpg""></a><br>Streetwise Score: 31.211162620449013",3,+,POINT (9.381891 47.4317725)
kVfRchCGKeLfscLKvFqLCg,32.83743041440696,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/kVfRchCGKeLfscLKvFqLCg""><img style=""width:200px"" src=""https://images.mapillary.com/kVfRchCGKeLfscLKvFqLCg/thumb-320.jpg""></a><br>Streetwise Score: 32.83743041440696",3,+,POINT (9.381804000000001 47.4318262)
1EgYMIjP2TiOzvu4PIJ4TA,31.834986905594377,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1EgYMIjP2TiOzvu4PIJ4TA""><img style=""width:200px"" src=""https://images.mapillary.com/1EgYMIjP2TiOzvu4PIJ4TA/thumb-320.jpg""></a><br>Streetwise Score: 31.834986905594377",3,+,POINT (9.3818419 47.4318197)
DtBLtQU0D08TpXa_16VtCw,27.090689914753625,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DtBLtQU0D08TpXa_16VtCw""><img style=""width:200px"" src=""https://images.mapillary.com/DtBLtQU0D08TpXa_16VtCw/thumb-320.jpg""></a><br>Streetwise Score: 27.090689914753625",2,0,POINT (9.3818419 47.4318197)
