name,score,description,category,label,_geom
HXjRzTrwd2QQJseGKon10g,39.62171870946913,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/HXjRzTrwd2QQJseGKon10g""><img style=""width:200px"" src=""https://images.mapillary.com/HXjRzTrwd2QQJseGKon10g/thumb-320.jpg""></a><br>Streetwise Score: 39.62171870946913",0,wahrgenommene Sicherheit tief,POINT (9.391554599999999 47.4261981)
fvybC0vA2J46K3nTHQuakA,41.92886096874618,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/fvybC0vA2J46K3nTHQuakA""><img style=""width:200px"" src=""https://images.mapillary.com/fvybC0vA2J46K3nTHQuakA/thumb-320.jpg""></a><br>Streetwise Score: 41.92886096874618",4,wahrgenommene Sicherheit hoch,POINT (9.3915091 47.4262011)
2BxfaU0MivFY8r9OrbWNXQ,39.414985327686686,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2BxfaU0MivFY8r9OrbWNXQ""><img style=""width:200px"" src=""https://images.mapillary.com/2BxfaU0MivFY8r9OrbWNXQ/thumb-320.jpg""></a><br>Streetwise Score: 39.414985327686686",0,wahrgenommene Sicherheit tief,POINT (9.391494700000001 47.4262016)
WYVe8kYMobzT9aH7E1muxw,33.416728711846,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/WYVe8kYMobzT9aH7E1muxw""><img style=""width:200px"" src=""https://images.mapillary.com/WYVe8kYMobzT9aH7E1muxw/thumb-320.jpg""></a><br>Streetwise Score: 33.416728711846",3,+,POINT (9.3914785 47.4262047)
0KFK6KvOhfYhnAt82Tcc_A,40.01573860085875,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0KFK6KvOhfYhnAt82Tcc_A""><img style=""width:200px"" src=""https://images.mapillary.com/0KFK6KvOhfYhnAt82Tcc_A/thumb-320.jpg""></a><br>Streetwise Score: 40.01573860085875",4,wahrgenommene Sicherheit hoch,POINT (9.391456399999999 47.4262052)
lyEQw_aJq3x3afw4Iru_Iw,38.36759435457707,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/lyEQw_aJq3x3afw4Iru_Iw""><img style=""width:200px"" src=""https://images.mapillary.com/lyEQw_aJq3x3afw4Iru_Iw/thumb-320.jpg""></a><br>Streetwise Score: 38.36759435457707",3,+,POINT (9.3913949 47.4262152)
TSCFALmF0UIGLAPpW0sAYQ,43.555863684585496,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/TSCFALmF0UIGLAPpW0sAYQ""><img style=""width:200px"" src=""https://images.mapillary.com/TSCFALmF0UIGLAPpW0sAYQ/thumb-320.jpg""></a><br>Streetwise Score: 43.555863684585496",4,wahrgenommene Sicherheit hoch,POINT (9.391254699999999 47.4262412)
oNSdTidFn1Cs3D3Eo2IR_w,29.88392833771323,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/oNSdTidFn1Cs3D3Eo2IR_w""><img style=""width:200px"" src=""https://images.mapillary.com/oNSdTidFn1Cs3D3Eo2IR_w/thumb-320.jpg""></a><br>Streetwise Score: 29.88392833771323",3,+,POINT (9.365061900000001 47.4305443)
MvR9ongC6UYJMc45KQUAig,31.066848209312578,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/MvR9ongC6UYJMc45KQUAig""><img style=""width:200px"" src=""https://images.mapillary.com/MvR9ongC6UYJMc45KQUAig/thumb-320.jpg""></a><br>Streetwise Score: 31.066848209312578",3,+,POINT (9.3637941 47.430022)
JnFmAwp9lN9_knTmDyoMFg,21.257217405322045,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/JnFmAwp9lN9_knTmDyoMFg""><img style=""width:200px"" src=""https://images.mapillary.com/JnFmAwp9lN9_knTmDyoMFg/thumb-320.jpg""></a><br>Streetwise Score: 21.257217405322045",2,0,POINT (9.362594100000001 47.4294421)
hJfzmL-c2Hpeqf8jLKpt_w,13.283616793410875,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/hJfzmL-c2Hpeqf8jLKpt_w""><img style=""width:200px"" src=""https://images.mapillary.com/hJfzmL-c2Hpeqf8jLKpt_w/thumb-320.jpg""></a><br>Streetwise Score: 13.283616793410875",1,-,POINT (9.361439000000001 47.4288531)
aZ55BTY4Mwnup4RLtdKspg,29.200162409159,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aZ55BTY4Mwnup4RLtdKspg""><img style=""width:200px"" src=""https://images.mapillary.com/aZ55BTY4Mwnup4RLtdKspg/thumb-320.jpg""></a><br>Streetwise Score: 29.200162409159",3,+,POINT (9.360281199999999 47.4282649)
AlWUB-ULGoPdVmPaD8ef9g,24.009837510804033,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/AlWUB-ULGoPdVmPaD8ef9g""><img style=""width:200px"" src=""https://images.mapillary.com/AlWUB-ULGoPdVmPaD8ef9g/thumb-320.jpg""></a><br>Streetwise Score: 24.009837510804033",2,0,POINT (9.359127000000001 47.4276864)
fYmBoK5mR8H4YIzd1cvb4w,14.91784915276507,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/fYmBoK5mR8H4YIzd1cvb4w""><img style=""width:200px"" src=""https://images.mapillary.com/fYmBoK5mR8H4YIzd1cvb4w/thumb-320.jpg""></a><br>Streetwise Score: 14.91784915276507",1,-,POINT (9.357958399999999 47.4270959)
n_WE5ieVfmN0J1t9l54QOQ,10.516117143753204,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/n_WE5ieVfmN0J1t9l54QOQ""><img style=""width:200px"" src=""https://images.mapillary.com/n_WE5ieVfmN0J1t9l54QOQ/thumb-320.jpg""></a><br>Streetwise Score: 10.516117143753204",1,-,POINT (9.356735799999999 47.4265363)
egmyBZ4VbKtcdZmI0a5DcA,15.469214753970148,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/egmyBZ4VbKtcdZmI0a5DcA""><img style=""width:200px"" src=""https://images.mapillary.com/egmyBZ4VbKtcdZmI0a5DcA/thumb-320.jpg""></a><br>Streetwise Score: 15.469214753970148",1,-,POINT (9.3554744 47.4260356)
Qkkx-k777dtswRNURKSpRg,17.61366425256608,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Qkkx-k777dtswRNURKSpRg""><img style=""width:200px"" src=""https://images.mapillary.com/Qkkx-k777dtswRNURKSpRg/thumb-320.jpg""></a><br>Streetwise Score: 17.61366425256608",1,-,POINT (9.354148 47.4256214)
njwuEY_Zl32lhQqC45eJew,16.106579567199397,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/njwuEY_Zl32lhQqC45eJew""><img style=""width:200px"" src=""https://images.mapillary.com/njwuEY_Zl32lhQqC45eJew/thumb-320.jpg""></a><br>Streetwise Score: 16.106579567199397",1,-,POINT (9.352790000000001 47.4252451)
qOIn4nHYy2z_XTiW9en5cg,14.639075794400922,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qOIn4nHYy2z_XTiW9en5cg""><img style=""width:200px"" src=""https://images.mapillary.com/qOIn4nHYy2z_XTiW9en5cg/thumb-320.jpg""></a><br>Streetwise Score: 14.639075794400922",1,-,POINT (9.351418000000001 47.424912)
kMriJ-0iw08i2hqbMJT8rA,17.739605518176635,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/kMriJ-0iw08i2hqbMJT8rA""><img style=""width:200px"" src=""https://images.mapillary.com/kMriJ-0iw08i2hqbMJT8rA/thumb-320.jpg""></a><br>Streetwise Score: 17.739605518176635",1,-,POINT (9.350020499999999 47.4245871)
KzxBs7qcfi_aEOxi30fl3g,18.76237185730082,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/KzxBs7qcfi_aEOxi30fl3g""><img style=""width:200px"" src=""https://images.mapillary.com/KzxBs7qcfi_aEOxi30fl3g/thumb-320.jpg""></a><br>Streetwise Score: 18.76237185730082",1,-,POINT (9.3486546 47.4241976)
lwgeL1NG38jOkpdGM01sFw,25.634535279991507,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/lwgeL1NG38jOkpdGM01sFw""><img style=""width:200px"" src=""https://images.mapillary.com/lwgeL1NG38jOkpdGM01sFw/thumb-320.jpg""></a><br>Streetwise Score: 25.634535279991507",2,0,POINT (9.3473343 47.4237309)
EFQuBimAr6Dx395DAarf6A,21.27588262987575,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/EFQuBimAr6Dx395DAarf6A""><img style=""width:200px"" src=""https://images.mapillary.com/EFQuBimAr6Dx395DAarf6A/thumb-320.jpg""></a><br>Streetwise Score: 21.27588262987575",2,0,POINT (9.3460714 47.4232378)
AYsPLaYPOVvkjpVXS5HwrA,15.72377988056959,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/AYsPLaYPOVvkjpVXS5HwrA""><img style=""width:200px"" src=""https://images.mapillary.com/AYsPLaYPOVvkjpVXS5HwrA/thumb-320.jpg""></a><br>Streetwise Score: 15.72377988056959",1,-,POINT (9.344811699999999 47.4227329)
FkrLmKwl6iQSec61VZJ30A,16.56131344824576,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/FkrLmKwl6iQSec61VZJ30A""><img style=""width:200px"" src=""https://images.mapillary.com/FkrLmKwl6iQSec61VZJ30A/thumb-320.jpg""></a><br>Streetwise Score: 16.56131344824576",1,-,POINT (9.3435094 47.4222924)
7zVgnxvr-E6J-crQsh4Gfg,12.440341278884794,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/7zVgnxvr-E6J-crQsh4Gfg""><img style=""width:200px"" src=""https://images.mapillary.com/7zVgnxvr-E6J-crQsh4Gfg/thumb-320.jpg""></a><br>Streetwise Score: 12.440341278884794",1,-,POINT (9.342164800000001 47.4219288)
qVUwj0RK5-QUaS5GDuD_6Q,17.40475927338682,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qVUwj0RK5-QUaS5GDuD_6Q""><img style=""width:200px"" src=""https://images.mapillary.com/qVUwj0RK5-QUaS5GDuD_6Q/thumb-320.jpg""></a><br>Streetwise Score: 17.40475927338682",1,-,POINT (9.340739299999999 47.421653)
ffPMSv2Qfx4AJaM4v46yPw,18.197761383291763,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ffPMSv2Qfx4AJaM4v46yPw""><img style=""width:200px"" src=""https://images.mapillary.com/ffPMSv2Qfx4AJaM4v46yPw/thumb-320.jpg""></a><br>Streetwise Score: 18.197761383291763",1,-,POINT (9.339339600000001 47.4213997)
-mW023nfNmMhtHhBo3-d9w,16.853615584982087,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/-mW023nfNmMhtHhBo3-d9w""><img style=""width:200px"" src=""https://images.mapillary.com/-mW023nfNmMhtHhBo3-d9w/thumb-320.jpg""></a><br>Streetwise Score: 16.853615584982087",1,-,POINT (9.337937800000001 47.4211401)
dlmk0rsVkGU1OfzLSNQ9zQ,20.151271252234356,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/dlmk0rsVkGU1OfzLSNQ9zQ""><img style=""width:200px"" src=""https://images.mapillary.com/dlmk0rsVkGU1OfzLSNQ9zQ/thumb-320.jpg""></a><br>Streetwise Score: 20.151271252234356",2,0,POINT (9.336555799999999 47.4208914)
TTKbCRcj7fYXIFFvOGK5QQ,15.044110878875248,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/TTKbCRcj7fYXIFFvOGK5QQ""><img style=""width:200px"" src=""https://images.mapillary.com/TTKbCRcj7fYXIFFvOGK5QQ/thumb-320.jpg""></a><br>Streetwise Score: 15.044110878875248",1,-,POINT (9.335165399999999 47.42062)
R4hZMNawObmZYrsjtHNZrA,20.485691328939776,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/R4hZMNawObmZYrsjtHNZrA""><img style=""width:200px"" src=""https://images.mapillary.com/R4hZMNawObmZYrsjtHNZrA/thumb-320.jpg""></a><br>Streetwise Score: 20.485691328939776",2,0,POINT (9.333820599999999 47.420275)
0gET6YKeckvuHmwrkAj2ZA,21.623143857733904,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0gET6YKeckvuHmwrkAj2ZA""><img style=""width:200px"" src=""https://images.mapillary.com/0gET6YKeckvuHmwrkAj2ZA/thumb-320.jpg""></a><br>Streetwise Score: 21.623143857733904",2,0,POINT (9.332515799999999 47.4198403)
EbhEjOtdBw9b7z4y85LRUQ,21.248840589967706,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/EbhEjOtdBw9b7z4y85LRUQ""><img style=""width:200px"" src=""https://images.mapillary.com/EbhEjOtdBw9b7z4y85LRUQ/thumb-320.jpg""></a><br>Streetwise Score: 21.248840589967706",2,0,POINT (9.331243499999999 47.4193472)
O5G7hVg8-3K9WVBfvfPuwQ,22.772527756987802,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/O5G7hVg8-3K9WVBfvfPuwQ""><img style=""width:200px"" src=""https://images.mapillary.com/O5G7hVg8-3K9WVBfvfPuwQ/thumb-320.jpg""></a><br>Streetwise Score: 22.772527756987802",2,0,POINT (9.3300052 47.4188421)
g5v1yrXWg7h-85N9lFxOMg,22.494919973629823,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/g5v1yrXWg7h-85N9lFxOMg""><img style=""width:200px"" src=""https://images.mapillary.com/g5v1yrXWg7h-85N9lFxOMg/thumb-320.jpg""></a><br>Streetwise Score: 22.494919973629823",2,0,POINT (9.328735500000001 47.4183719)
LMf_Fg6kc5C0CIcqhy8Jxw,20.552976626903096,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/LMf_Fg6kc5C0CIcqhy8Jxw""><img style=""width:200px"" src=""https://images.mapillary.com/LMf_Fg6kc5C0CIcqhy8Jxw/thumb-320.jpg""></a><br>Streetwise Score: 20.552976626903096",2,0,POINT (9.327388600000001 47.4179618)
ZqeyMaLzsU6Dmt5RARpU2g,18.229175842597186,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ZqeyMaLzsU6Dmt5RARpU2g""><img style=""width:200px"" src=""https://images.mapillary.com/ZqeyMaLzsU6Dmt5RARpU2g/thumb-320.jpg""></a><br>Streetwise Score: 18.229175842597186",1,-,POINT (9.3259899 47.4176425)
obNLKnx2F8ZLyDwKSsLcHQ,23.075932228102687,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/obNLKnx2F8ZLyDwKSsLcHQ""><img style=""width:200px"" src=""https://images.mapillary.com/obNLKnx2F8ZLyDwKSsLcHQ/thumb-320.jpg""></a><br>Streetwise Score: 23.075932228102687",2,0,POINT (9.324581999999999 47.4173529)
5TA4kbtFaPzepRd3aaeTWA,23.231051519745606,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/5TA4kbtFaPzepRd3aaeTWA""><img style=""width:200px"" src=""https://images.mapillary.com/5TA4kbtFaPzepRd3aaeTWA/thumb-320.jpg""></a><br>Streetwise Score: 23.231051519745606",2,0,POINT (9.3231445 47.4171025)
lr1NAX80Gn1FzeYGG45xVA,29.09982194673979,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/lr1NAX80Gn1FzeYGG45xVA""><img style=""width:200px"" src=""https://images.mapillary.com/lr1NAX80Gn1FzeYGG45xVA/thumb-320.jpg""></a><br>Streetwise Score: 29.09982194673979",3,+,POINT (9.3217663 47.416802)
iT3NSFoKwxYoDTg_s3-RZQ,26.7487747046112,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/iT3NSFoKwxYoDTg_s3-RZQ""><img style=""width:200px"" src=""https://images.mapillary.com/iT3NSFoKwxYoDTg_s3-RZQ/thumb-320.jpg""></a><br>Streetwise Score: 26.7487747046112",2,0,POINT (9.320404 47.4164434)
pOqDqmklR6kA6TmD2MfkdQ,20.665048736131485,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/pOqDqmklR6kA6TmD2MfkdQ""><img style=""width:200px"" src=""https://images.mapillary.com/pOqDqmklR6kA6TmD2MfkdQ/thumb-320.jpg""></a><br>Streetwise Score: 20.665048736131485",2,0,POINT (9.319077399999999 47.4160405)
cn1Xs5cI9H7pqvHNqLZcgw,26.332369719064552,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/cn1Xs5cI9H7pqvHNqLZcgw""><img style=""width:200px"" src=""https://images.mapillary.com/cn1Xs5cI9H7pqvHNqLZcgw/thumb-320.jpg""></a><br>Streetwise Score: 26.332369719064552",2,0,POINT (9.3178085 47.4155476)
flkEHLh6DXZXwctlEwLh0g,21.764008520436107,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/flkEHLh6DXZXwctlEwLh0g""><img style=""width:200px"" src=""https://images.mapillary.com/flkEHLh6DXZXwctlEwLh0g/thumb-320.jpg""></a><br>Streetwise Score: 21.764008520436107",2,0,POINT (9.316578099999999 47.4150043)
iMekWaGrpUJhYBUtEp7TTg,19.854647094565195,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/iMekWaGrpUJhYBUtEp7TTg""><img style=""width:200px"" src=""https://images.mapillary.com/iMekWaGrpUJhYBUtEp7TTg/thumb-320.jpg""></a><br>Streetwise Score: 19.854647094565195",2,0,POINT (9.3154173 47.4144058)
fYSa9xMv0CBtd_Pc0UM3hw,22.358280078722753,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/fYSa9xMv0CBtd_Pc0UM3hw""><img style=""width:200px"" src=""https://images.mapillary.com/fYSa9xMv0CBtd_Pc0UM3hw/thumb-320.jpg""></a><br>Streetwise Score: 22.358280078722753",2,0,POINT (9.3143171 47.4137406)
PXycP1E-bf2U6kPJvA3-TA,25.994489155799574,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PXycP1E-bf2U6kPJvA3-TA""><img style=""width:200px"" src=""https://images.mapillary.com/PXycP1E-bf2U6kPJvA3-TA/thumb-320.jpg""></a><br>Streetwise Score: 25.994489155799574",2,0,POINT (9.313250200000001 47.4130638)
tsnJyD1I2PzEVpb6zOwuUQ,27.037890185073255,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/tsnJyD1I2PzEVpb6zOwuUQ""><img style=""width:200px"" src=""https://images.mapillary.com/tsnJyD1I2PzEVpb6zOwuUQ/thumb-320.jpg""></a><br>Streetwise Score: 27.037890185073255",2,0,POINT (9.312185299999999 47.4123847)
qAgLJU09u0ZufPA20DwjVw,11.685129214964258,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qAgLJU09u0ZufPA20DwjVw""><img style=""width:200px"" src=""https://images.mapillary.com/qAgLJU09u0ZufPA20DwjVw/thumb-320.jpg""></a><br>Streetwise Score: 11.685129214964258",1,-,POINT (9.311075499999999 47.4117231)
cRXDBRT96_AB5pLd-I6UeQ,18.26680416627852,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/cRXDBRT96_AB5pLd-I6UeQ""><img style=""width:200px"" src=""https://images.mapillary.com/cRXDBRT96_AB5pLd-I6UeQ/thumb-320.jpg""></a><br>Streetwise Score: 18.26680416627852",1,-,POINT (9.309908399999999 47.4111104)
0OREPqoU06QB1LwfXqatYw,20.61637659196731,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0OREPqoU06QB1LwfXqatYw""><img style=""width:200px"" src=""https://images.mapillary.com/0OREPqoU06QB1LwfXqatYw/thumb-320.jpg""></a><br>Streetwise Score: 20.61637659196731",2,0,POINT (9.308714 47.4105456)
TZKpeitDUjnJ3Un3GVmoFw,19.990687799697703,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/TZKpeitDUjnJ3Un3GVmoFw""><img style=""width:200px"" src=""https://images.mapillary.com/TZKpeitDUjnJ3Un3GVmoFw/thumb-320.jpg""></a><br>Streetwise Score: 19.990687799697703",2,0,POINT (9.3074765 47.4100011)
86XlPlGZeJ0v8lHHf5ArRg,26.555171574607325,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/86XlPlGZeJ0v8lHHf5ArRg""><img style=""width:200px"" src=""https://images.mapillary.com/86XlPlGZeJ0v8lHHf5ArRg/thumb-320.jpg""></a><br>Streetwise Score: 26.555171574607325",2,0,POINT (9.3062261 47.409522)
0wUK_Q02vnkcbKX2IN-KkA,22.372043922403694,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0wUK_Q02vnkcbKX2IN-KkA""><img style=""width:200px"" src=""https://images.mapillary.com/0wUK_Q02vnkcbKX2IN-KkA/thumb-320.jpg""></a><br>Streetwise Score: 22.372043922403694",2,0,POINT (9.304909200000001 47.409076)
8CCrZ8APmLP0ZeYkzvkefg,22.754824792951077,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/8CCrZ8APmLP0ZeYkzvkefg""><img style=""width:200px"" src=""https://images.mapillary.com/8CCrZ8APmLP0ZeYkzvkefg/thumb-320.jpg""></a><br>Streetwise Score: 22.754824792951077",2,0,POINT (9.303563799999999 47.4086623)
SWpaqcw5uhZRJrzyzYrvnw,21.78721017876569,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/SWpaqcw5uhZRJrzyzYrvnw""><img style=""width:200px"" src=""https://images.mapillary.com/SWpaqcw5uhZRJrzyzYrvnw/thumb-320.jpg""></a><br>Streetwise Score: 21.78721017876569",2,0,POINT (9.302143299999999 47.4083733)
9o2rOW6uil2GRQDXUWKGDQ,19.381446302917958,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/9o2rOW6uil2GRQDXUWKGDQ""><img style=""width:200px"" src=""https://images.mapillary.com/9o2rOW6uil2GRQDXUWKGDQ/thumb-320.jpg""></a><br>Streetwise Score: 19.381446302917958",2,0,POINT (9.3007007 47.4081567)
Dmgs0X9ugG-eYTq5i-4ILA,21.400727998934407,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Dmgs0X9ugG-eYTq5i-4ILA""><img style=""width:200px"" src=""https://images.mapillary.com/Dmgs0X9ugG-eYTq5i-4ILA/thumb-320.jpg""></a><br>Streetwise Score: 21.400727998934407",2,0,POINT (9.2992408 47.4080375)
svPTVKT_94Q_08nPnVHeuA,17.187487920071142,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/svPTVKT_94Q_08nPnVHeuA""><img style=""width:200px"" src=""https://images.mapillary.com/svPTVKT_94Q_08nPnVHeuA/thumb-320.jpg""></a><br>Streetwise Score: 17.187487920071142",1,-,POINT (9.2977816 47.4079988)
loTSntSnOYb0fuuIHB3ieA,17.994256069869554,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/loTSntSnOYb0fuuIHB3ieA""><img style=""width:200px"" src=""https://images.mapillary.com/loTSntSnOYb0fuuIHB3ieA/thumb-320.jpg""></a><br>Streetwise Score: 17.994256069869554",1,-,POINT (9.2963235 47.408094)
AcHPd0a_67dmoyuXSM5lvA,24.10589234006158,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/AcHPd0a_67dmoyuXSM5lvA""><img style=""width:200px"" src=""https://images.mapillary.com/AcHPd0a_67dmoyuXSM5lvA/thumb-320.jpg""></a><br>Streetwise Score: 24.10589234006158",2,0,POINT (9.2948874 47.4082874)
xddkfwgkaavimd11gtsBvA,18.60108534009674,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/xddkfwgkaavimd11gtsBvA""><img style=""width:200px"" src=""https://images.mapillary.com/xddkfwgkaavimd11gtsBvA/thumb-320.jpg""></a><br>Streetwise Score: 18.60108534009674",1,-,POINT (9.2934965 47.4086011)
nU0soGUubSdQ9aPLFYqntQ,27.937526523595935,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/nU0soGUubSdQ9aPLFYqntQ""><img style=""width:200px"" src=""https://images.mapillary.com/nU0soGUubSdQ9aPLFYqntQ/thumb-320.jpg""></a><br>Streetwise Score: 27.937526523595935",2,0,POINT (9.292171099999999 47.4090118)
j8a6IyLAdLZWPiLe9c1tQw,18.01277254958018,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/j8a6IyLAdLZWPiLe9c1tQw""><img style=""width:200px"" src=""https://images.mapillary.com/j8a6IyLAdLZWPiLe9c1tQw/thumb-320.jpg""></a><br>Streetwise Score: 18.01277254958018",1,-,POINT (9.290929200000001 47.4095325)
g7feNsj9nqSaKv9XW7L-0A,20.052110038163274,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/g7feNsj9nqSaKv9XW7L-0A""><img style=""width:200px"" src=""https://images.mapillary.com/g7feNsj9nqSaKv9XW7L-0A/thumb-320.jpg""></a><br>Streetwise Score: 20.052110038163274",2,0,POINT (9.4002619 47.4374276)
5gfM9aQJNdme4Br590BIRw,12.094748567655582,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/5gfM9aQJNdme4Br590BIRw""><img style=""width:200px"" src=""https://images.mapillary.com/5gfM9aQJNdme4Br590BIRw/thumb-320.jpg""></a><br>Streetwise Score: 12.094748567655582",1,-,POINT (9.399330300000001 47.4367027)
dJmsqMn31zEnR3bj3IhkYQ,19.476193382213207,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/dJmsqMn31zEnR3bj3IhkYQ""><img style=""width:200px"" src=""https://images.mapillary.com/dJmsqMn31zEnR3bj3IhkYQ/thumb-320.jpg""></a><br>Streetwise Score: 19.476193382213207",2,0,POINT (9.398229600000001 47.4360552)
1tTJtWaL-mQheFWhVv15Zg,21.29782704654714,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1tTJtWaL-mQheFWhVv15Zg""><img style=""width:200px"" src=""https://images.mapillary.com/1tTJtWaL-mQheFWhVv15Zg/thumb-320.jpg""></a><br>Streetwise Score: 21.29782704654714",2,0,POINT (9.3969433 47.435568)
xyVDQm4z7iJIgKFLYrAAjg,10.405602920845501,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/xyVDQm4z7iJIgKFLYrAAjg""><img style=""width:200px"" src=""https://images.mapillary.com/xyVDQm4z7iJIgKFLYrAAjg/thumb-320.jpg""></a><br>Streetwise Score: 10.405602920845501",1,-,POINT (9.395667299999999 47.4351169)
dC_j3O92iX7PoRSNjjfiEQ,14.155864565814433,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/dC_j3O92iX7PoRSNjjfiEQ""><img style=""width:200px"" src=""https://images.mapillary.com/dC_j3O92iX7PoRSNjjfiEQ/thumb-320.jpg""></a><br>Streetwise Score: 14.155864565814433",1,-,POINT (9.394456099999999 47.4346205)
2uzFhYqG1HzOGlqP3VUNQw,15.973148467765956,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2uzFhYqG1HzOGlqP3VUNQw""><img style=""width:200px"" src=""https://images.mapillary.com/2uzFhYqG1HzOGlqP3VUNQw/thumb-320.jpg""></a><br>Streetwise Score: 15.973148467765956",1,-,POINT (9.393203400000001 47.4341517)
S4quwYFHjpz-jA4ttmfoAw,24.88071281804399,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/S4quwYFHjpz-jA4ttmfoAw""><img style=""width:200px"" src=""https://images.mapillary.com/S4quwYFHjpz-jA4ttmfoAw/thumb-320.jpg""></a><br>Streetwise Score: 24.88071281804399",2,0,POINT (9.3918675 47.4338255)
khqubBNghAbg9_ZUd_AweQ,15.188542630477336,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/khqubBNghAbg9_ZUd_AweQ""><img style=""width:200px"" src=""https://images.mapillary.com/khqubBNghAbg9_ZUd_AweQ/thumb-320.jpg""></a><br>Streetwise Score: 15.188542630477336",1,-,POINT (9.390495400000001 47.4335686)
sQ6S9Gn2Ry1EIojZL1WCMQ,20.528496409464154,"<a target=""_blank"" href=""https://www.mapillary.com/map/im/sQ6S9Gn2Ry1EIojZL1WCMQ""><img style=""width:200px"" src=""https://images.mapillary.com/sQ6S9Gn2Ry1EIojZL1WCMQ/thumb-320.jpg""></a><br>Streetwise Score: 20.528496409464154",2,0,POINT (9.3890469 47.4333607)
